title,url,created,state,whensent,category,lastupdate,latitude,longitude,ward,Location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
Sunken drain cover,https://www.fixmystreet.com/report/375818,2013-07-28 18:47:06 UTC,confirmed,2013-07-28 18:50:09 UTC,Potholes,2013-08-25 19:02:36 UTC,51.36441504,-2.318501258,Combe Down,"(51.36441504, -2.318501258)",19,105,18,1,37
Dog fouling,https://www.fixmystreet.com/report/565018,2015-01-06 08:53:33 UTC,confirmed,2015-01-06 09:10:18 UTC,Dog fouling,2015-01-06 09:10:18 UTC,51.4090805,-2.488523875,Keynsham,"(51.4090805, -2.488523875)",16,142,3,1,46
"Unsigned ""humps"" in the road!",https://www.fixmystreet.com/report/209870,2011-10-28 13:15:07 UTC,confirmed,2011-10-28 13:20:06 UTC,Roads/highways,2011-11-25 14:34:29 UTC,51.3778841,-2.359432759,Abbey,"(51.3778841, -2.359432759)",35,13,7,1,21
Raised drain covers,https://www.fixmystreet.com/report/552635,2014-12-01 22:16:06 UTC,confirmed,2014-12-01 22:20:18 UTC,Potholes,2014-12-01 22:20:18 UTC,51.399201,-2.549617,Whitchurch,"(51.399201, -2.549617)",7,403,20,1,75
Waste food,https://www.fixmystreet.com/report/51969,2009-04-04 14:47:32 UTC,confirmed,2009-04-04 14:50:02 UTC,Other,2009-04-04 14:50:02 UTC,51.39591313,-2.394595782,Weston,"(51.39591313, -2.394595782)",20,545,5,1,108
Lots of potholes ,https://www.fixmystreet.com/report/112658,2010-05-01 12:44:00 UTC,confirmed,2010-05-01 13:05:04 UTC,Potholes,2010-05-01 13:05:04 UTC,51.41815681,-2.494285772,Keynsham North,"(51.41815681, -2.494285772)",24,158,1,1,49
Pothole,https://www.fixmystreet.com/report/225316,2012-01-18 07:08:13 UTC,fixed - user,2012-01-18 07:10:07 UTC,Potholes,2012-05-01 09:41:38 UTC,51.40898389,-2.501192912,Keynsham,"(51.40898389, -2.501192912)",37,174,2,1,52
Graffiti,https://www.fixmystreet.com/report/26,2007-02-05 16:19:03 UTC,confirmed,2007-02-05 19:38:44 UTC,Other,2007-02-06 14:45:31 UTC,51.37653038,-2.35665838,Widcombe,"(51.37653038, -2.35665838)",33,567,12,1,109
Damaged road name sign,https://www.fixmystreet.com/report/650956,2015-06-21 16:04:13 UTC,confirmed,2015-06-21 16:05:12 UTC,Street nameplates,2015-07-19 19:46:16 UTC,51.337499,-2.48118,Farmborough,"(51.337499, -2.48118)",8,127,16,1,40
Cracked and broken pavement,https://www.fixmystreet.com/report/119907,2010-06-16 17:47:40 UTC,confirmed,2010-06-16 17:50:02 UTC,Pavements/footpaths,2010-07-17 15:36:16 UTC,51.3826095,-2.362800859,Kingsmead,"(51.3826095, -2.362800859)",34,193,9,1,55
Deep Pothole,https://www.fixmystreet.com/report/458887,2014-03-26 20:59:13 UTC,confirmed,2014-03-26 21:00:16 UTC,Roads/highways,2014-03-26 21:00:16 UTC,51.391165,-2.336215,Bathampton,"(51.391165, -2.336215)",1,29,10,1,27
Blocked gully BTRA Sports Ground,https://www.fixmystreet.com/report/282671,2012-10-08 16:40:24 UTC,confirmed,2012-10-08 16:45:12 UTC,Roads/highways,2012-12-10 12:10:03 UTC,51.40862155,-2.547899454,Whitchurch,"(51.40862155, -2.547899454)",7,403,20,1,75
Storm water damage and debris on A431.,https://www.fixmystreet.com/report/292907,2012-11-23 07:22:16 UTC,confirmed,2012-11-23 07:25:20 UTC,Roads/highways,2012-11-23 07:25:20 UTC,51.40161909,-2.428521678,Kelston,"(51.40161909, -2.428521678)",1,50,10,1,25
Regular vandalism and nuisance kids,https://www.fixmystreet.com/report/143649,2010-11-18 23:06:44 UTC,hidden,2010-11-18 23:20:02 UTC,Other,2010-11-19 23:07:48 UTC,51.40147601,-2.466743002,Saltford,"(51.40147601, -2.466743002)",17,432,16,1,82
Dangerous entrance way to Monkton Combe Prep. School,https://www.fixmystreet.com/report/24223,2008-06-11 21:18:18 UTC,confirmed,2008-07-03 19:24:48 UTC,Pavements/footpaths,2008-08-30 14:09:51 UTC,51.36279094,-2.33998856,Combe Down,"(51.36279094, -2.33998856)",19,113,18,1,37
Two lamp posts broken,https://www.fixmystreet.com/report/97194,2010-02-20 19:28:54 UTC,confirmed,2010-02-20 19:30:02 UTC,Street lighting,2010-02-20 19:31:02 UTC,51.37970197,-2.342367547,Bathwick,"(51.37970197, -2.342367547)",22,77,12,1,29
Dangerous potholes,https://www.fixmystreet.com/report/140565,2010-10-31 15:15:36 UTC,fixed,2010-10-31 15:20:02 UTC,Potholes,2010-11-28 20:00:07 UTC,51.29903486,-2.457125511,Norton-Radstock,"(51.29903486, -2.457125511)",12,421,24,1,76
On the Corner to Gores Park,https://www.fixmystreet.com/report/634806,2015-05-15 14:18:57 UTC,confirmed,2015-05-15 14:20:24 UTC,Potholes,2015-05-15 14:20:24 UTC,51.327048,-2.518645,High Littleton,"(51.327048, -2.518645)",3,137,23,1,42
Small tree fallen almost on road,https://www.fixmystreet.com/report/130384,2010-08-24 18:59:10 UTC,unconfirmed,,Roads/highways,2010-08-24 18:59:10 UTC,51.33579566,-2.307814753,Freshford,"(51.33579566, -2.307814753)",10,52,10,1,113
Rosslyn rd pothole,https://www.fixmystreet.com/report/107779,2010-04-05 20:38:38 UTC,fixed,2010-04-05 20:40:08 UTC,Potholes,2010-05-07 20:04:43 UTC,51.38711475,-2.39280447,Newbridge,"(51.38711475, -2.39280447)",29,318,8,1,16
Maintenance of football pitch,https://www.fixmystreet.com/report/244836,2012-04-13 15:00:18 UTC,fixed - user,2012-04-13 15:10:08 UTC,Parks/landscapes,2012-04-22 12:43:57 UTC,51.4002924,-2.347244254,Lambridge,"(51.4002924, -2.347244254)",23,218,4,1,56
Vandalised street sign,https://www.fixmystreet.com/report/126,2007-02-11 14:22:45 UTC,unconfirmed,,Other,2007-02-11 14:22:45 UTC,51.4129611,-2.510235693,Keynsham North,"(51.4129611, -2.510235693)",24,166,1,1,50
Brambles overhanging the cycle track on the old bristol road at hicks gate,https://www.fixmystreet.com/report/497109,2014-07-04 14:59:54 UTC,confirmed,2014-07-04 15:05:17 UTC,Pavements/footpaths,2014-07-04 15:05:17 UTC,51.42553534,-2.52138822,Keynsham,"(51.42553534, -2.52138822)",24,161,1,1,48
Broken side panel,https://www.fixmystreet.com/report/113675,2010-05-09 12:23:01 UTC,fixed,2010-05-09 12:25:04 UTC,Bus stops,2010-07-04 17:43:36 UTC,51.38477254,-2.359405234,Abbey,"(51.38477254, -2.359405234)",35,11,7,1,20
Abandoned van M151 NDA,https://www.fixmystreet.com/report/12407,2007-12-29 11:44:11 UTC,fixed,2007-12-29 12:20:12 UTC,Abandoned vehicles,2007-12-31 11:48:04 UTC,51.28814682,-2.43793429,Radstock,"(51.28814682, -2.43793429)",12,417,24,1,79
Very AntiSocial Parking,https://www.fixmystreet.com/report/188536,2011-06-08 17:01:45 UTC,fixed - user,2011-06-08 17:20:04 UTC,Car parking,2011-12-24 07:54:45 UTC,51.299064,-2.457302,Norton-Radstock,"(51.299064, -2.457302)",12,421,24,1,76
Road grit in motorcycle bays,https://www.fixmystreet.com/report/52661,2009-04-09 09:21:34 UTC,unconfirmed,,Roads/highways,2009-04-09 09:21:34 UTC,51.38425926,-2.366582485,Kingsmead,"(51.38425926, -2.366582485)",34,193,9,1,55
Overgrown brambles,https://www.fixmystreet.com/report/283710,2012-10-12 21:31:18 UTC,fixed - user,2012-10-12 21:35:03 UTC,Pavements/footpaths,2012-11-11 09:35:56 UTC,51.325235,-2.478311,Timsbury,"(51.325235, -2.478311)",14,461,16,1,87
Overspilling rubbish = gull magnet,https://www.fixmystreet.com/report/518236,2014-09-02 12:00:46 UTC,fixed - user,2014-09-02 12:05:22 UTC,Rubbish (refuse and recycling),2014-09-30 12:33:14 UTC,51.390458,-2.36457,Lansdown,"(51.390458, -2.36457)",21,242,7,1,2
Potholes,https://www.fixmystreet.com/report/234191,2012-02-24 19:42:45 UTC,fixed - user,2012-02-24 19:45:08 UTC,Potholes,2012-04-23 18:31:54 UTC,51.27873438,-2.497615735,Norton-Radstock,"(51.27873438, -2.497615735)",25,298,27,1,12
Weeds growing through grating on bridge.,https://www.fixmystreet.com/report/384567,2013-09-05 09:30:19 UTC,fixed - user,2013-09-05 09:35:09 UTC,Pavements/footpaths,2013-10-18 11:24:02 UTC,51.38941133,-2.355804907,Walcot,"(51.38941133, -2.355804907)",36,498,6,1,96
Street lights been out over a week,https://www.fixmystreet.com/report/295097,2012-12-01 17:59:09 UTC,confirmed,2012-12-01 18:00:09 UTC,Street lighting,2013-02-06 00:06:20 UTC,51.287215,-2.467621,Westfield,"(51.287215, -2.467621)",26,511,26,1,97
Open bin=gull magnet,https://www.fixmystreet.com/report/376661,2013-07-31 18:29:03 UTC,fixed - user,2013-07-31 18:30:11 UTC,Rubbish (refuse and recycling),2013-11-26 09:06:43 UTC,51.383439,-2.358557,Abbey,"(51.383439, -2.358557)",35,11,7,1,20
Black ice on pavement,https://www.fixmystreet.com/report/309987,2013-01-16 16:22:35 UTC,fixed - user,2013-01-16 16:25:25 UTC,Pavements/footpaths,2013-03-13 17:02:42 UTC,51.303149,-2.455016,Radstock,"(51.303149, -2.455016)",12,405,24,1,76
Potholes on edge of carriageway,https://www.fixmystreet.com/report/442016,2014-02-18 09:55:21 UTC,fixed - user,2014-02-18 10:00:23 UTC,Potholes,2016-02-28 22:39:33 UTC,51.291164,-2.478106,Midsomer Norton,"(51.291164, -2.478106)",11,285,25,1,8
Pavements,https://www.fixmystreet.com/report/502862,2014-07-20 16:37:37 UTC,unconfirmed,,Pavements/footpaths,2014-07-20 16:37:37 UTC,51.39232279,-2.330113116,Bathampton,"(51.39232279, -2.330113116)",1,26,10,1,27
Street light not working,https://www.fixmystreet.com/report/34856,2008-11-15 18:43:37 UTC,confirmed,2008-11-17 20:55:02 UTC,Street lighting,2008-12-28 08:51:07 UTC,51.28785495,-2.438113627,Radstock,"(51.28785495, -2.438113627)",12,417,24,1,79
Should be lane info sign here,https://www.fixmystreet.com/report/96774,2010-02-18 23:34:10 UTC,fixed,2010-02-18 23:35:03 UTC,Road traffic signs,2010-03-19 07:34:13 UTC,51.42601055,-2.521286159,Keynsham North,"(51.42601055, -2.521286159)",24,161,1,1,48
Edge of road subsidence / large puddles forming / uneven road surface,https://www.fixmystreet.com/report/431517,2014-01-31 16:33:11 UTC,fixed - user,2014-01-31 16:40:41 UTC,Roads/highways,2014-03-30 19:30:26 UTC,51.41999566,-2.397800442,Charlcombe,"(51.41999566, -2.397800442)",1,47,10,1,25
Entire road from Radford to Paulton is in a terrible state of repair,https://www.fixmystreet.com/report/445754,2014-02-25 11:06:06 UTC,confirmed,2014-02-25 11:10:10 UTC,Roads/highways,2014-02-25 11:10:10 UTC,51.31803645,-2.47576472,Paulton,"(51.31803645, -2.47576472)",13,581,23,1,69
Pavement falling into front garden,https://www.fixmystreet.com/report/188730,2011-06-09 22:00:42 UTC,fixed,2011-06-09 22:20:01 UTC,Pavements/footpaths,2011-07-08 20:06:50 UTC,51.379272,-2.37785,Widcombe,"(51.379272, -2.37785)",33,560,12,1,112
Dumped TV etc.,https://www.fixmystreet.com/report/103597,2010-03-16 14:49:51 UTC,fixed,2010-03-16 14:55:04 UTC,Flytipping,2010-04-14 14:53:06 UTC,51.38404532,-2.376426469,Westmoreland,"(51.38404532, -2.376426469)",32,538,13,1,103
Water flowing down hill,https://www.fixmystreet.com/report/182300,2011-05-01 14:06:14 UTC,confirmed,2011-05-01 14:10:03 UTC,Other,2011-05-01 14:10:03 UTC,51.30058,-2.455233,Norton-Radstock,"(51.30058, -2.455233)",12,421,24,1,76
Dangerous pelican crossing without lights in Railway Place,https://www.fixmystreet.com/report/298032,2012-12-14 13:06:36 UTC,confirmed,2012-12-14 13:10:10 UTC,Traffic lights,2013-09-26 09:47:01 UTC,51.377962,-2.356485,Abbey,"(51.377962, -2.356485)",35,13,7,1,21
Very many potholes,https://www.fixmystreet.com/report/47014,2009-03-02 22:26:46 UTC,confirmed,2009-03-02 22:35:02 UTC,Potholes,2009-04-03 15:00:28 UTC,51.35034135,-2.41346148,Bathavon West,"(51.35034135, -2.41346148)",9,67,22,1,28
Dog mess on pavement,https://www.fixmystreet.com/report/619104,2015-04-10 09:29:33 UTC,confirmed,2015-04-10 09:30:14 UTC,Dog fouling,2015-04-10 09:30:14 UTC,51.389715,-2.366432,Lansdown,"(51.389715, -2.366432)",21,246,7,1,2
Street Light Out,https://www.fixmystreet.com/report/411448,2013-12-14 10:49:55 UTC,fixed - user,2013-12-14 10:50:18 UTC,Street lighting,2013-12-17 16:23:51 UTC,51.373811,-2.400654561,Southdown,"(51.373811, -2.400654561)",27,452,15,1,86
Very poor road in need of repair,https://www.fixmystreet.com/report/596733,2015-03-01 14:22:10 UTC,confirmed,2015-03-01 14:25:11 UTC,Roads/highways,2015-03-01 14:25:11 UTC,51.398477,-2.302152,Bathford,"(51.398477, -2.302152)",1,46,10,1,24
Corporate use of the car park,https://www.fixmystreet.com/report/442585,2014-02-19 07:25:09 UTC,confirmed,2014-02-19 07:30:12 UTC,Car parking,2014-02-19 09:10:48 UTC,51.2913744,-2.446541246,Radstock,"(51.2913744, -2.446541246)",12,413,24,1,79
Deep pothole,https://www.fixmystreet.com/report/610256,2015-03-24 07:34:45 UTC,fixed - user,2015-03-24 07:35:36 UTC,Potholes,2015-04-21 08:12:46 UTC,51.407574,-2.469877,Saltford,"(51.407574, -2.469877)",17,427,16,1,82
Several potholes near library,https://www.fixmystreet.com/report/162898,2011-02-07 19:47:12 UTC,confirmed,2011-02-07 19:50:01 UTC,Potholes,2011-02-07 19:50:01 UTC,51.30609739,-2.502240499,Paulton,"(51.30609739, -2.502240499)",13,363,23,1,68
Sunken man hole cover,https://www.fixmystreet.com/report/486013,2014-06-09 16:23:42 UTC,confirmed,2014-06-09 16:25:16 UTC,Potholes,2014-06-09 16:25:16 UTC,51.29120667,-2.492465838,Midsomer Norton,"(51.29120667, -2.492465838)",11,280,25,1,10
Vegetation overgrowing onto path,https://www.fixmystreet.com/report/535058,2014-10-20 11:15:01 UTC,fixed - user,2014-10-20 11:15:10 UTC,Pavements/footpaths,2014-11-23 12:16:51 UTC,51.29179319,-2.479114381,Midsomer Norton,"(51.29179319, -2.479114381)",11,277,25,1,8
Overgrown path,https://www.fixmystreet.com/report/476719,2014-05-20 19:31:21 UTC,confirmed,2014-05-20 19:35:35 UTC,Pavements/footpaths,2015-02-25 17:16:09 UTC,51.379314,-2.381481,Westmoreland,"(51.379314, -2.381481)",32,528,13,1,103
Pothole,https://www.fixmystreet.com/report/425158,2014-01-19 19:53:50 UTC,fixed - user,2014-01-19 19:55:12 UTC,Potholes,2014-02-16 21:12:22 UTC,51.2857182,-2.484473263,Midsomer Norton,"(51.2857182, -2.484473263)",11,291,25,1,11
Fly tipped asbestos,https://www.fixmystreet.com/report/640348,2015-05-28 16:53:14 UTC,confirmed,2015-05-28 17:10:33 UTC,Flytipping,2015-05-28 17:10:33 UTC,51.347708,-2.383358,Combe Hay,"(51.347708, -2.383358)",9,64,22,1,28
Large pothole,https://www.fixmystreet.com/report/448117,2014-03-02 11:46:02 UTC,confirmed,2014-03-02 11:50:16 UTC,Potholes,2014-03-02 11:50:16 UTC,51.32989831,-2.429596345,Dunkerton and Tunley,"(51.32989831, -2.429596345)",9,66,22,1,28
Pothole,https://www.fixmystreet.com/report/579002,2015-01-30 19:21:17 UTC,confirmed,2015-01-30 19:25:13 UTC,Potholes,2015-01-30 19:25:13 UTC,51.40785191,-2.395997823,Charlcombe,"(51.40785191, -2.395997823)",1,47,10,1,25
Pothole in road surface,https://www.fixmystreet.com/report/435698,2014-02-07 07:39:54 UTC,confirmed,2014-02-07 07:50:25 UTC,Potholes,2014-03-26 08:12:17 UTC,51.402999,-2.453319,Saltford,"(51.402999, -2.453319)",17,431,16,1,81
Pot holes near pedestrian crossing,https://www.fixmystreet.com/report/594500,2015-02-25 20:08:07 UTC,fixed - user,2015-02-25 20:10:18 UTC,Potholes,2015-03-25 20:43:54 UTC,51.3781,-2.361658,Abbey,"(51.3781, -2.361658)",35,14,7,1,20
Worn Park Restrictions Sign,https://www.fixmystreet.com/report/530814,2014-10-08 15:55:34 UTC,confirmed,2014-10-08 16:00:10 UTC,Parks/landscapes,2014-11-24 12:47:41 UTC,51.38857727,-2.371591508,Lansdown,"(51.38857727, -2.371591508)",21,238,7,1,1
Flytip or tenant laziness,https://www.fixmystreet.com/report/138598,2010-10-16 10:58:13 UTC,fixed,2010-10-16 11:00:03 UTC,Rubbish (refuse and recycling),2010-10-21 09:10:40 UTC,51.38260902,-2.388611559,Newbridge,"(51.38260902, -2.388611559)",29,308,8,1,15
Refusal to pick up,https://www.fixmystreet.com/report/117916,2010-06-06 19:24:57 UTC,confirmed,2010-06-06 19:30:02 UTC,Dog fouling,2010-06-06 19:30:02 UTC,51.40186865,-2.451434787,Saltford,"(51.40186865, -2.451434787)",17,431,16,1,81
Overgrown hedges,https://www.fixmystreet.com/report/663905,2015-07-19 11:57:45 UTC,confirmed,2015-07-19 12:00:19 UTC,Trees,2015-07-19 12:00:19 UTC,51.395782,-2.391282,Weston,"(51.395782, -2.391282)",20,549,5,1,108
Holes in road from previous repairs,https://www.fixmystreet.com/report/463142,2014-04-07 14:03:35 UTC,fixed - user,2014-04-07 14:05:16 UTC,Roads/highways,2014-05-06 12:29:42 UTC,51.37724011,-2.38395307,Westmoreland,"(51.37724011, -2.38395307)",32,531,13,1,101
Several potholes on the uphill side of North Road,https://www.fixmystreet.com/report/172486,2011-03-11 14:42:21 UTC,confirmed,2011-03-11 14:45:02 UTC,Potholes,2011-04-20 10:08:07 UTC,51.38007295,-2.339578978,Bathwick,"(51.38007295, -2.339578978)",22,77,12,1,29
Graffiti tag,https://www.fixmystreet.com/report/2603,2007-04-18 15:04:56 UTC,unconfirmed,,Graffiti,2007-04-18 15:04:56 UTC,51.38444362,-2.382141935,Kingsmead,"(51.38444362, -2.382141935)",34,207,9,1,54
Litter Bin Missing at Bus Stop,https://www.fixmystreet.com/report/5348,2007-06-15 10:12:57 UTC,fixed,2007-06-18 11:10:18 UTC,Street cleaning,2007-10-01 16:51:46 UTC,51.38700844,-2.398917595,Newbridge,"(51.38700844, -2.398917595)",29,317,8,1,17
Streetlight not working,https://www.fixmystreet.com/report/344875,2013-04-06 21:12:33 UTC,confirmed,2013-04-06 21:15:10 UTC,Street lighting,2013-04-06 21:15:10 UTC,51.371869,-2.398651,Southdown,"(51.371869, -2.398651)",27,439,15,1,86
Cardboard and Rubbish,https://www.fixmystreet.com/report/72840,2009-09-11 10:37:01 UTC,fixed,2009-09-11 10:40:02 UTC,Rubbish (refuse and recycling),2010-02-01 11:59:11 UTC,51.39439585,-2.34531576,Walcot,"(51.39439585, -2.34531576)",36,490,6,1,95
Huge pothole,https://www.fixmystreet.com/report/447934,2014-03-01 19:04:31 UTC,fixed - user,2014-03-01 19:05:22 UTC,Potholes,2014-03-29 19:40:07 UTC,51.40107092,-2.307702069,Bathford,"(51.40107092, -2.307702069)",1,42,10,1,26
Damaged surface in Church Lane,https://www.fixmystreet.com/report/319169,2013-02-07 13:58:01 UTC,confirmed,2013-02-07 14:00:14 UTC,Potholes,2013-02-07 14:00:14 UTC,51.32824315,-2.542296875,Clutton,"(51.32824315, -2.542296875)",5,100,20,1,35
More flyposting at morrisons entrance,https://www.fixmystreet.com/report/193655,2011-07-12 19:38:18 UTC,confirmed,2011-07-12 19:40:05 UTC,Flyposting,2011-07-12 19:40:05 UTC,51.391833,-2.352455,Walcot,"(51.391833, -2.352455)",36,492,6,1,96
Numerous potholes,https://www.fixmystreet.com/report/133674,2010-09-16 12:50:00 UTC,fixed,2010-09-16 13:15:03 UTC,Potholes,2010-10-14 16:00:32 UTC,51.30008422,-2.624999438,East Harptree,"(51.30008422, -2.624999438)",2,272,21,1,6
Broken glass on road,https://www.fixmystreet.com/report/22119,2008-05-04 17:33:19 UTC,fixed,2008-05-04 17:35:07 UTC,Roads/highways,2008-05-15 13:05:07 UTC,51.35528559,-2.381634675,Odd Down,"(51.35528559, -2.381634675)",30,333,19,1,60
Huge pothole,https://www.fixmystreet.com/report/223291,2012-01-09 18:36:35 UTC,fixed - user,2012-01-09 19:00:06 UTC,Potholes,2012-02-06 21:06:04 UTC,51.39256701,-2.356254923,Walcot,"(51.39256701, -2.356254923)",36,491,6,1,94
Potholes,https://www.fixmystreet.com/report/94981,2010-02-10 11:16:40 UTC,fixed,2010-02-10 11:20:05 UTC,Potholes,2010-03-10 11:34:40 UTC,51.38506075,-2.341321684,Bathwick,"(51.38506075, -2.341321684)",22,71,12,1,29
Illegally Parked Car,https://www.fixmystreet.com/report/206992,2011-10-11 11:23:13 UTC,confirmed,2011-10-11 11:25:05 UTC,Car parking,2011-11-08 12:56:21 UTC,51.409582,-2.497875,Keynsham,"(51.409582, -2.497875)",37,179,2,1,52
Broken glass bottles on road,https://www.fixmystreet.com/report/392950,2013-10-08 12:31:31 UTC,fixed - user,2013-10-08 12:35:36 UTC,Roads/highways,2013-11-22 12:25:09 UTC,51.36271395,-2.362323492,Lyncombe,"(51.36271395, -2.362323492)",18,261,17,1,4
Water flowing onto road,https://www.fixmystreet.com/report/361762,2013-06-02 10:23:08 UTC,confirmed,2013-06-02 10:25:09 UTC,Roads/highways,2013-06-02 10:25:09 UTC,51.366813,-2.346067,Widcombe,"(51.366813, -2.346067)",33,575,12,1,110
Street lighting,https://www.fixmystreet.com/report/226296,2012-01-22 15:46:16 UTC,confirmed,2012-01-22 15:50:05 UTC,Street lighting,2012-01-22 15:50:05 UTC,51.38489635,-2.390145109,Newbridge,"(51.38489635, -2.390145109)",29,325,8,1,15
Potholes and trenches,https://www.fixmystreet.com/report/123996,2010-07-11 13:21:26 UTC,confirmed,2010-07-11 13:25:02 UTC,Potholes,2010-12-28 17:36:36 UTC,51.38437819,-2.388145575,Kingsmead,"(51.38437819, -2.388145575)",34,208,9,1,54
Anti social and dangerous parking,https://www.fixmystreet.com/report/440649,2014-02-16 03:24:52 UTC,confirmed,2014-02-16 03:30:11 UTC,Car parking,2014-03-16 05:18:14 UTC,51.30105284,-2.453383159,Radstock,"(51.30105284, -2.453383159)",12,409,24,1,76
Scratched Cars,https://www.fixmystreet.com/report/634,2007-03-08 12:53:58 UTC,confirmed,2007-03-08 13:30:21 UTC,Other,2007-03-08 13:30:21 UTC,51.37550167,-2.38750482,Westmoreland,"(51.37550167, -2.38750482)",32,532,13,1,101
Health & Safety risk/excess rubbish ,https://www.fixmystreet.com/report/60075,2009-06-02 10:16:02 UTC,confirmed,2009-06-02 10:20:01 UTC,Rubbish (refuse and recycling),2009-06-02 10:20:01 UTC,51.39371303,-2.342572591,Walcot,"(51.39371303, -2.342572591)",36,503,6,1,95
Railings/crossing outside Carpenter House,https://www.fixmystreet.com/report/77571,2009-10-22 10:50:17 UTC,confirmed,2009-10-22 11:05:02 UTC,Roads/highways,2010-02-11 14:19:19 UTC,51.37795167,-2.360528723,Abbey,"(51.37795167, -2.360528723)",35,12,7,1,20
Street Light x4 Out,https://www.fixmystreet.com/report/414496,2013-12-27 00:44:16 UTC,fixed - user,2013-12-27 00:45:11 UTC,Street lighting,2014-01-03 20:41:40 UTC,51.37375742,-2.401620156,Southdown,"(51.37375742, -2.401620156)",27,452,15,1,86
Graffiti on wall,https://www.fixmystreet.com/report/41867,2009-01-27 15:54:18 UTC,confirmed,2009-01-31 13:10:12 UTC,Graffiti,2009-05-23 20:53:01 UTC,51.37917387,-2.378521467,Westmoreland,"(51.37917387, -2.378521467)",32,524,13,1,103
Bushes encroaching on pavement,https://www.fixmystreet.com/report/495226,2014-06-30 13:45:59 UTC,confirmed,2014-06-30 13:50:42 UTC,Pavements/footpaths,2014-06-30 13:50:42 UTC,51.399679,-2.485310777,Keynsham,"(51.399679, -2.485310777)",16,140,3,1,44
Potholes,https://www.fixmystreet.com/report/251237,2012-05-14 13:43:25 UTC,fixed - user,2012-05-14 13:45:06 UTC,Potholes,2012-06-11 18:52:32 UTC,51.4307909,-2.402783841,Charlcombe,"(51.4307909, -2.402783841)",1,47,10,1,25
Speed Bump,https://www.fixmystreet.com/report/106640,2010-03-31 19:39:10 UTC,confirmed,2010-03-31 19:45:04 UTC,Roads/highways,2010-07-04 21:37:17 UTC,51.39524195,-2.32499619,Bathavon North,"(51.39524195, -2.32499619)",1,30,10,1,27
Bags of rubble/cement left on the pavement,https://www.fixmystreet.com/report/457471,2014-03-23 12:30:01 UTC,confirmed,2014-03-23 12:35:10 UTC,Flytipping,2014-04-20 17:47:18 UTC,51.401026,-2.394,Weston,"(51.401026, -2.394)",20,557,5,1,106
Pot Hole in Clutton Hill in Farmborough Parish,https://www.fixmystreet.com/report/319690,2013-02-08 15:52:26 UTC,fixed - user,2013-02-08 15:55:26 UTC,Potholes,2013-03-12 12:27:41 UTC,51.33649839,-2.518977757,Farmborough,"(51.33649839, -2.518977757)",8,126,16,1,40
Hole in the road (Brassknocker Hill - Bath),https://www.fixmystreet.com/report/261088,2012-06-28 09:59:16 UTC,fixed - user,2012-06-28 10:00:19 UTC,Roads/highways,2014-08-20 18:59:36 UTC,51.358035,-2.315964,Monkton Combe,"(51.358035, -2.315964)",10,56,10,1,113
Large pothole,https://www.fixmystreet.com/report/588990,2015-02-17 10:01:02 UTC,confirmed,2015-02-17 10:05:52 UTC,Potholes,2015-02-17 10:05:52 UTC,51.398277,-2.346891,Lambridge,"(51.398277, -2.346891)",23,218,4,1,56
Been out of use 5 weeks,https://www.fixmystreet.com/report/114094,2010-05-12 11:38:44 UTC,fixed,2010-05-12 11:40:06 UTC,Public toilets,2010-07-12 21:11:43 UTC,51.38108258,-2.359887269,Abbey,"(51.38108258, -2.359887269)",35,11,7,1,20
Range of potholes,https://www.fixmystreet.com/report/96252,2010-02-16 21:32:03 UTC,confirmed,2010-02-16 21:40:06 UTC,Potholes,2010-06-09 09:09:24 UTC,51.40703205,-2.483876881,Keynsham East,"(51.40703205, -2.483876881)",16,145,3,1,47
Numerous potholes,https://www.fixmystreet.com/report/180307,2011-04-17 21:22:23 UTC,fixed,2011-04-17 23:35:01 UTC,Potholes,2011-05-16 06:34:29 UTC,51.389607,-2.401074,Newbridge,"(51.389607, -2.401074)",29,310,8,1,18
Unsycronised Traffic Lights,https://www.fixmystreet.com/report/15634,2008-02-08 17:44:30 UTC,fixed - user,2008-02-08 17:45:10 UTC,Traffic lights,2013-07-10 16:51:40 UTC,51.29701123,-2.533575588,High Littleton,"(51.29701123, -2.533575588)",3,131,23,1,43
Another pot hole,https://www.fixmystreet.com/report/357878,2013-05-17 09:13:24 UTC,fixed - user,2013-05-17 09:15:15 UTC,Potholes,2013-06-17 11:17:57 UTC,51.33500643,-2.663603667,Chew Stoke,"(51.33500643, -2.663603667)",6,84,21,1,31
Badly placed traffic island,https://www.fixmystreet.com/report/468217,2014-04-24 08:51:07 UTC,confirmed,2014-04-24 08:55:15 UTC,Roads/highways,2014-04-24 08:55:15 UTC,51.40844851,-2.472117759,Keynsham,"(51.40844851, -2.472117759)",16,154,3,1,47
Holes forming around the drain covers,https://www.fixmystreet.com/report/460220,2014-03-30 23:24:01 UTC,fixed - user,2014-03-30 23:25:16 UTC,Potholes,2014-05-31 11:44:44 UTC,51.40882772,-2.395579573,Charlcombe,"(51.40882772, -2.395579573)",1,47,10,1,25
Street light broke,https://www.fixmystreet.com/report/232080,2012-02-16 08:57:38 UTC,confirmed,2012-02-16 09:00:09 UTC,Street lighting,2012-02-16 09:00:09 UTC,51.399439,-2.389876,Weston,"(51.399439, -2.389876)",20,553,5,1,106
