PRACTICE_CODE,CCG,CCG Name,Residential LA,ORG_NAME,LSOA_CODE,Male Patients,Female Patients,All Patients
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014438,25,17,42
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014452,6,11,17
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014453,9,11,20
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014454,17,27,44
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014455,17,23,40
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014456,14,17,31
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014457,39,29,68
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014458,16,9,25
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014461,22,32,54
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014462,35,26,61
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014463,23,24,47
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014464,34,36,70
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014465,12,6,18
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014466,6,4,10
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014467,7,8,15
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014468,5,4,9
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014473,23,24,47
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014474,27,38,65
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014475,35,41,76
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014476,17,14,31
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014477,263,300,563
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014478,152,167,319
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014479,181,203,384
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014480,218,220,438
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014481,10,9,19
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014482,5,4,9
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014483,2,3,5
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01014484,10,16,26
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01033078,0,1,1
L81070,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NEWBRIDGE SURGERY,E01033080,30,26,56
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014370,40,55,95
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014371,39,39,78
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014372,79,75,154
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014373,46,39,85
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014374,29,35,64
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014375,98,99,197
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014376,45,49,94
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014377,26,20,46
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014379,410,604,1014
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014380,21,18,39
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014381,21,22,43
L81079,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,HANHAM HEALTH,E01014397,1,0,1
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014387,18,12,30
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014388,10,5,15
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014389,6,2,8
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014390,8,12,20
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014391,1,0,1
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014392,2,2,4
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014405,72,129,201
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014407,36,20,56
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014409,374,448,822
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014410,614,608,1222
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014411,341,347,688
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014412,339,359,698
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014413,124,145,269
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014414,77,95,172
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014415,15,18,33
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014416,8,19,27
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014417,18,19,37
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014427,38,48,86
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014428,23,29,52
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014429,30,53,83
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014430,26,22,48
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014431,6,8,14
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014432,14,19,33
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014433,7,9,16
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014434,25,27,52
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014435,35,70,105
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014436,31,50,81
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014437,16,21,37
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014438,29,32,61
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014439,0,1,1
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014443,0,2,2
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014448,0,1,1
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014453,2,1,3
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014455,14,13,27
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014456,20,32,52
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014457,18,26,44
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014458,12,8,20
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014461,21,23,44
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014462,21,21,42
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014463,21,20,41
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014464,41,29,70
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014465,547,614,1161
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014466,348,313,661
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014467,214,191,405
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014468,109,107,216
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014471,1,0,1
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014473,60,55,115
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014474,41,63,104
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014475,293,562,855
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014476,45,80,125
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014477,28,37,65
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014478,27,27,54
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014479,31,50,81
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014480,29,39,68
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014481,18,41,59
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014482,8,8,16
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014483,12,11,23
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01014484,32,58,90
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01033078,4,1,5
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01033079,0,1,1
L81071,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,FAIRFIELD PARK HEALTH CENTRE,E01033080,61,53,114
L81072,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,CHEW MEDICAL PRACTICE,E01014382,1154,1157,2311
L81072,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,CHEW MEDICAL PRACTICE,E01014383,194,213,407
L81072,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,CHEW MEDICAL PRACTICE,E01014384,506,456,962
L81072,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,CHEW MEDICAL PRACTICE,E01014385,452,451,903
L81072,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,CHEW MEDICAL PRACTICE,E01014386,105,89,194
L81072,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,CHEW MEDICAL PRACTICE,E01014389,1,0,1
L81072,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,CHEW MEDICAL PRACTICE,E01014391,11,15,26
L81072,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,CHEW MEDICAL PRACTICE,E01014392,15,21,36
L81072,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,CHEW MEDICAL PRACTICE,E01014393,1,4,5
L81072,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,CHEW MEDICAL PRACTICE,E01014418,156,149,305
L81072,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,CHEW MEDICAL PRACTICE,E01014419,34,31,65
L81072,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,CHEW MEDICAL PRACTICE,E01014446,400,418,818
L81072,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,CHEW MEDICAL PRACTICE,E01014447,22,18,40
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014379,6,5,11
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014385,3,1,4
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014391,54,46,100
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014392,88,95,183
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014393,1,1,2
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014394,2,1,3
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014395,216,210,426
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014396,254,252,506
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014397,298,272,570
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014398,269,269,538
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014399,304,299,603
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014400,301,330,631
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014401,318,366,684
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014402,299,295,594
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014403,357,411,768
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014404,352,368,720
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014446,23,32,55
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014447,14,9,23
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014452,71,72,143
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014453,50,51,101
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014454,74,96,170
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014459,1,1,2
L81073,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WEST VIEW SURGERY,E01014475,1,0,1
L81075,11H,NHS Bristol CCG,Bath and North East Somerset,THE OLD SCHOOL SURGERY,E01014482,1,0,1
L81079,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,HANHAM HEALTH,E01014375,3,2,5
L81079,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,HANHAM HEALTH,E01014395,1,0,1
L81079,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,HANHAM HEALTH,E01014396,3,1,4
L81079,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,HANHAM HEALTH,E01014398,3,0,3
L81079,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,HANHAM HEALTH,E01014399,2,2,4
L81079,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,HANHAM HEALTH,E01014400,4,3,7
L81079,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,HANHAM HEALTH,E01014402,1,2,3
L81079,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,HANHAM HEALTH,E01014404,2,2,4
L81079,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,HANHAM HEALTH,E01014452,1,1,2
L81079,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,HANHAM HEALTH,E01014453,1,1,2
L81079,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,HANHAM HEALTH,E01014475,1,0,1
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014370,143,84,227
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014371,61,52,113
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014372,319,294,613
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014373,18,13,31
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014374,20,15,35
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014375,61,60,121
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014376,34,24,58
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014377,17,25,42
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014379,20,13,33
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014380,28,32,60
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014381,31,27,58
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014387,28,37,65
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014388,7,7,14
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014389,19,19,38
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014390,55,72,127
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014392,13,8,21
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014393,0,1,1
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014404,0,2,2
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014405,125,123,248
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014407,101,93,194
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014409,75,58,133
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014410,76,68,144
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014411,65,55,120
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014412,123,131,254
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014413,278,284,562
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014414,386,375,761
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014415,76,56,132
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014416,57,82,139
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014417,59,68,127
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014427,51,46,97
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014428,47,40,87
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014429,61,45,106
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014430,68,83,151
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014431,59,57,116
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014432,74,60,134
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014433,46,55,101
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014434,64,57,121
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014435,57,44,101
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014436,62,69,131
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014437,115,95,210
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014438,62,54,116
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014440,0,1,1
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014442,6,6,12
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014443,4,6,10
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014444,5,4,9
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014445,1,1,2
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014451,1,0,1
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014452,4,6,10
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014453,1,0,1
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014454,1,2,3
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014455,58,57,115
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014456,62,56,118
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014457,73,79,152
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014458,46,35,81
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014459,4,6,10
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014460,2,3,5
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014461,57,40,97
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014462,52,56,108
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014463,50,36,86
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014464,49,28,77
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014465,58,54,112
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014466,81,76,157
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014467,62,46,108
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014468,82,50,132
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014472,2,0,2
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014473,55,55,110
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014474,60,64,124
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014475,115,86,201
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014476,47,45,92
L81080,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST.JAMES'S SURGERY,E01014477,85,85,170
