Ref,Kind,Type,Status,ReceivedDate,ClosedDate,ReceivedHow,ReceivedWhere,Location,Latitude,Longitude,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
690c1a735e70f83a46546d0d4ed246b9,Noise Request,Noise complaint,Closed,31/05/2016 11:09:00 AM,22/06/2016 12:00:00 AM,Council Connect,Normal Office Hours,"(51.394547736066805, -2.3453431706098287)",51.394547736066805,-2.345343170609829,36,95,490,6,1
69163378e11a0839834c5ed151bc2c3f,Noise Request,,Closed,29/04/2016 09:26:00 AM,08/08/2016 12:00:00 AM,Neighbour,Normal Office Hours,"(51.327872524729415, -2.4693018765080477)",51.327872524729415,-2.469301876508048,14,87,459,16,1
691e7bc022fba0acf7e6cd50f36d29e8,Noise Request,Noise complaint,Closed,28/02/2018 11:44:00 AM,26/03/2018 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.378966988395646, -2.3597126942865163)",51.378966988395646,-2.359712694286516,35,21,13,7,1
692402eff4a948313d1e1380af4ceef9,Noise Request,Noise complaint,Closed,02/01/2015 01:35:00 PM,27/01/2015 12:00:00 AM,Telephone,Out of hours service,"(51.392691009542744, -2.3504651823979694)",51.392691009542744,-2.350465182397969,36,95,487,6,1
693db0b51251b2eafe193edef21825fb,Noise Request,Noise complaint,Closed,24/08/2015 03:56:00 PM,18/09/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.381427234275364, -2.3615616029106214)",51.381427234275364,-2.361561602910621,35,20,10,7,1
69c25b52b9e0723be3e37e4f6f31e321,Noise Request,Noise complaint,Closed,16/11/2018 12:19:00 PM,16/11/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.418363578538006, -2.3067120068484672)",51.418363578538006,-2.306712006848467,1,25,34,10,1
69c580b3fd3be0370685cf3cec9b89ae,General Request,Odour/Fumes,Closed,31/05/2018 04:18:00 PM,27/06/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.283725002093924, -2.4474766154496788)",51.283725002093924,-2.447476615449679,12,79,419,24,1
c7ffbb74ade539e3610eb223b11ed3ec,Noise Request,Noise complaint,Closed,18/02/2015 12:23:00 PM,19/02/2015 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.39117141502231, -2.3961428264558027)",51.391171415022313,-2.396142826455803,29,18,314,8,1
c841592160714f6e4bc17c6c9b507264,General Request,Bonfires,Under Investigation,31/10/2019 11:54:00 AM,,Telephone,Normal Office Hours,"(51.37329596565169, -2.372556884958474)",51.373295965651693,-2.372556884958474,18,5,250,17,1
6a1a2983277a696ddaa000d8fcf675fb,Noise Request,,Closed,16/03/2017 09:24:00 AM,02/05/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.380551486243185, -2.3499012187702255)",51.380551486243185,-2.349901218770226,22,30,76,12,1
6a5221f75d10c1cae028b5f0fa44d86d,Noise Request,Noise complaint,Closed,07/12/2015 03:24:00 PM,06/01/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.37736401664386, -2.3714237824711755)",51.37736401664386,-2.371423782471176,33,112,563,12,1
6a6654ea9f801b71ae957b659c8fc297,Noise Request,Noise complaint,Closed,11/09/2016 04:37:00 AM,22/09/2016 12:00:00 AM,Telephone,Out of hours service,"(51.381512840759484, -2.3635515949662205)",51.381512840759484,-2.36355159496622,34,55,194,9,1
6a9e7a6d08c4979c0fe7cacb9bea452d,General Request,Light pollution,Closed,18/04/2018 12:31:00 PM,18/04/2018 12:00:00 AM,Face To Face,Normal Office Hours,"(51.38065252029827, -2.3514892902918176)",51.38065252029827,-2.351489290291818,33,111,562,12,1
6b8dec2fa1443fc5b86af5725d7fd5db,Noise Request,Noise complaint,Closed,13/11/2015 10:46:00 PM,09/12/2015 12:00:00 AM,Emergency/Out of Hours,In office,"(51.379221261630164, -2.3928816715237082)",51.379221261630164,-2.392881671523708,28,92,466,11,1
6bdb1bd1ac371eea8ffe68e5860e723d,Noise Request,Noise complaint,Closed,23/07/2018 10:01:00 AM,20/08/2018 12:00:00 AM,Emergency/Out of Hours,Out of hours service,"(51.364001269941475, -2.3606207355448787)",51.364001269941475,-2.360620735544879,19,39,111,18,1
c998707fd87c42c6429fb69c9415fff6,Noise Request,,Closed,15/07/2016 08:32:00 AM,08/08/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.36904816967959, -2.373393558996124)",51.369048169679587,-2.373393558996124,18,5,253,17,1
6be5264e7ad332814a658e75de096597,Noise Request,Noise complaint,Closed,13/05/2016 02:53:00 PM,08/09/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.376737344942626, -2.356950027726163)",51.376737344942626,-2.356950027726163,33,109,567,12,1
6bec1c7361c979d1cd26937bf1d494ea,Noise Request,Noise complaint,Closed,16/04/2018 09:50:00 AM,30/04/2018 12:00:00 AM,Telephone,In office,"(51.41473375190305, -2.3267370521048365)",51.41473375190305,-2.326737052104836,1,25,34,10,1
6c061b074f26e2cb661968a432a7aa58,Noise Request,Noise complaint,Closed,26/06/2015 02:38:00 PM,29/06/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.401150368233644, -2.336690777110384)",51.401150368233644,-2.336690777110384,23,58,220,4,1
6c2e62cb28e219e0d8cd1ae9b9cb82d2,Noise Request,Noise complaint,Closed,09/12/2016 11:49:00 AM,14/12/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.38872417398585, -2.3583356082288653)",51.38872417398585,-2.358335608228865,35,20,1,7,1
6c66a6da939e0ce7d02b19eb821bb531,Noise Request,Noise complaint,Closed,06/07/2015 09:50:00 AM,07/07/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.372396088181084, -2.3759140771169958)",51.372396088181084,-2.375914077116996,31,64,353,14,1
6c7a976c4877d4a2cf03080dd44c7de5,Noise Request,,Closed,05/03/2018 01:45:00 PM,28/03/2018 12:00:00 AM,Telephone,In office,"(51.408752774793484, -2.4994467271545777)",51.408752774793484,-2.499446727154578,37,52,179,2,1
6d587d879d360da665122e571b3d809e,Noise Request,,Closed,05/05/2016 11:05:00 AM,30/06/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.37869821440043, -2.4047491966721655)",51.37869821440043,-2.404749196672166,28,91,465,11,1
6d58a9d7143ba2b505c7ddc0e85c0c7d,General Request,Accumulations (including refuse & litter,Closed,05/07/2018 10:37:00 AM,02/01/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.36981160950598, -2.3920301426618464)",51.36981160950598,-2.392030142661846,27,83,440,15,1
6d85cf43a524feacf3f851a077833b3f,Noise Request,Noise complaint,Closed,24/11/2017 02:17:00 PM,18/12/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.401816804139834, -2.5085960938493606)",51.401816804139834,-2.508596093849361,37,51,177,2,1
6d92d566d8110987462c00acefe2ac6b,Noise Request,Noise complaint,Closed,13/01/2017 03:40:00 PM,19/01/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.34723605619287, -2.3477467105401035)",51.34723605619287,-2.347746710540104,10,113,58,10,1
6dde777dc781038be1383ce2249fe43f,Noise Request,Noise complaint,Closed,08/12/2017 11:54:00 AM,08/12/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.38961594292811, -2.3890426369489215)",51.38961594292811,-2.389042636948922,29,16,316,8,1
6e28512ca331e9df7d5916738c82d95e,General Request,Accumulations (including refuse & litter,Closed,24/04/2017 02:15:00 PM,10/05/2017 12:00:00 AM,Council Connect,Council Connect,"(51.37736401664386, -2.3714237824711755)",51.37736401664386,-2.371423782471176,33,112,563,12,1
cac667e6646092ce6e59e3834bc2f9a6,General Request,Bonfires,Closed,07/01/2016 09:24:00 AM,19/01/2016 12:00:00 AM,Online submission,Normal Office Hours,"(51.373632714838195, -2.400427137118544)",51.373632714838195,-2.400427137118544,27,86,452,15,1
cacab6c1f83a7bcd7f670102db7408c7,Noise Request,Noise complaint,Closed,03/05/2017 02:03:00 PM,04/05/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.38313536429413, -2.3594200415617363)",51.383135364294127,-2.359420041561736,35,20,11,7,1
cacede847b70d33cc191daf54c436a98,Noise Request,Noise complaint,Closed,05/04/2019 09:29:00 AM,18/04/2019 12:00:00 AM,Emergency/Out of Hours,In office,"(51.395023702509896, -2.34594447148432)",51.395023702509896,-2.34594447148432,23,58,230,4,1
6e42cd362057be9c2776567654e8d4a5,Noise Request,Noise complaint,Closed,07/12/2018 09:26:00 AM,14/01/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.383572648280776, -2.3767717884017134)",51.383572648280776,-2.376771788401713,32,103,538,13,1
6f603885085cedb12be9f843af89a7e1,Noise Request,Noise complaint,Closed,27/04/2018 10:42:00 AM,15/05/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.384909262927025, -2.3620086598987347)",51.384909262927025,-2.362008659898735,35,22,4,7,1
6f7d1dd1293d1981b58e60f40a4f2ce6,Noise Request,Noise complaint,Closed,25/08/2015 10:44:00 AM,02/11/2015 12:00:00 AM,Face To Face,Normal Office Hours,"(51.405981880790016, -2.4871300596114523)",51.405981880790016,-2.487130059611452,16,47,148,3,1
cc1f5e5800afa8b72392919e99ec845d,Noise Request,,Closed,17/05/2018 06:54:00 PM,08/06/2018 12:00:00 AM,Telephone,In office,"(51.41004093040724, -2.5134268964054503)",51.410040930407241,-2.51342689640545,24,48,168,1,1
7003280c95e9c0d19714c42e5bcaa3b0,Noise Request,Noise complaint,Closed,23/05/2016 11:23:00 AM,26/05/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.295706322326055, -2.5218889732817282)",51.295706322326055,-2.521888973281728,3,43,132,23,1
705110ec0a91dc8ae15bbfbb5543e424,Noise Request,Noise complaint,Closed,11/07/2015 11:53:00 PM,14/07/2015 12:00:00 AM,Telephone,Out of hours service,"(51.29755496523444, -2.4428767258217414)",51.29755496523444,-2.442876725821741,12,76,406,24,1
708f1ed7ba22f4eb8c0516878ebfcdd1,Noise Request,Noise complaint,Closed,21/04/2016 02:30:00 PM,18/07/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.364001269941475, -2.3606207355448787)",51.364001269941475,-2.360620735544879,19,39,111,18,1
71305d88be5f3956642c16451dd59eb0,Noise Request,Noise complaint,Closed,15/12/2016 11:01:00 PM,03/04/2017 12:00:00 AM,Telephone,Out of hours service,"(51.384829228399276, -2.3567392386363277)",51.384829228399276,-2.356739238636328,35,21,5,7,1
713af735b984208d7a8a8de27488f208,Noise Request,Noise complaint,Closed,27/06/2018 11:11:00 AM,26/07/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.383942609176934, -2.385226190998543)",51.383942609176934,-2.385226190998543,34,54,207,9,1
718aec470a9a8ead11d26007a2ee6f1c,Noise Request,Noise complaint,Closed,12/03/2018 08:08:00 AM,28/03/2018 12:00:00 AM,Noise Mobile App,In office,"(51.378078858092685, -2.3754148828293533)",51.378078858092685,-2.375414882829353,33,112,565,12,1
71c78e39fb01d95dcf5a02f0e69f1db6,General Request,Odour/Fumes,Closed,01/12/2017 08:05:00 AM,04/12/2017 12:00:00 AM,Telephone,In office,"(51.327145423625446, -2.5686686471117337)",51.327145423625446,-2.568668647111734,2,7,269,20,1
71cd330cabbdab8c9e115f33b1ec633c,Noise Request,Noise complaint,Closed,28/06/2016 07:52:00 AM,22/07/2016 12:00:00 AM,Electronic Mail,In office,"(51.300011542888356, -2.492178817481904)",51.300011542888356,-2.492178817481904,13,67,372,23,1
7220512d766a0e9718e53b510c13036b,General Request,Rat Complaint,Closed,06/12/2016 11:27:00 AM,06/12/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.280602104290395, -2.4828729990240284)",51.280602104290395,-2.482872999024028,25,12,300,27,1
722aa657b68da16e69d6caf47762159a,General Request,Bonfires,Closed,11/08/2015 04:27:00 PM,07/10/2015 12:00:00 AM,Face To Face,In office,"(51.348723340770235, -2.3506395636667783)",51.348723340770235,-2.350639563666778,10,113,58,10,1
72e1343d8c709d622bde9c1d487dea74,Noise Request,Noise complaint,Closed,25/02/2016 04:54:00 PM,21/03/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.409513119695525, -2.5070559729090673)",51.409513119695525,-2.507055972909067,24,50,169,1,1
72e4de777bde968b25eea9aaac8c009d,Noise Request,Noise complaint,Closed,14/06/2016 08:04:00 AM,24/10/2016 12:00:00 AM,Electronic Mail,In office,"(51.36986070608679, -2.3954440822767786)",51.36986070608679,-2.395444082276779,27,83,436,15,1
733ebbbb7e537da7de2f38b3432dfc64,General Request,Nuisance (excluding noise & pollution),Closed,02/08/2016 08:58:00 AM,04/08/2016 12:00:00 AM,Electronic Mail,In office,"(51.384604967581254, -2.3538520360962423)",51.384604967581254,-2.353852036096242,35,21,2,7,1
cfbd92e4414310430f337f8355568aa4,Noise Request,Noise complaint,Closed,08/08/2018 02:37:00 PM,20/08/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.389145608736, -2.3760908850252127)",51.389145608736001,-2.376090885025213,21,1,238,7,1
7367e9f511bbc5f44ab86632966bef11,Noise Request,Noise complaint,Closed,12/05/2016 10:32:00 AM,22/07/2016 12:00:00 AM,Neighbour,In office,"(51.29037513397359, -2.4370169106125044)",51.29037513397359,-2.437016910612504,12,78,418,24,1
737e600211fe110b064d1febdbcdf4e7,Noise Request,,Closed,20/07/2016 08:15:00 AM,30/08/2016 12:00:00 AM,Electronic Mail,In office,"(51.399335668197196, -2.3899759078569374)",51.399335668197196,-2.389975907856937,20,106,553,5,1
73a2ea909535c11a35d0e8eee7b1ee7c,Noise Request,Noise complaint,Closed,07/10/2015 10:25:00 AM,16/11/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.377218499666355, -2.3909688875499024)",51.377218499666355,-2.390968887549902,28,89,464,11,1
73c91b1b0e31db9d943862956ee28d8c,General Request,Accumulations (including refuse & litter,Closed,15/10/2018 09:01:00 AM,05/11/2018 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.37869821440043, -2.4047491966721655)",51.37869821440043,-2.404749196672166,28,91,465,11,1
7414210391d48c903134ac21edbd2ad3,Noise Request,Noise complaint,Closed,17/11/2016 10:14:00 AM,13/12/2016 12:00:00 AM,Telephone,In office,"(51.303454960643776, -2.4579528785327325)",51.303454960643776,-2.457952878532732,12,76,405,24,1
743aeb6bd06ea256847e8a7ebc4b8ab4,Noise Request,,Closed,15/06/2017 08:03:00 AM,11/07/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.396627645568365, -2.3956035066400134)",51.396627645568365,-2.395603506640013,20,108,545,5,1
7476fcb89f67f2e1d7cb24d6938ffe3d,Noise Request,Noise complaint,Closed,07/08/2017 09:08:00 AM,23/10/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.384604967581254, -2.3538520360962423)",51.384604967581254,-2.353852036096242,35,21,2,7,1
747d70ffb51829c45c77df1ccb254c70,General Request,Accumulations (including refuse & litter,Closed,15/06/2018 12:17:00 PM,12/07/2018 12:00:00 AM,Telephone,In office,"(51.372496890935196, -2.3800021658738357)",51.372496890935196,-2.380002165873836,31,64,350,14,1
74995b6514c9076ce534b88927738776,Noise Request,Noise complaint,Closed,10/04/2019 11:32:00 AM,16/05/2019 12:00:00 AM,Telephone,,"(51.383194897829576, -2.355861107737041)",51.383194897829576,-2.355861107737041,35,21,9,7,1
74a0938de7d135f54e5125ef404fbb3a,Noise Request,,Closed,09/09/2016 12:47:00 PM,03/10/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.3321826631148, -2.5386893599356246)",51.3321826631148,-2.538689359935625,5,35,98,20,1
d124a226963dabf285766a48835cd5b8,Noise Request,Noise complaint,Closed,05/07/2016 11:29:00 AM,14/07/2016 12:00:00 AM,Telephone,,"(51.28419062466018, -2.4491416480279065)",51.284190624660177,-2.449141648027906,12,79,419,24,1
74cf7b067af4d46f6330a55c87d0b9a6,General Request,Bonfires,Closed,29/12/2017 01:38:00 PM,29/01/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.41491400025447, -2.5116594263480176)",51.41491400025447,-2.511659426348018,24,48,161,1,1
751e48a9b47521b014c353930ac82490,Noise Request,,Closed,25/04/2019 11:46:00 AM,03/06/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.415238894870456, -2.5074048126813064)",51.415238894870456,-2.507404812681306,24,50,160,1,1
755d46add2f83966d88b068ecb3e799e,Noise Request,Noise complaint,Closed,06/03/2015 10:54:00 PM,09/03/2015 12:00:00 AM,Telephone,Out of hours service,"(51.370235779132834, -2.3827343200322773)",51.370235779132834,-2.382734320032277,31,66,359,14,1
75628fd0e0ce6d09f1b0d7ccbb157361,Noise Request,Noise complaint,Closed,28/05/2015 01:55:00 AM,29/05/2015 12:00:00 AM,Telephone,Out of hours service,"(51.376737344942626, -2.356950027726163)",51.376737344942626,-2.356950027726163,33,109,567,12,1
7569cc525bc90153891c7b93dddc1d3c,Noise Request,Noise complaint,Closed,19/11/2018 12:37:00 PM,21/11/2018 12:00:00 AM,Electronic Mail,,"(51.382592082748964, -2.361963502386462)",51.382592082748964,-2.361963502386462,35,20,11,7,1
75723756d78d5404ea63ecc5191da4c6,General Request,Accumulations (including refuse & litter,Closed,22/01/2019 11:47:00 AM,06/02/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.353966998187566, -2.3764434927634492)",51.353966998187566,-2.376443492763449,30,61,337,19,1
75928acabf5ee73825497de77c853c77,Noise Request,,Closed,22/03/2016 07:37:00 PM,10/05/2016 12:00:00 AM,Electronic Mail,Out of hours service,"(51.296415988423206, -2.4515133945839085)",51.296415988423206,-2.451513394583908,12,76,421,24,1
75efc8ace93a919998ca43dc39b69157,Noise Request,Noise complaint,Closed,12/01/2015 10:16:00 AM,30/01/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.383572648280776, -2.3767717884017134)",51.383572648280776,-2.376771788401713,32,103,538,13,1
75fa0279a6d53387e0456456207a7719,General Request,Rat Complaint,Closed,16/06/2015 02:43:00 PM,01/07/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.29274132488294, -2.4420988772521444)",51.29274132488294,-2.442098877252144,12,76,415,24,1
764d167c3d4463885300e779af9f72b5,Noise Request,Noise complaint,Closed,10/10/2018 01:18:00 PM,10/10/2018 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.280602104290395, -2.4828729990240284)",51.280602104290395,-2.482872999024028,25,12,300,27,1
7665fe3b98222326942fbe7ca29a7f77,Noise Request,Noise complaint,Closed,21/11/2018 12:46:00 PM,18/12/2018 12:00:00 AM,Electronic Mail,,"(51.418363578538006, -2.3067120068484672)",51.418363578538006,-2.306712006848467,1,25,34,10,1
76999e658122ab869890ec08177e709c,General Request,Accumulations (including refuse & litter,Closed,28/09/2015 02:35:00 PM,28/10/2015 12:00:00 AM,Telephone,In office,"(51.390365840262824, -2.368359592520811)",51.390365840262824,-2.368359592520811,21,2,242,7,1
76eaf30b93add657174e965ffbb87a3b,Noise Request,Noise complaint,Closed,03/01/2019 08:37:00 AM,29/05/2019 12:00:00 AM,Emergency/Out of Hours,Normal Office Hours,"(51.37117589206764, -2.3798562920471102)",51.37117589206764,-2.37985629204711,31,65,355,14,1
76fcade4991efa3a37cbfc700dc9c65b,Noise Request,Noise complaint,Closed,25/09/2015 04:13:00 PM,29/10/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.392540813157474, -2.3573653232631235)",51.392540813157474,-2.357365323263124,36,94,488,6,1
77277b9cdf3cd8e2e4f42b3cc9c7f282,Noise Request,Noise complaint,Closed,29/03/2016 04:28:00 PM,20/04/2016 12:00:00 AM,Telephone,,"(51.399928745928705, -2.3921129237375554)",51.399928745928705,-2.392112923737555,20,106,553,5,1
7749cbff6e991e3ba76063141e3d7075,Noise Request,Noise complaint,Closed,08/09/2015 12:33:00 AM,08/09/2015 04:24:00 PM,Telephone,In office,"(51.363097497712424, -2.3614493188504038)",51.363097497712424,-2.361449318850404,19,39,111,18,1
77539cad56b7fa555341be7d05b31018,General Request,Bonfires,Closed,07/12/2017 03:50:00 PM,08/01/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.399335668197196, -2.3899759078569374)",51.399335668197196,-2.389975907856937,20,106,553,5,1
77a3f59607151e142df517ba4fc75f1d,General Request,Accumulations (including refuse & litter,Closed,20/07/2016 04:27:00 PM,07/09/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.305943047239005, -2.4613103761486927)",51.305943047239005,-2.461310376148693,13,69,581,23,1
77bbe90e98180a7f9a2b88a1a0b45b36,Noise Request,Noise complaint,Closed,14/11/2016 10:46:00 AM,06/12/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.383595693814236, -2.3622537081089137)",51.383595693814236,-2.362253708108914,35,20,11,7,1
7846be8122ac4635f12d8d56db3e8028,Noise Request,Noise complaint,Closed,12/02/2018 01:00:00 PM,12/02/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.386416096037046, -2.3612505546458133)",51.386416096037046,-2.361250554645813,35,22,22,7,1
784e7cbc6ce8cf1250f885cb62e0d17a,Noise Request,Noise complaint,Closed,24/01/2019 02:53:00 PM,13/02/2019 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.384909262927025, -2.3620086598987347)",51.384909262927025,-2.362008659898735,35,22,4,7,1
7852ad3c09e599dc812fa20da071acd4,Noise Request,Noise complaint,Closed,17/02/2016 07:41:00 AM,19/02/2016 12:00:00 AM,Electronic Mail,Out of hours service,"(51.377944993985764, -2.3583176811741344)",51.377944993985764,-2.358317681174134,35,21,13,7,1
789bf70a5a294fcb51032ae23e69b7c9,General Request,Bonfires,Closed,02/07/2018 08:12:00 AM,30/07/2018 12:00:00 AM,Emergency/Out of Hours,Out of hours service,"(51.300011542888356, -2.492178817481904)",51.300011542888356,-2.492178817481904,13,67,372,23,1
78b8113b08a216557a22f5aefc248921,Noise Request,Noise complaint,Closed,22/09/2015 08:54:00 AM,26/10/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.386674230869154, -2.3658521832399284)",51.386674230869154,-2.365852183239928,35,22,23,7,1
792698716d92667ec7c4db9f4fb4e98b,General Request,,Closed,23/11/2015 08:49:00 AM,26/04/2016 12:00:00 AM,Electronic Mail,In office,"(51.36767849810019, -2.6067573971987934)",51.36767849810019,-2.606757397198793,6,31,81,21,1
7958b87670c21edd468c95255ea5a728,Noise Request,Noise complaint,Closed,01/04/2015 07:21:00 PM,02/04/2015 12:00:00 AM,Emergency/Out of Hours,,"(51.413696406465995, -2.4997275118947595)",51.413696406465995,-2.49972751189476,24,49,158,1,1
7965c62482660c80015053c3d33f241f,General Request,Accumulations (including refuse & litter,Closed,05/06/2018 02:44:00 PM,07/06/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.412049620927874, -2.494003760075056)",51.412049620927874,-2.494003760075056,16,45,156,3,1
79a0a97a821f1f717be7c993581a028d,General Request,Bonfires,Closed,05/10/2018 02:11:00 PM,29/10/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.411150153105666, -2.3169863789936853)",51.411150153105666,-2.316986378993685,1,23,37,10,1
dc28dc7173338763adc920860353f0c1,Noise Request,Noise complaint,Closed,08/08/2019 01:06:00 PM,05/09/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.394036549497066, -2.3727768263762345)",51.394036549497066,-2.372776826376234,21,1,235,7,1
7a0cc9fff8de50951ba3d487011556dc,Noise Request,Noise complaint,Closed,17/11/2015 10:20:00 AM,30/11/2015 12:00:00 AM,Electronic Mail,In office,"(51.379673862635386, -2.360924016578188)",51.379673862635386,-2.360924016578188,35,20,12,7,1
7a1bd0c72a7460c801513415dec9192f,Noise Request,Noise complaint,Closed,27/07/2015 04:21:00 PM,28/09/2015 12:00:00 AM,Neighbour,In office,"(51.37117589206764, -2.3798562920471102)",51.37117589206764,-2.37985629204711,31,65,355,14,1
7a2635aa65e4917f9f2b5dd56572e01f,Noise Request,Noise complaint,Closed,02/05/2019 04:04:00 PM,03/06/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.384519182249655, -2.3764397894891816)",51.384519182249655,-2.376439789489182,34,115,205,9,1
7b47349220bc247052c709197c9b3520,Noise Request,,Closed,06/04/2016 10:18:00 PM,10/05/2016 12:00:00 AM,Telephone,Out of hours service,"(51.409513119695525, -2.5070559729090673)",51.409513119695525,-2.507055972909067,24,50,169,1,1
7bad33ff45a26acc65bfb3af97c96c94,Noise Request,Noise complaint,Closed,16/06/2017 12:23:00 PM,16/06/2017 12:00:00 AM,Telephone,In office,"(51.384909262927025, -2.3620086598987347)",51.384909262927025,-2.362008659898735,35,22,4,7,1
7b1aacd074abe3060f90551670d9bd3e,Noise Request,,Closed,16/06/2017 08:48:00 AM,14/07/2017 12:00:00 AM,Telephone,In office,"(51.38558033131846, -2.390684637194841)",51.385580331318458,-2.390684637194841,29,15,325,8,1
7bfd4086d0d906436ed3a1c83c9a29cc,Noise Request,,Closed,24/12/2018 10:04:00 AM,24/12/2018 12:00:00 AM,Emergency/Out of Hours,,"(51.41666328188785, -2.5063868946967505)",51.41666328188785,-2.50638689469675,24,49,171,1,1
d6b2e214ea2901a402847320431b4fad,General Request,Bonfires,Closed,27/04/2017 01:40:00 PM,27/04/2017 12:00:00 AM,Telephone,In office,"(51.3595653081716, -2.38108096008999)",51.359565308171597,-2.38108096008999,30,60,331,19,1
d6c45f6e231b89e4d7cd58bb17092740,Noise Request,Noise complaint,Closed,20/02/2019 03:03:00 PM,20/02/2019 12:00:00 AM,Telephone,In office,"(51.39117141502231, -2.3961428264558027)",51.391171415022313,-2.396142826455803,29,18,314,8,1
7c29f5f9cf5a2c0741f52680963ff5dd,Noise Request,Noise complaint,Closed,20/01/2015 04:30:00 AM,16/02/2015 12:00:00 AM,Telephone,Out of hours service,"(51.391624501779376, -2.3556804840894836)",51.391624501779376,-2.355680484089484,36,94,495,6,1
d7039a960c407170f14f73aeb15382d6,Noise Request,Noise complaint,Closed,03/10/2015 04:39:00 PM,27/10/2015 12:00:00 AM,Emergency/Out of Hours,In office,"(51.30794063373054, -2.6308334900706725)",51.307940633730539,-2.630833490070672,2,6,274,21,1
7c39797b3c558589868134c53c1793a1,General Request,Rat Complaint,Closed,01/02/2016 10:55:00 AM,15/02/2016 12:00:00 AM,Electronic Mail,In office,"(51.318215958006036, -2.4185974341047296)",51.318215958006036,-2.41859743410473,15,70,394,22,1
d7413aba7642d298f6fc07d44b018d76,General Request,Bonfires,Closed,19/06/2018 12:02:00 PM,18/07/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.3139717301325, -2.423410428507658)",51.313971730132501,-2.423410428507658,15,71,382,22,1
7c3a04c8f39cd75b355c61f20262a528,General Request,Accumulations (including refuse & litter,Closed,22/03/2016 02:49:00 PM,29/04/2016 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.384519182249655, -2.3764397894891816)",51.384519182249655,-2.376439789489182,34,115,205,9,1
7ce97532caf97d4b9b91574deea846e9,Noise Request,Noise complaint,Closed,08/02/2016 08:54:00 PM,23/03/2016 12:00:00 AM,Electronic Mail,Out of hours service,"(51.327395296833394, -2.4773141791975117)",51.327395296833394,-2.477314179197512,14,87,458,16,1
d852e4f1cbfbfccc09108b2fcbc594df,Noise Request,Noise complaint,Closed,26/09/2018 01:58:00 PM,26/09/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.39117141502231, -2.3961428264558027)",51.391171415022313,-2.396142826455803,29,18,314,8,1
7d9e343264512834c0015b54c7c5e60f,General Request,Accumulations (including refuse & litter,Closed,03/03/2015 10:33:00 PM,09/04/2015 12:00:00 AM,Electronic Mail,Out of hours service,"(51.296415988423206, -2.4515133945839085)",51.296415988423206,-2.451513394583908,12,76,421,24,1
