Reference,Title,Description,Date,UnveilingYear,UnveilingDetails,Statement,Material,Inscription,History,Notes,WebsiteUrl,Height,Width,Depth,Diameter,SurfaceCondition,StructuralCondition,Address,Location,Lat,Lng,Categories,Artist1_Name,Artist1_Biography,Artist1_WebsiteUrl,Artist1_StartYear,Artist1_EndYear,Artist1_Notes,Artist2_Name,Artist2_Biography,Artist2_WebsiteUrl,Artist2_StartYear,Artist2_EndYear,Artist2_Notes,Artist3_Name,Artist3_Biography,Artist3_WebsiteUrl,Artist3_StartYear,Artist3_EndYear,Artist3_Notes,Artist4_Name,Artist4_Biography,Artist4_WebsiteUrl,Artist4_StartYear,Artist4_EndYear,Artist4_Notes,Artist5_Name,Artist5_Biography,Artist5_WebsiteUrl,Artist5_StartYear,Artist5_EndYear,Artist5_Notes,Artist6_Name,Artist6_Biography,Artist6_WebsiteUrl,Artist6_StartYear,Artist6_EndYear,Artist6_Notes,ImageFileNames,ImageCaptions,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
K152,Queens Road Cru Graffiti,"Across two arches at the bottom of the bypass bridge.<br>First arch (facing the city centre)<br>Left edge of the bridge: the inscription ‘Queens Road Cru’ is sprayed. <br>Main arch: from the left, there are trees and flames licking the top of the graffiti. Below, against an earthy pink background, there is a trailer with colourful mushrooms on the roof including one with menacing eyes and mouth. Towards the right there is a small green creature with shattered glass wings and more mushrooms, a fly and another alien creature with multiple tentacles ending with eyes. <br>Right edge of the bridge: artists’ tags (i.e names)<br>Second arch (towards the river)<br>Left edge of the bridge: a face shouting a thank you message (see inscription field below). <br>Main arch: the flame and pink background continues with more mushrooms and alien creatures including a little green man with a beard, alien vehicles, a bag with smiling yellow stars, a red river and a penguin.<br>Right edge of the bridge: artists’ tags.",2001,2001,,The graffiti were created by young people from Queens Road Cru to develop their sense of ownership of the local area.,Spray paint on concrete,"Thanks Envolve, Greater Bristol Foundation, Ernest Grand? Construction, Somer Housing Trust",The project was funded and led by the former environmental organisation Envolve with funding from B&NES Council. The spraying sessions were part of a summer community project. Initially the young people had planned to spray the graffiti on Queens Road where they are from but local residents objected. The location was changed to its present location in Memorial Park.,,,400,1200,,,"Poor, the graffiti has been vandalised with tags added over the original artwork but the original paint is in good condition.",,"Keynsham Memorial Park, bridge under Keynsham bypass,  Bath Hill, BS31 1HH","(51.413, -2.49457)",51.413,-2.49457,,Queens Road Cru,,,,,with an unknown graffiti artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K152-a.jpg|K152-b.jpg|K152-c.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,16,156,3,1,45
BA176,Lansdown Battlefield Way Markers,"Three three-foot high sculptural panels made from Bath stone<br>World Turned Upside Down: a rectangular shaped standing stone with a rounded top. At the top of the panel there is a horse on his back legs holding a thin flag on a stick between his front hooves. Below the horse is the figure of a big man whose arms and legs have been swapped: i.e he has legs for arms and arms for legs. The figure’s face looks disfigured as if the nose had melted. Below the figure’s head there is a pair of legs open in a V shape fitted with boots.  Below there is a pair of arms dropping from the shoulders, with muffled hands, spread to the side at a 30 degree angle. The figure’s body rests on a pair of spread out arms instead of legs. There is a frieze at the bottom with the inscription: ‘World Turned Upside Down From 17th C Image Lansdown. 1643.’<br>Devastation: a rectangular shaped standing stone with a rounded top. Against a smooth background two villages in flame are carved at the top. The carving in the middle depicts dismembered bodies and horses in a heap, their bodies curling like flames so that the sculpture also brings to mind a bonfire. The lower carving of the sculpture suggests an animal, possibly a bird, holding the falling horses and the dead bodies. Below is a simple frieze and further down the inscription: ‘Devastation From 17th C Image Lansdown. 1643’ is carved.The sculpture appears to be an interpretation of an observer of the battle who said: ‘Legs and arms were flying all over the place.’<br>Looting Soldier: a rectangular shaped standing stone with a rounded top and a smooth surface in the middle. The carving is of a soldier wearing a hat with strings from which hangs a big fish. He holds a fork in his right hand and a pitchfork in the other. His pockets, attached to his belt, are filled with goods. He holds a shield in his left hand. Underneath there is a frieze and the inscription: ‘Looting Soldier From 17th C Image Lansdown. 1643’",2003,2003,,"The commission consisted of three three-foot high sculptural panels made from local stone that dealt with issues surrounding the Battle of Lansdown in 1643. The piece highlights the human angle for the ‘common man’ in the war scenario; this is achieved through sculpturally interpreting 17th century contemporary illustrations that addressed the social context of the time, with short letter-cut captions underneath. The traditional letter-cutting and sculptural relief technique were used for accessibility for the partially-sighted, and the piece was made at Spike Island in Bristol in 2003. <br>The pieces are adjacent to the blue and orange site markers erected by the Battlefield Trust.",Bath stone,World Turned Upside Down: World Turned Upside Down From 17th C Image Lansdown. 1643.<br>Devastation: Devastation From C17th image Lansdown.1643<br>Looting Soldier: Looting Soldier From C17th image Lansdown.1643,The piece was commissioned by Bath and North East Somerset Council to commemorate the 360 years of the Battle of Lansdown.  Funding from the Heritage Lottery Fund was secured. Barbara Ash was asked to produce the sculpted waymarkers. Interpretation boards were also commissioned to accompany the Battlefield Way Markers.,"See also Barbara Ash’s Eve at the Royal United Hospital, Bath",,134,44,,,"World Turned Upside Down: good, some lichen <br>Devastation: good, some lichen<br>Looting Soldier: good, some lichen",World Turned Upside Down: good <br>Devastation: very good<br>Looting Soldier: very good,"Bath, Lansdown Hill <br>World Turned Upside Down: far West extremity of the battlefield site, beyond the Avon Fire Services offices and beside the Hanging Hill trig beacon (ST 713 702). Next to interpretation board 1.<br>Devastation: entrance to the battlefield path, by the interpretation board No 2 and 3, next to Freezing Hill Lane (ST 721 702). Located West. <br>Looting Soldier: against the battlefield walls and next to a set of stone steps, adjacent to the Costwold Way path, next to interpretation board 4 (ST 724 704). Located East.",,,,Figurative|Sculpture,Barbara Ash,Since graduating from the Royal College of Art in 1995 Barbara has produced and exhibited work in England and abroad. She has been invited to participate in International Sculpture Symposiums around the world and was awarded the Henry Moore Fellowship from 1992- 1993. Throughout her career Barbara has undertaken both public & private commissions and her work appears in British and International collections.,http://www.barbaraash.org/,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA176-a.jpg|BA176-b.jpg|BA176-c.jpg|BA176-d.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,,,,,
BA64,Interactive dado rail,An orange colour rail emits animal sounds and a blue light changing in shape runs across the rail when touched with the hand.,2007,2007,"The school was officially opened by The High Sheriff of Somerset, David Medlock on Wednesday 17 October 2007.",As pupil run their hands over the sculpted surface it creates various sounds such as running ones hand along railings. At the same time it generates changing patterns of light within its surface. Extract from Jason Bruges’ website www.jasonbruges.com,"Rubber, in-built lighting and speakers",,"Three Ways was built in 2007 and replaced three smaller Bath special schools. The architects of the building are 3B Burgess. Ray Smith was consultant artist for the building and produced several pieces with the children and on his own inside and outside the building. Other artists were Edwina Bridgeman, Jason Bruges, Jon Cole, Tim Horrigan, Lelsey Kerman, Richard Long and Cleo Mussi. <br>The building received several awards such as the British Council for School Environment award under the category ‘Inspire Design-Special Needs’ in 2008 and the ‘Project of the Year’ and ‘Best Value’ Award at the South West Built Environment Award.","Access to the piece is by appointment, please contact the school to arrange a visit.",,520,10,,,Good,Good,"Three Ways School, 180 Frome Road, Bath, BA2 5RF
<br>6th Form area, next to the lift","(51.3556, -2.37011)",51.3556,-2.37011,Sculpture,Martyn Ware,"Illustrious and Martyn Ware - The Illustrious Company was formed in 2001 to create new forms of spatialised sound composition using their unique three-dimensional 3D AudioScape surround-sound system, in particular for collaborative works with digital and fine artists, museums, exhibitions, live events, dance, theatre, and education.",http://www.illustriouscompany.co.uk,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA64-a.jpg|BA64-b.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,18,262,17,1,4
BA111,Beehive Yard gates,A metal gate spanning across the whole of the Beehive Yard’s entrance with two smaller gates on either side. At the junction between the main and the side gates are two pillars supporting a long rectangular copper plaque with letter cut out spelling ‘Beehive Yard’. Where the main gates meet there is a flat circle of weathered copper with a bee etched in the centre.,2002,,,"The inspiration for Packer’s sculptural work comes mainly from natural physical phenomena, and devising processes that use these phenomena to produce designs. The general themes behind his work are therefore time, transience, illusion, and the underlying mathematical rules that drive nature. (Extract from John Packer’s website www.johnpacker.com)",Appears to be metal powder coated stainless steel,,"Beehive Yard gates are among the pieces emerging from a body of public art in Walcot Street as part of a programme of regeneration of the area funded by Bath and North East Somerset Council with the Arts Lottery. In earlier plans the gates were called ‘Archway Tramshed’ but later became Beehive Yard gates. The Archway design put the gates at the top end of the street entrance. The design was abandoned as it was deemed too substantial and creating another gated development in Walcot. The gates in place now are smaller and set back into the site with the Art Deco design scaled down. The project was a collaboration between the artists, the Beehive Yard developers, Future Heritage and the Walcot Street Design Group.",,,180,700,,,Good,Good,"Bath, Walcot Street, Beehive Yard entrance BA1 5BB","(51.3855, -2.35944)",51.3855,-2.35944,Street furniture,John Packer,"John Packer is a Bristol based artist/designer who has produced a broad range of public art and private commissions. His work is principally in metal, occasionally incorporating other media such as glass, stone and wood. Projects range from ''functional'' items such as railings and footbridges to kinetic and static sculptures. His pieces are usually site-specific.",http://www.johnpacker.com,,,,Kevin Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA111-a.jpg|BA111-b.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,35,11,7,1,20
BA59,Creation Stories and Feeding 5000,"Creation Stories: seven carved circles of Bath stone with a textured finish support various natural and human elements: light, water, plants and land, time, birds and fishes, animals and people.<br>Feeding 5000: a crowd of people can be seen in the background on the upper part of the carving. A group of people, children and animals, including a policeman and his dog, are looking up towards a figure representing Jesus placed at the centre of the carving handing out a loaf of bread from a basket. The carving is framed by a frieze decorated with fishes. A band at the bottom bears the inscription: ‘Nothing is impossible. Let your compassion guide you and your Lord help you. Tindall 2004",2002,2002,"Both pieces were dedicated by Reverend Peter B Price, Bishop of Bath and Wells in June 2006.","Creation Stories: ‘Our intention was to start a dialogue about the nature of creation and instil respect and a sense of responsibility for the natural world. <br>Circle 1 depicts the creation of light. <br>Circle 2 the parting of the waters. <br>Circle 3 land and plants. <br>Circle 4 the planets in time and motion. <br>Circle 5 fish and birds. <br>Circle 6 animals and people. <br>Circle 7 the party.’<br>Extract from Laurence Tindall’s website www.laurencetindall.co.uk/creation.html<br>Feeding 5000: a contemporary take on the biblical story of the feeding of the 5,000.","Creation Stories: Bath stone, wax, metal with a variety of finishes such as patination, enamelling and plating. <br>Feeding 5000: Bath stone",Creation Stories: none<br>Feeding 5000: Tindall 2004,Laurence Tindall was artist in residence at St Philips school from 2000 to 2004. He carved the Fish and Loaves story and helped the children make Creation Stories and other projects such as a construction and photography day. A film and a booklet were also produced as part of the project. The booklet is a contemporary version of the Fishes and Loaves story expressed in writing and drawings by Laurence Tindall. It was sold to raise funds for the production of Feeding 5000<br>Creation Stories: pupils at St. Philips Primary School were given an opportunity to model a part of this sculpture in wax.<br>Feeding 5000:the carving was done over a period of four years (2000-2004) as funds allowed. The stone was carved in situ allowing the children to observe the progress. Fifty percent of the funding was raised from a variety of private and business sponsors and the rest by the parents and children.,"Access to the piece is by appointment, please contact the school to arrange a visit.<br>See also Laurence Tindall’s: Resurrection of Christ, Bath Abbey<br>Fish and Loaves at St Philips and St James Church, Odd Down, Bath<br>Communication at the RNID Poolemead centre in Bath<br>Pump Room Fountain, Bath<br>What is Heaven Like, St Marks School, Bath<br>Story Mountain at St Julian Primary in Wellow<br>The Temptation of Eve, Combe Grove Country Club, Bath",,180,147,5,420,Creation Stories: very good<br>Feeding 5000: very good,Creation Stories: very good<br>Feeding 5000: very good,"St Philip''s C of E Primary, Bloomfield Rise, Odd Down, Bath, BA2 2BN
<br>Creation Stories: hall façade
<br>Feeding 5000: main entrance reception","(51.3614, -2.38122)",51.3614,-2.38122,Abstract|Decorative|Figurative|Sculpture,Laurence Tindall,"Laurence Tindall specialises in Christian art and architecture. He trained as a sculptor at Kingston School of Art between 1969 and 1974. After graduating he worked as a stonemason and trained as a conservator at Wells Cathedral where he worked until 1984. Tindall became a lecturer in Sculpture at Bath Academy of Art from 1980 to 1990. In 1984 he joined the Partner Nimbus Conservation Project, a group of conservators of historical buildings and monuments.",http://www.laurencetindall.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA59-a.jpg|BA59-b.jpg|BA59-c.jpg|BA59-d.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,30,342,19,1,19
P132,Pigeons,"Two large pieces, a mural and a mosaic in the village centre depict miners releasing pigeons. The mural is made of paint and has mosaic pigeons. There are two poems by Mike Burrows on a basket near the mosaic miner on the façade of the West Country Vending Business. Across the village, including in local homes and businesses, over thirty other pigeon mosaics of various shapes, forms and sizes are on display.",2008,2008,Inauguration on Thursday 11 December 2008 outside the Co-operative shop on Bath Road. The event also marked a hundred years of Radstock Co-operative Society’s trading in Peasedown St John.,"The mural and mosaics form part of a multi-site visual narrative: two miners release pigeons that are displayed around the village. The idea of using miners and pigeons came out of community workshops - a participant suggested the figure of a miner putting down his helmet (symbolising the end of the industry) and looking up at the sky (symbolising hope for the future).  The released pigeons dotted around the village, create a sense of place and unity. Local residents were able to work on their own individual pigeons, while also contributing to the bigger project by displaying their pieces at their home and being part of a pigeon trail across the village.",Mosaic and paint,Labels next to the standing miner carry the two poems and Andrew Bolton and Mike Burrows’ signatures.,"Over a hundred residents of Peasedown St John contributed to the mosaic pigeon workshops as part of the NESA Creative Places project. Large and small mosaics were produced by local residents. The project was funded by Arts Council England South West, Bath & North East Somerset Council and Peasedown St John Parish Council.",,http:// www.peasedownpigeons.org.uk,235,115,,,Very good,Very good,"Peasedown St John, the Pigeon mural is on the wall next to the Co-operative shop on Bath Road. The Pigeon mosaic is at the corner of the West Country Vending business on Braysdown Lane, off Bath Road <br>In addition there are twenty pigeons mosaics scattered around the village, for instance at the Youth Centre and Peasedown Primary School both on Bath Road, but also on houses and businesses facades.","(51.3149, -2.42953)",51.3149,-2.42953,,Andrew Bolton,"Andrew Bolton is a community and public artist with more than twenty years experience and an MA in Theory and Practice of Public Art and Design. His work ranges from small collaborative pieces in schools and community centres to large public work. Bolton’s work is site-specific, referring to local history and culture as well as the ideas and aspirations of the participants. It might refer to ancient/historic styles of art, for example, Roman mosaics, medieval floors or to more contemporary local issues.",http://communitymurals.org.uk,,,lead artist,Mike Burrows,Mike Burrows is a local poet.,,,,poet,,,,,,,,,,,,,,,,,,,,,,,,,P132-a.jpg|P132-b.jpg|P132-c.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,15,378,22,1,73
K136,St Keyna and Ammonites,St Keyna plaques one and two: two plaques depicting full-length portraits of St Keyna with snakes at her feet. There are ammonites above their heads. <br>Ammonites: a medium size smooth rock with six ammonites of small to large sizes on top of the rock.,2007,2007,,The young people worked on the legend of St Keyna. Ammonites can be found in the Keynsham area and are said to be the work of St Keyna who transformed the snake-infested swamps into habitable land.,Stone,St Keyna plaques one and two: ‘Jeff Body 07-St Keyna’ and ‘Keynsham Time Out ‘<br>Ammonites: none,St Keyna plaques one and two and Ammonites were part of NESA Water Memories Making History project and involved young people from Keynsham Youth Centre Time Out. It was funded by the Young Roots programme of the Heritage Lottery Fund.,See also Jeff Body’s work with young people in Radstock (Green Woman) and solo work Lamb sculptures at the Royal United Hospital in Bath.,,97,100,75,,"St Keyna plaque one : poor, traces of dirt, pencil and moss. <br>St Keyna plaque two: poor, traces of dirt, moss and mould <br>Ammonites: good, some traces of moss",St Keyna plaque one : good<br>St Keyna plaque two: good<br>Ammonites: very good,"Keynsham Memorial Park, next to the playground, Bath Hill, Keynsham, BS31 1HH","(51.4132, -2.49448)",51.4132,-2.49448,,Jeff Body,"Jeff Body started his career in the printing industry and began looking for a new direction in life in his late thirties. He trained in stone carving with Laurence Tindall at Shute Farm Studio at Downhead and left the printing industry to become a sculptor in 1998. He has been involved in many public carving  sessions and has worked with youth clubs and schools - work which was supported by North East Somerset Arts (NESA). Jeff Body sculpts in stone, plaster and concrete, often using moulding and casting to create multiples and variations. He uses waste and industrial stone rather than art materials.",http://www.somerset-life.co.uk/out-about/art_for_the_people_robert_hesketh_talks_to_somerset_sculptor_jeff_body_1_1632499,,,with local young people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K136-a.jpg|K136-b.jpg|K136-c.jpg|K136-d.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,16,156,3,1,45
R133,Pit Head Wheel,"An old coal mining winch wheel sits on a column cut in half in the middle and decorated with fossils imprints on terracotta tiles. A grey band separates the tiles in ever decreasing gaps. Two parallel green coloured metal bars forming a gentle arc from the top of the wheel to the ground also support the wheel. The whole structure is raised on a five steps platform with pavement ornamentation echoing the terracotta tiles with fossils forming large patterns of flowers, cogs and wheels.",2005,2005,There was an unveiling ceremony involving representatives of Radstock Town Council.,"Pit Head Wheel is a monument to the now disused local Somerset coalfields. The fossil imprints on the tiles are based on the fossil collection of the nearby Radstock Museum and are a reminder of the local terrain’s geological past that led to the formation of coal (a decay of plant remains that solidifies). The ever decreasing size of the tile strips represents the unique nature of the local coal bands which were some of the narrowest in the country, creating harsh working conditions for miners who were toiling in extremely narrow spaces.","Metal, terracotta tiles, granite",,This is the surviving Writhlington pit winding wheel that originally stood on a metal plinth. Norton Radstock Town Council commissioned Sebastian Boyesen to create a piece using the wheel when the area in front of the Radstock Museum was redesigned to form the current Memorial Park.,,,1100,250,,,Column: good <br>Pavement: poor (dirt and mud),Column: very good <br>Pavement: very good,"Radstock Museum, opposite the museum, Waterloo Road, Radstock BA3 3EP","(51.2931, -2.44648)",51.2931,-2.44648,,Sebastian Boyesen,Sebastian is a sculptor who has produced several public sculptures in bronze around the UK.  He was Newport Town Sculptor between 1993 and 1994. He also produced tiles for a Bristol underbridge on the Bristol to Bath cycle path and a mosaic in the city centre of Wigan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R133-a.jpg|R133-b.jpg|R133-c.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,12,415,24,1,76
BA68,Cowls,Two black metal cowls. One is plain with Celtic crosses perforated in the metal on either side of the cowl. There is also a sword planted in between with chainmail at its base.<br>The second cowl is cut out to look like a medieval crown with eagle shapes cut out in the cowls and golden coins spilling out of its base.,1996,1996,,Cowls appear to be a reference to Medieval society and chivalry stories.,Black and gilded metal,,The metal vents are an architectural feature of the building.  The initial design was refused planning permission because the metal objects represented religious figures (bishops). It was later stylised to its present shapes.,,,100,25,,,Good,Good,"Widcombe Junior School, Rossiter Road, Bath, BA2 4JG
<br>Roof of the school","(51.378, -2.35182)",51.378,-2.35182,Decorative|Sculpture,Neal Tanner Partnership,Architects of St Andrew''s School,,,,(Architects),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA68-a.jpg|BA68-b.jpg|BA68-c.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,33,564,12,1,111
CW168,Stone Column,Seven boulders piled in a column framed by a rectangular metal arch. The boulders are used elsewhere on Colliers Way as mile markers and barriers.,2007,2007,A celebratory ride and opening of the last section of the Colliers Way was organised on 1st May 2007 with Dr Alex Moulton CBE founder of Moulton Bikes.,"Stone Column is formed by seven stacked boulders that reflect the geological strata of the area (chalk, forest marble, freestone, etc). The piece commemorates the pioneering work of William Smith, the ‘father of geology'' who once lived at the nearby Tucking Mill and who worked as a surveyor constructing the canal system in the area. Extract from the Sustrans website: www.sustrans.org.uk/default.asp?sID=1163593515984 <br>The rocks are a selection of those William Smith listed in his Order of Strata in 1799.  They are arranged in the same order, with the youngest on top and the oldest at the bottom, just as they are found in the local area. Extract from the information board on Colliers Way","Chalk, forest marble, great and inferior Oolite, blue and white Lias and Pennant, metal frame.",,"The project was funded by the Arts Council England, South West Regional Development Agency, Radstock Town Council, Somerset County Council, and Mendip District Council,The Gatliff Trust, and B&NES Council.",,http://www.sustrans.org.uk/default.asp?sID=1163590239953,350,,,,Good,Good,"Colliers Way cycle path, near Wellow","(51.323, -2.37487)",51.323,-2.37487,Abstract|Sculpture,Jerry Ortmans,"Jerry is a Bristol based artist. He trained at London College of Printing and started his career as a commercial printer. He later became a builder before turning to sculpture. An exhibition of his work at Spike Island Studios in Bristol in 2002 led to an Artist in Residence offer at Taurus in July 2003. He has exhibited at the Royal West of England Academy in Bristol, Winchester City Art Gallery and has installations at Ecole des Beaux Arts in Aix-en-Provence and in Zennor in Cornwall. Much of his sculpture is concerned with the idea of structure and the physical appearance of structure, commandeering different materials to work together. Jerry’s sculptures often appear precarious. He is keen to highlight and reflect on other social structures – especially the differences between the West and the Third World. All structures, whether in the form of religions, political groupings or more domestic arrangements, garner strength from the affiliation of their various parts. Any external influences might upset the equilibrium and are therefore viewed with suspicion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CW168-a.jpg|CW168-b.jpg|CW168-c.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,10,60,10,1,114
BA51,Decorated Metal Vents and Commemorative stone,Decorated Metal Vents: two dark blue metal vents on the school’s roof topped by three gilded daisies<br>Commemorative stone a large stonewall with carvings representing a stylised tree with text in the middle and roots with the name of previous schools carved in.,1991,1991,,The Commemorative stone was commissioned to mark the creation of St Andrews’ school and to acknowledge the various schools that joined together over the course of the 20th Century to form St Andrew’s today. This is expressed using the symbol of a tree that blossomed fed by various schools at its roots to create the large tree that is St Andrews’ School now.<br>No artistic statement is available for the Decorated Metal Vents,Decorated Metal Vents: metal and gilded metal<br>Commemorative stone: carved Bath stone,"Decorated Metal Vents: none<br>Commemorative stone : commemorative text giving information about the date of the building, its designers, builders and inaugurators with mention of previous schools",Both pieces are part of the school’s building and were produced by Neal Tanner Partnership.,"Access to the piece is by appointment, please contact the school to arrange a visit.",,270,210,,30,Both good,Both good,"St Andrews School, Decorated Metal Vents: roof of the school.  Commemorative stone :school reception area, Julian Road, Bath BA1 2SN","(51.3883, -2.36672)",51.3883,-2.36672,Decorative|Paving|Sculpture,Neal Tanner Partnership,Architects of St Andrew''s School,,,,(Architects of St Andrews’ School),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA51-a.jpg|BA51-b.jpg|BA51-c.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,34,199,9,1,115
BA60,Cleo Mussi wall niches,2 set pieces:  <br>Set 1:  a tea scene with two teapots on either sides and a small china cup at the centre. Two miniature figures dressed in 18th century costumes in the foreground behind the large teapot and a porcelain hand reached out to the viewer.  All these items are placed on a mosaic-covered platform.  The mosaic background depicts a wall and a tree.<br>Set 2: a porcelain cat is set against a mosaic landscape with flower and leaf and raised on a mosaic platform.,2007,2007,"The school was officially opened by The High Sheriff of Somerset, David Medlock on Wednesday 17 October 2007.","Cleo uses a broad selection of mass produced recycled tableware, coloured tiles and hand made tessellating tiles as well as plates, cups and tea-pots which are cut and pieced together. Recent work unites a motley collection of abstracted ideas and cropped images, a surreal, dreamlike assemblage. Imagery is gathered, cropped and placed to form ornamental collages and sculptural forms exploring relationships and life events such as birth, marriage, mother, father, etc. Extract from Cleo Mussi’s website: www.mussimosaics.co.uk<br>The niches are located at wheelchair height.",Mosaic and porcelain inserted in Perspex cases.,‘Tea for Two in China’ and ‘You are what you Eat’,"Three Ways was built in 2007 and replaced three smaller special schools in Bath. The architects of the building were 3B Burgess. Ray Smith was consultant artist for the building and produced several pieces with the children and on his own inside and outside the building. Other artists were Edwina Bridgeman, Jason Bruges, Jon Cole, Tim Horrigan, Lesley Kerman, Richard Long and Martyn Ware. <br>The building received several awards such as the British Council for School Environment award under the category ‘Inspire Design-Special Needs’ in 2008 and the ‘Project of the Year’ and ‘Best Value’ Award at the South West Built Environment Award.","Access to the piece is by appointment, please contact the school to arrange a visit.",,24,24,,,Very good,Very good,"Three Ways School, 180 Frome Road, Bath, BA2 5RF
<br>Wall niches in main corridor","(51.3556, -2.37011)",51.3556,-2.37011,Figurative|Sculpture,Cleo Mussi,Cleo is an established mosaic artist recognised in the applied  art world both nationally and internationally. She originally trained in Textiles at Goldsmiths before moving to mosaic work. In 2005 she collaborated with contemporary ceramicists to create ‘Unswept Floor 2005’ for the BBC in Leicester.,http://www.mussimosaics.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA60-a.jpg|BA60-b.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,18,262,17,1,4
