id,title,date,easting,northing,homepage,image,thumbnail,usage terms,location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
eaw049574,"The Chew Valley and the site of Chew Valley Lake prior to filling, Chew Magna, from the north-east, 1953",1953/05/26,359465,161948,http://www.britainfromabove.org.uk/image/eaw049574,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW049574.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW049574.jpg,http://www.britainfromabove.org.uk/download/EAW049574,"(51.35514078578342, -2.5834989984057524)",6,79,21,1,31
eaw000759,"The Abbey Church of St Peter and St Paul and the surrounding city, Bath, from the north-east, 1946",1946/05/09,375163,164769,http://www.britainfromabove.org.uk/image/eaw000759,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW000759.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW000759.jpg,http://www.britainfromabove.org.uk/download/EAW000759,"(51.3814120310127, -2.35826852497158)",35,12,7,1,20
eaw000758,"North Parade looking towards the railway station, Bath, 1946",1946/05/09,375330,164569,http://www.britainfromabove.org.uk/image/eaw000758,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW000758.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW000758.jpg,http://www.britainfromabove.org.uk/download/EAW000758,"(51.37962105975641, -2.355855010663066)",35,13,7,1,21
epr000064,"The Bath Corporation Sewage Works, Saltford, 1934. This image has been affected by flare.",1934/07/04,369106,168419,http://www.britainfromabove.org.uk/image/epr000064,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPR000064.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPR000064.jpg,http://www.britainfromabove.org.uk/download/EPR000064,"(51.41393174676069, -2.4456174482769035)",17,426,16,1,80
eaw002266,"Fry's (Cadbury's) Somerdale Factory, Somerdale, 1946",1946/08/18,365781,169421,http://www.britainfromabove.org.uk/image/eaw002266,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW002266.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW002266.jpg,http://www.britainfromabove.org.uk/download/EAW002266,"(51.42274933958879, -2.493523267442286)",24,161,1,1,48
eaw027297,"The site of Chew Valley Lake, Chew Stoke, from the north-west, 1949",1949/10/19,356301,161193,http://www.britainfromabove.org.uk/image/eaw027297,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW027297.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW027297.jpg,http://www.britainfromabove.org.uk/download/EAW027297,"(51.34811729689063, -2.6288405378067576)",6,84,21,1,31
eaw047204,"Purnell and Sons Ltd Printing Works and surrounding countryside, Paulton, from the south-east, 1952. This image was marked by Aerofilms Ltd for photo editing.",1952/10/09,364938,156807,http://www.britainfromabove.org.uk/image/eaw047204,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW047204.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW047204.jpg,http://www.britainfromabove.org.uk/download/EAW047204,"(51.30928154706597, -2.5043985408170295)",13,581,23,1,69
epw048403,"Bath and County Recreation Ground, the Cricket Ground and environs, Bath, 1935",1935/07/01,375414,164795,http://www.britainfromabove.org.uk/image/epw048403,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048403.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048403.jpg,http://www.britainfromabove.org.uk/download/EPW048403,"(51.38165678720285, -2.3546638100733714)",35,3,7,1,21
eaw026676,"Herons Green Farm and surrounding fields, Herons Green, 1949. This image has been produced from a print.",1949/10/01,355267,159409,http://www.britainfromabove.org.uk/image/eaw026676,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW026676.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW026676.jpg,http://www.britainfromabove.org.uk/download/EAW026676,"(51.33199649588717, -2.643461554214396)",6,84,21,1,31
eaw000749,"The area between York Street and Southgate (Churchill) Bridge, Bath, 1946",1946/05/09,375094,164485,http://www.britainfromabove.org.uk/image/eaw000749,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW000749.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW000749.jpg,http://www.britainfromabove.org.uk/download/EAW000749,"(51.37885542504772, -2.3592399542905884)",35,13,7,1,21
eaw002944,"The Newark Works, Lower Bristol Road and environs, Bath, from the south-east, 1946",1946/10/02,374728,164356,http://www.britainfromabove.org.uk/image/eaw002944,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW002944.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW002944.jpg,http://www.britainfromabove.org.uk/download/EAW002944,"(51.37767927904662, -2.3644893520932064)",33,561,12,1,109
epw041212,"F. Pratten & Co Horticultural Builders Works, Midsomer Norton, 1933",1933/05/01,366925,153510,http://www.britainfromabove.org.uk/image/epw041212,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW041212.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW041212.jpg,http://www.britainfromabove.org.uk/download/EPW041212,"(51.2797561406452, -2.4755867883384743)",26,520,26,1,100
eaw047209,"Parish's House, Timsbury, 1952. This image was marked by Aerofilms Ltd for photo editing.",1952/10/09,367309,158731,http://www.britainfromabove.org.uk/image/eaw047209,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW047209.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW047209.jpg,http://www.britainfromabove.org.uk/download/EAW047209,"(51.32672264334583, -2.4705615708719186)",14,459,16,1,87
eaw047202,"Purnell and Sons Ltd Printing Works and environs, Paulton, 1952. This image was marked by Aerofilms Ltd for photo editing.",1952/10/09,364903,156726,http://www.britainfromabove.org.uk/image/eaw047202,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW047202.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW047202.jpg,http://www.britainfromabove.org.uk/download/EAW047202,"(51.308551080987456, -2.504892647095772)",13,364,23,1,68
epw038357,"The Royal United Hospital, Newbridge, 1932",1932/06/01,372808,165750,http://www.britainfromabove.org.uk/image/epw038357,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW038357.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW038357.jpg,http://www.britainfromabove.org.uk/download/EPW038357,"(51.39012417656029, -2.3921819440832546)",29,319,8,1,16
eaw026453,"The Royal Crescent and environs, Bath, 1949",1949/09/08,374614,165422,http://www.britainfromabove.org.uk/image/eaw026453,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW026453.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW026453.jpg,http://www.britainfromabove.org.uk/download/EAW026453,"(51.38725903131933, -2.3662037790039028)",35,20,7,1,22
eaw000757,"The Abbey Church of St Peter and St Paul looking towards St James's Bridge, Bath, 1946",1946/05/09,375226,164646,http://www.britainfromabove.org.uk/image/eaw000757,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW000757.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW000757.jpg,http://www.britainfromabove.org.uk/download/EAW000757,"(51.380308850072595, -2.3573546835162102)",35,13,7,1,21
epw053136,"The city centre, Bath, 1937",1937/05/19,375172,165092,http://www.britainfromabove.org.uk/image/epw053136,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW053136.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW053136.jpg,http://www.britainfromabove.org.uk/download/EPW053136,"(51.38431666012582, -2.358161892149116)",35,6,7,1,20
eaw002934,"Industry at Bath Riverside including the Victoria Works, Avonbank Works and the Gas Works, Bath, 1946",1946/10/02,373930,164895,http://www.britainfromabove.org.uk/image/eaw002934,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW002934.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW002934.jpg,http://www.britainfromabove.org.uk/download/EAW002934,"(51.38248940656918, -2.3759942862487287)",32,538,13,1,103
eaw027298,"The site of Chew Valley Lake, Chew Stoke, from the north, 1949",1949/10/19,355079,160639,http://www.britainfromabove.org.uk/image/eaw027298,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW027298.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW027298.jpg,http://www.britainfromabove.org.uk/download/EAW027298,"(51.343040699492725, -2.6463153939225257)",6,84,21,1,31
eaw000745,"Gay Street, The Circus and environs, Bath, 1946",1946/05/09,374787,165097,http://www.britainfromabove.org.uk/image/eaw000745,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW000745.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW000745.jpg,http://www.britainfromabove.org.uk/download/EAW000745,"(51.38434456602303, -2.3636945123784314)",35,25,7,1,22
epw038358,"Locksbrook Cemetery, Newbridge Road and environs, Locksbrook, 1932",1932/06/01,373094,165123,http://www.britainfromabove.org.uk/image/epw038358,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW038358.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW038358.jpg,http://www.britainfromabove.org.uk/download/EPW038358,"(51.38450026194334, -2.3880240389379668)",34,208,9,1,54
eaw023882,"The Abbey Church of St Peter and St Paul and the city centre, Bath, from the south-east, 1949. This image has been produced from a print.",1949/06/14,375252,164693,http://www.britainfromabove.org.uk/image/eaw023882,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW023882.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW023882.jpg,http://www.britainfromabove.org.uk/download/EAW023882,"(51.380732587207866, -2.35698439834286)",35,13,7,1,21
epw033306,"The town centre, Radstock, 1930",1930/07/01,368836,154800,http://www.britainfromabove.org.uk/image/epw033306,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW033306.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW033306.jpg,http://www.britainfromabove.org.uk/download/EPW033306,"(51.291463293987256, -2.4483023189706796)",12,413,24,1,79
epw033293,"The village, High Littleton, 1930",1930/07/01,364647,158068,http://www.britainfromabove.org.uk/image/epw033293,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW033293.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW033293.jpg,http://www.britainfromabove.org.uk/download/EPW033293,"(51.32060159028826, -2.5086986059339784)",3,135,23,1,42
eaw026671,"Farmland near Bicklands Farm, Compton Martin, 1949. This image has been produced from a damaged negative.",1949/10/01,354611,159285,http://www.britainfromabove.org.uk/image/eaw026671,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW026671.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW026671.jpg,http://www.britainfromabove.org.uk/download/EAW026671,"(51.33082947859195, -2.65286096423612)",4,87,21,1,32
epw038335,"The Phonetic Institute Print Works (Pitman Press), Bath, 1932",1932/06/01,373712,164796,http://www.britainfromabove.org.uk/image/epw038335,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW038335.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW038335.jpg,http://www.britainfromabove.org.uk/download/EPW038335,"(51.38158915714107, -2.3791193508275588)",32,538,13,1,103
eaw032278,"The E. S. & A. Robinson Ltd Paper Mill and environs, Keynsham, 1950. This image was marked by Aerofilms Ltd for photo editing.",1950/09/05,366039,168721,http://www.britainfromabove.org.uk/image/eaw032278,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW032278.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW032278.jpg,http://www.britainfromabove.org.uk/download/EAW032278,"(51.41647105261605, -2.489745580822318)",16,152,3,1,45
epr000108,"The Polysulphin Chemical and Soap Works, Keynsham, 1934. This image has been affected by flare.",1934/07/04,366559,169187,http://www.britainfromabove.org.uk/image/epr000108,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPR000108.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPR000108.jpg,http://www.britainfromabove.org.uk/download/EPR000108,"(51.42069198801982, -2.4823124277321886)",16,152,3,1,45
eaw010774,"Kingwell Hall, Cross Ways, 1947",1947/09/17,364636,159300,http://www.britainfromabove.org.uk/image/eaw010774,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW010774.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW010774.jpg,http://www.britainfromabove.org.uk/download/EAW010774,"(51.3316782392985, -2.508979120317197)",8,126,16,1,40
epw053132,"Henrietta Park and the city centre, Bath, 1937",1937/05/19,375171,165129,http://www.britainfromabove.org.uk/image/epw053132,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW053132.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW053132.jpg,http://www.britainfromabove.org.uk/download/EPW053132,"(51.384649299180175, -2.3581788605748844)",35,6,7,1,20
eaw049571,"The Chew Valley and the site of Chew Valley Lake prior to filling, Chew Stoke, from the north-west, 1953",1953/05/26,356043,160615,http://www.britainfromabove.org.uk/image/eaw049571,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW049571.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW049571.jpg,http://www.britainfromabove.org.uk/download/EAW049571,"(51.342900479073634, -2.632473229378359)",6,84,21,1,31
eaw049560,"The Chew Valley and the site of Chew Valley Lake prior to filling, Chew Stoke, from the north-west, 1953",1953/05/26,356235,161426,http://www.britainfromabove.org.uk/image/eaw049560,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW049560.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW049560.jpg,http://www.britainfromabove.org.uk/download/EAW049560,"(51.35020713515947, -2.6298168715929315)",6,82,21,1,31
epw048382,"Royal Victoria Park and the city, Bath, from the north-west, 1935",1935/07/01,373880,165792,http://www.britainfromabove.org.uk/image/epw048382,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048382.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048382.jpg,http://www.britainfromabove.org.uk/download/EPW048382,"(51.39055239301092, -2.3767790067865824)",20,548,5,1,107
eaw026669,"Farmland, Herons Green, 1949. This image has been produced from a damaged negative.",1949/10/01,354603,159545,http://www.britainfromabove.org.uk/image/eaw026669,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW026669.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW026669.jpg,http://www.britainfromabove.org.uk/download/EAW026669,"(51.33316652555949, -2.6530090018391195)",6,84,21,1,31
epw053140,"Roman Road, Cleveland Bridge and surroundings, Bath, 1937",1937/05/19,375132,165496,http://www.britainfromabove.org.uk/image/epw053140,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW053140.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW053140.jpg,http://www.britainfromabove.org.uk/download/EPW053140,"(51.38794743822757, -2.358765097309285)",35,1,7,1,20
epr000134,"Bath Statutory Hospital (Claverton Down Isolation Hospital), Claverton Down, 1934",1934/07/04,377858,162950,http://www.britainfromabove.org.uk/image/epr000134,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPR000134.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPR000134.jpg,http://www.britainfromabove.org.uk/download/EPR000134,"(51.36516859579388, -2.319431053634604)",19,105,18,1,37
eaw049895,"The Royal Crescent, the Circus and environs, Bath, 1953",1953/06/12,374738,165409,http://www.britainfromabove.org.uk/image/eaw049895,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW049895.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW049895.jpg,http://www.britainfromabove.org.uk/download/EAW049895,"(51.38714770155326, -2.3644209160651415)",35,21,7,1,22
epw001938,"Sydney Gardens and Great Pulteney Street, Bath, 1920",1920/07/01,375739,165235,http://www.britainfromabove.org.uk/image/epw001938,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001938.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001938.jpg,http://www.britainfromabove.org.uk/download/EPW001938,"(51.385627072303556, -2.350024182822944)",22,74,12,1,30
eaw049897,"The Circus, Bath, 1953",1953/06/12,374766,165270,http://www.britainfromabove.org.uk/image/eaw049897,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW049897.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW049897.jpg,http://www.britainfromabove.org.uk/download/EAW049897,"(51.38589914510829, -2.3640086217278493)",35,21,7,1,22
epw001940,"The Royal Crescent, Bath, 1920. This image has been produced from a copy-negative.",1920/07/01,374457,165372,http://www.britainfromabove.org.uk/image/epw001940,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001940.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001940.jpg,http://www.britainfromabove.org.uk/download/EPW001940,"(51.38680238347085, -2.368456323232934)",34,205,9,1,115
epr000131,"Upper Oldfield Park and environs, Bath, 1934",1934/07/01,374431,164293,http://www.britainfromabove.org.uk/image/epr000131,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPR000131.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPR000131.jpg,http://www.britainfromabove.org.uk/download/EPR000131,"(51.377099458784535, -2.3687519239905472)",33,566,12,1,112
epr000119,"Ashman Bros Ltd Boot and Shoe Factory, Paulton, 1934",1934/07/03,365088,156725,http://www.britainfromabove.org.uk/image/epr000119,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPR000119.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPR000119.jpg,http://www.britainfromabove.org.uk/download/EPR000119,"(51.30855350670775, -2.5022386174965776)",13,362,23,1,68
epw022217,"Southdown, Bath, 1928",1928/07/30,372798,163360,http://www.britainfromabove.org.uk/image/epw022217,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW022217.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW022217.jpg,http://www.britainfromabove.org.uk/download/EPW022217,"(51.368634236345514, -2.392141865558491)",27,446,15,1,84
eaw027310,"Lansdown Road, Hedgemead Park and the surrounding city, Bath, 1949",1949/10/19,375085,165555,http://www.britainfromabove.org.uk/image/eaw027310,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW027310.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW027310.jpg,http://www.britainfromabove.org.uk/download/EAW027310,"(51.38847586117124, -2.3594446776247304)",35,15,7,1,22
eaw049893,"The Dundas Aqueduct taking the Kennet and Avon Canal over the railway and the River Avon, Monkton Combe, 1953",1953/06/12,378445,162572,http://www.britainfromabove.org.uk/image/eaw049893,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW049893.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW049893.jpg,http://www.britainfromabove.org.uk/download/EAW049893,"(51.36179250705868, -2.3109765841522116)",10,56,10,1,113
epw038338,"The Phonetic Institute Print Works (Pitman Press), Bath, 1932",1932/06/01,373767,164768,http://www.britainfromabove.org.uk/image/epw038338,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW038338.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW038338.jpg,http://www.britainfromabove.org.uk/download/EPW038338,"(51.38133995328054, -2.378326998770907)",32,538,13,1,103
epw001954,"General view over Henrietta Park and north Bath, Bath, from the south-east, 1920",1920/07/01,375559,165138,http://www.britainfromabove.org.uk/image/epw001954,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001954.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001954.jpg,http://www.britainfromabove.org.uk/download/EPW001954,"(51.3847471428885, -2.3526040648881117)",35,3,7,1,21
eaw023888,"The Newark Works, River Avon and environs, Bath, from the south-east, 1949. This image has been produced from a print marked by Aerofilms Ltd for photo editing.",1949/06/14,374868,164419,http://www.britainfromabove.org.uk/image/eaw023888,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW023888.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW023888.jpg,http://www.britainfromabove.org.uk/download/EAW023888,"(51.378251983415325, -2.3624823881057084)",35,14,7,1,20
epw048396,"Prior Park, Widcombe, 1935",1935/07/01,376151,162941,http://www.britainfromabove.org.uk/image/epw048396,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048396.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048396.jpg,http://www.britainfromabove.org.uk/download/EPW048396,"(51.36501820929411, -2.3439490420523414)",33,558,12,1,110
eaw026448,"The city centre, Bath, from the south, 1949",1949/09/08,375034,164359,http://www.britainfromabove.org.uk/image/eaw026448,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW026448.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW026448.jpg,http://www.britainfromabove.org.uk/download/EAW026448,"(51.377719855688355, -2.3600931271448995)",35,13,7,1,21
eaw032283,"The E. S. & A. Robinson Ltd Paper Mill and environs, Keynsham, 1950. This image was marked by Aerofilms Ltd for photo editing.",1950/09/05,365922,168812,http://www.britainfromabove.org.uk/image/eaw032283,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW032283.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW032283.jpg,http://www.britainfromabove.org.uk/download/EAW032283,"(51.41728220928725, -2.4914367435245075)",16,152,3,1,45
eaw032287,"Nursery between Southdown Road and Coronation Avenue, Southdown, 1950",1950/09/05,373044,163635,http://www.britainfromabove.org.uk/image/eaw032287,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW032287.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW032287.jpg,http://www.britainfromabove.org.uk/download/EAW032287,"(51.37111865868776, -2.3886291287287875)",27,441,15,1,85
epw048379,"The city, Bath, from the east, 1935",1935/07/01,375812,164912,http://www.britainfromabove.org.uk/image/epw048379,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048379.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048379.jpg,http://www.britainfromabove.org.uk/download/EPW048379,"(51.38272596739893, -2.3489530723538428)",22,75,12,1,30
