Output Area Code,Local Authority Code,Local Authority Name,Region/Country Code,Region/Country Name,Supergroup Code,Supergroup Name,Group Code,Group Name,Subgroup Code,Subgroup Name
E00072980,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7c,White Communities,7c3,Outer City Hardship
E00072981,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072982,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00072983,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072984,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072985,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00072986,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00072987,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00072988,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00072989,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00072990,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00072991,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00072992,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072994,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072995,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072996,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00072997,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00072998,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00072999,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00073000,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00073001,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00073002,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00073003,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d1,Young Hard-Pressed Families
E00073004,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00073005,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00073006,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00073007,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00073008,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00073009,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00073010,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00073011,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00073012,E06000022,Bath and North East Somerset,E12000009,South West,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00073013,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00073014,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00073015,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00073016,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00073017,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d1,Young Hard-Pressed Families
E00073018,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00073019,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00073020,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00073021,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00073022,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00073023,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00073024,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00073025,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00073026,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1c,Ageing Rural Dwellers,1c2,Renting Rural Retirement
E00073027,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00073028,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00073029,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00073030,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00073031,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7c,White Communities,7c3,Outer City Hardship
E00073032,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073033,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00073034,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00073035,E06000022,Bath and North East Somerset,E12000009,South West,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00073036,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00073037,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7c,White Communities,7c2,Constrained Young Families
E00073038,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00073039,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00073040,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00073041,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00073042,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00073043,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00073044,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7b,Constrained Flat Dwellers,7b1,Eastern European Communities
E00073045,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00073046,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00073047,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c3,Renting Hard-Pressed Workers
E00073048,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a2,Hampered Aspiration
E00073049,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00073050,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073051,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073052,E06000022,Bath and North East Somerset,E12000009,South West,3,Ethnicity Central,3c,Ethnic Dynamics,3c1,Constrained Neighbourhoods
E00073053,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2c,Comfortable Cosmopolitans,2c1,Migrant Families
E00073054,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073055,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073056,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2c,Comfortable Cosmopolitans,2c2,Migrant Commuters
E00073057,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073058,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073059,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073060,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073061,E06000022,Bath and North East Somerset,E12000009,South West,3,Ethnicity Central,3c,Ethnic Dynamics,3c1,Constrained Neighbourhoods
E00073062,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00073063,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2b,Inner-City Students,2b1,Students and Commuters
E00073064,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073065,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073066,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a2,Hampered Aspiration
E00073067,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073068,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00073069,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073070,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00073071,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00073072,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00073073,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00073074,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00073075,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c3,Renting Hard-Pressed Workers
E00073076,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00073077,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c3,Renting Hard-Pressed Workers
E00073078,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00073079,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00073080,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00073081,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a2,Industrious Hardship
E00073082,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00073083,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00073084,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00073085,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00073086,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00073087,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00073088,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073090,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073091,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073092,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00073093,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a2,Student Digs
E00073094,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073095,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073096,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00073097,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073098,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073099,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073100,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073101,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073102,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073103,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073104,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073105,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073106,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00073107,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00073108,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00073109,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00073110,E06000022,Bath and North East Somerset,E12000009,South West,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00073111,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073112,E06000022,Bath and North East Somerset,E12000009,South West,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00073113,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00073114,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00073115,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00073116,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a2,Hampered Aspiration
E00073117,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00073118,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00073119,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00073120,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00073121,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00073122,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00073123,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00073124,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00073125,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00073126,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073127,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a2,Student Digs
E00073128,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a1,Student Communal Living
E00073129,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073130,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073131,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a2,Hampered Aspiration
E00073132,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00073133,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073134,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073135,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00073136,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00073137,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073138,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073139,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00073140,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00073141,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00073142,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00170250,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00170251,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00170252,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a1,Student Communal Living
E00170253,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00170254,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a1,Student Communal Living
E00170255,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00170256,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00170257,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
