FEATURE_LOCATION,the_geom,FEATURE_TYPE_CODE,FEATURE_NO,EASTING,NORTHING,FEATURE_ID,ATTRIB_VALUE_CODE,ADOPTED_HW,URBANRURAL,MI_STYLE,MI_PRINX
GBIN: BANNERDOWN DRIVE OPP NO'S 3 & 5,POINT (-2.310594576205033 51.40708403216368),GBIN,15.01,378492.95,167607.92,280,YE,CLASS 4 ROAD,Urban,,285
GBIN: HIGH BANNERDOWN TOP BEFORE LOOP,POINT (-2.306991415343438 51.409818746372224),GBIN,15.01,378744.84,167911.01,277,GR,CLASS 4 ROAD,Urban,,286
GBIN: MEADOW PARK O/S NO.37 BY POSTBOX,POINT (-2.306341665399221 51.405582734470826),GBIN,15.01,378788.06,167439.71,284,YE,CLASS 4 ROAD,Urban,,287
GBIN: MEADOW PARK OPP NO'S 46 & 48,POINT (-2.306700689346525 51.40658901939448),GBIN,15.02,378763.56,167551.73,283,YE,CLASS 4 ROAD,Urban,,288
"GBIN: MORRIS LANE, BOTTOM, PAST 1-WAY O/S NO.5",POINT (-2.310377647475518 51.40398706513763),GBIN,15.01,378506.58,167263.43,285,YE,CLASS 4 ROAD,Urban,,289
GBIN: MORRIS LANE JNT MEADOW PARK,POINT (-2.30713507372232 51.40698717515277),GBIN,15.02,378733.53,167596.14,282,YE,CLASS 4 ROAD,Urban,,290
GBIN: HOLLIES LANE JNT RAMSCOMBE LANE,POINT (-2.316960365623234 51.41804764773746),GBIN,15.01,378055.45,168829.13,266,YE,CLASS 4 ROAD,Rural,,291
"GBIN: HOLLIES LANE, BOTTOM JNT NR MYRTLE COT.",POINT (-2.316772301908463 51.41549158092336),GBIN,15.01,378067.3,168544.8,265,YE,CLASS 4 ROAD,Urban,,292
GBIN: HOLLIES LANE PAST JUNC TYNINGS LANE,POINT (-2.321133530095534 51.421640707533314),GBIN,15.02,377767,169230,,YE,,Rural,,293
GBIN: SOLSBURY LANE O/S TEL. EXCHANGE,POINT (-2.322048139599081 51.407094625537965),GBIN,15.01,377696.29,167612.54,272,YE,C ROAD,Urban,,294
GBIN: CHURCH LANE JUNCTION INNOX LANE OPP RECTORY COTTAGE,POINT (-2.351241196326515 51.41381049232784),GBIN,15.01,375669.34,168368.77,260,GR,CLASS 4 ROAD,Rural,,295
GBIN: CHURCH LANE JUNCTION TADWICK LANE,POINT (-2.349670023790163 51.414563532648465),GBIN,15.02,375779,168452,420,BL,CLASS 4 ROAD,Rural,,296
GBIN: CHARLCOMBE LANE OPP CHARLCOMBE GRANGE,POINT (-2.350333838402715 51.40141952883537),GBIN,15.01,375725.85,166990.42,211,YE,CLASS 4 ROAD,Urban,,298
GBIN: CHARLCOMBE LANE O/S LITTLEDOWN NR MANOR FARM,POINT (-2.365934519032755 51.40279946983622),GBIN,15.02,374641.37,167149.19,227,YE,CLASS 4 ROAD,Urban,,299
GBIN: CHARLCOMBE LANE NR SPORTS GRD & VAL. VW. JNT,POINT (-2.3521143733534 51.40269189689565),GBIN,15.03,375602.67,167132.52,210,NA,CLASS 4 ROAD,Urban,,300
GBIN: WOOLLEY LANE 50M FROM CROSSLEAZE FARM,POINT (-2.360983036614832 51.41228131821671),GBIN,15.01,374991,168202,,YE,CLASS 4 ROAD,Rural,,301
GBIN: CULLIMORE'S LANE NEAR CORNER COOMBE BARN,POINT (-2.430851411637408 51.40490576185962),GBIN,15.01,370127,167408,398,YE,CLASS 4 ROAD,Rural,,302
"GBIN: TRACK FROM X-ROADS, OPP TYTHERLY BUNG.",POINT (-2.331219073737033 51.324059454521745),GBIN,15.01,377016.67,158380.74,133,YE,CLASS 5 ROAD,Rural,,303
GBIN: WOODBOROUGH HILL NEAR WOODBOROUGH FARM,POINT (-2.427140168982833 51.299724899565035),GBIN,15.01,370317,155709,413,YE,CLASS 5 ROAD,Rural,,304
GBIN: SOUTHLANDS DRIVE BY PATH TO CHURCH,POINT (-2.479238242136551 51.325156644749136),GBIN,15.01,366703.29,158559.75,028,YE,CLASS 6 ROAD,Urban,,305
GBIN: ABBEY VIEW JNT HORSESHOE WALK BEHIND RAILINGS,POINT (-2.349175548944934 51.37840316776164),GBIN,15.01,375794.22,164430.29,361,BL,CLASS 4 ROAD,Urban,,306
GBIN: ABBEY VIEW JNT ABBEY VIEW GARDENS,POINT (-2.348984070392435 51.37763525908905),GBIN,15.02,375807.14,164344.83,360,BL,CLASS 4 ROAD,Urban,,307
GBIN: AUDLEY CLOSE BOTTOM BY NO 1,POINT (-2.381338859746981 51.38757960976771),GBIN,15.01,373561,165462,414,BL,CLASS 4 ROAD,Urban,,308
GBIN: WIDCOMBE TERRACE JNT WIDCOMBE CRESCENT,POINT (-2.349479772441189 51.37479726427923),GBIN,15.01,375771.14,164029.37,358,BL,CLASS 4 ROAD,Urban,,309
GBIN: CLARENDON ROAD O/S THE MEWS OPP THE VICARAGE,POINT (-2.350397487406615 51.37460062625758),GBIN,15.02,375707.16,164007.8,357,BL,CLASS 4 ROAD,Urban,,310
GBIN: ST SAVIOURS RD JNT DEADMILL LA & FERNDALE RD,POINT (-2.343379245235013 51.40201452805708),GBIN,15.01,376209.95,167054.3,202,BL,CLASS 4 ROAD,Urban,,311
"GBIN: DUNCAN GARDENS, JUST UP FROM JNT",POINT (-2.399171324772008 51.404589047665745),GBIN,15.01,372330.43,167360.29,256,BL,CLASS 4 ROAD,Urban,,312
GBIN: HEATHFIELD CLOSE O/S NO.23,POINT (-2.397536158620913 51.40285342262215),GBIN,15.01,372443.13,167166.65,369,BL,CLASS 4 ROAD,Urban,,313
GBIN: NEWBRIDGE GARDENS O/S NO.4,POINT (-2.400473721513659 51.388619872574246),GBIN,15.01,372230.13,165584.79,186,BL,CLASS 4 ROAD,Urban,,314
GBIN: PRIMROSE HILL TOP END,POINT (-2.377806142170436 51.39593663105603),GBIN,15.01,373811.62,166390.14,236,BL,CLASS 4 ROAD,Urban,,315
GBIN: JNT SOMERSET LANE & WINIFRED'S LANE,POINT (-2.370278243662623 51.39353164017),GBIN,15.01,374334,166120,235,BL,CLASS 4 ROAD,Urban,,316
GBIN: TRAFALGAR ROAD JUNCTION HIGH STREET,POINT (-2.390853627914393 51.39615333048067),GBIN,15.01,372904,166419,431,BL,,Urban,,317
GBIN: TEN ACRE LANE AT FORK IN ROAD LEADING TO TUNLEY ROAD,POINT (-2.406499590612276 51.34511699510529),GBIN,15.01,371784,160749,394,YE,C ROAD,Rural,,318
GBIN: DAIRY HILL OPP DAIRY COTTAGE & MANOR FARM,POINT (-2.388872262025739 51.3058931469478),GBIN,15.01,372988.6,156380.15,155,YE,C ROAD,Rural,,319
GBIN: CHURCH ROAD O/S COMMUNITY HALL,POINT (-2.575448915628982 51.38168703984932),GBIN,15.01,360048.73,164894.84,003,GR,C ROAD,Rural,,320
GBIN: JNT NORTON LANE & CHURCH ROAD ON TRIANGULAR VERGE,POINT (-2.573383618185247 51.386648761920966),GBIN,15.02,360196.78,165445.52,002,GR,C ROAD,Rural,,321
GBIN: JNT OF CLAPTON ROAD AND REDFIELD ROAD O/S NO.11,POINT (-2.495184839004756 51.28359681630627),GBIN,15.01,365560.95,153945.18,074,YE,C ROAD,Urban,,322
GBIN: JNT A36 WARM. RD &  THE AVENUE,POINT (-2.30424931967214 51.37370604772681),GBIN,15.01,378918.88,163893.97,163,NA,C ROAD,Rural,,323
GBIN: BAGGRIDGE HILL - HALF WAY UP,POINT (-2.368384244035237 51.31713375233311),GBIN,15.01,374423.08,157622.87,145,YE,CLASS 4 ROAD,Rural,,324
GBIN: BANNERDOWN ROAD OPP JNT WEST VIEW RD.,POINT (-2.313169557186501 51.40527423784451),GBIN,15.01,378312.98,167407.41,281,GR,C ROAD,Urban,,325
GBIN: MORRIS LANE JNT SHOCKERWICK LANE - TRI. VERGE,POINT (-2.306385618239968 51.40818441384829),GBIN,15.02,378786.22,167729.07,278,YE,C ROAD,Urban,,326
GBIN: BATH HILL EAST CARPARK - ENTRANCE,POINT (-2.49499842989404 51.41359543067505),GBIN,15.01,365671.55,168402.6,100,YE,B ROAD,Urban,,327
GBIN: BATH ROAD LAYBY RHS OF GARAGE OPP NO.268,POINT (-2.473133413547952 51.40903877369395),GBIN,15.01,367188.89,167885.79,105,YE,A ROAD,Urban,,328
GBIN: BATH ROAD BUS LAYBY O/S NO.240 & OPP NO.237,POINT (-2.474411330206823 51.40968037106575),GBIN,15.02,367100.47,167957.72,114,YE,A ROAD,Urban,,329
GBIN: BATH ROAD BUS LAYBY OPP. NO179,POINT (-2.478505527157681 51.41118629261294),GBIN,15.03,366816.8,168127.05,115,YE,A ROAD,Urban,,330
GBIN: BATH ROAD O/S COLLEGE BY BUS STOP NR ROUNDABOUT,POINT (-2.480321518076943 51.411890977191106),GBIN,15.04,366691.02,168206.25,104,YE,A ROAD,Urban,,331
GBIN: UPPER RADFORD OPP CLEVELEYS & MOLE COTTAGE,POINT (-2.47974187670151 51.316158873326664),GBIN,15.01,366661.66,157559.32,033,YE,C ROAD,Rural,,332
GBIN: JNT CROSSROADS WITH MANOR RD BY GARAGE,POINT (-2.457221688044738 51.401987355929265),GBIN,15.01,368290.69,167094.55,113,YE,A ROAD,Urban,,333
GBIN: JNT BATH ROAD AND UPLANDS DRIVE,POINT (-2.453245223184577 51.40063080274935),GBIN,15.02,368566.37,166941.96,112,YE,A ROAD,Urban,,334
GBIN: JNT BATHAMPTON LANE & A36 WARM. RD BY CNR WALL,POINT (-2.333537142656218 51.39213978853278),GBIN,15.01,376889.6,165952.93,175,GR,C ROAD,Urban,,335
GBIN: HIGH STREET JNT THE GARSTONS,POINT (-2.294372680347004 51.39908808887213),GBIN,15.01,379617.7,166714,290,YE,C ROAD,Urban,,336
"GBIN: BROMLEY ROAD, BROW OF HILL BY BIN OPP BOX BUSH",POINT (-2.577087033052752 51.35993925280437),GBIN,15.01,359915.69,162477.1,005,GR,C ROAD,Rural,,337
GBIN: PIPEHOUSE JNT VILLAGE CENTRE BY NOTICEBOARD,POINT (-2.314666933265487 51.33732524722662),GBIN,15.01,378176.38,159850.99,140,GR,C ROAD,Rural,,338
GBIN: HANGHILL OPP SPRINGFIELD COTTAGES,POINT (-2.398308028908773 51.30762528272421),GBIN,15.01,372331.89,156576.31,154,YE,C ROAD,Rural,,339
GBIN: HANGHILL OPP GULLEN JUNCTION,POINT (-2.400057899288269 51.307760355582225),GBIN,15.02,372210,156592,,YE,C ROAD,Rural,,340
GBIN: JNT OF HASSAGE HILL AND BAGGRIDGE HILL,POINT (-2.372128098207907 51.32013158698026),GBIN,15.01,374163.85,157957.58,144,YE,C ROAD,Rural,,341
GBIN: HIGH STREET JNT THE NORMANS,POINT (-2.323371422177265 51.39566226977942),GBIN,15.01,377598.64,166341.5,296,BL,C ROAD,Urban,,342
GBIN: HIGH STREET BY BRIDGE OPP SPORTS FIELD,POINT (-2.320789900333638 51.39670814830348),GBIN,15.02,377778.75,166457.03,295,YE,C ROAD,Urban,,343
GBIN: JNT MILL LANE & CHURCH LANE BY PHONE BOX,POINT (-2.327451607929732 51.35667682922487),GBIN,15.01,377295.39,162007.05,160,YE,CLASS 4 ROAD,Rural,,344
"GBIN: MILLARDS HILL, UP FROM GREEN TREE ROAD BY 30MPH SI",POINT (-2.475196025740763 51.295111088895275),GBIN,15.01,366963.31,155216.49,081,GR,CLASS 4 ROAD,Rural,,345
"GBIN: AWKWARD HILL, TOP, OPP VILLAGE SIGN O/S TANGLEWOOD",POINT (-2.681322217247602 51.33838229580167),GBIN,15.01,352635.89,160141.99,090,YE,C ROAD,Rural,,346
GBIN: NEMPNETT ST OUTSIDE MARY PADDOCK FARM,POINT (-2.683952369206649 51.34254823516016),GBIN,15.02,352457,160607,,YE,C ROAD,Rural,,347
"GBIN: NEW ROAD, 1/2 WAY, IN ALLOTMENTS",POINT (-2.296023861724124 51.400186076468685),GBIN,15.01,379503.32,166836.57,291,YE,CLASS 4 ROAD,Urban,,348
"GBIN: NORTHWICK ROAD, NORTHWICK, JNT FOR EAST DUNDRY",POINT (-2.597011435362167 51.38628684333839),GBIN,15.01,358552.28,165418.4,091,GR,C ROAD,Rural,,349
"GBIN: LOVES HILL, O/S LOVES HILL FARM",POINT (-2.487203890870098 51.32343981198951),GBIN,15.01,366146.98,158372.48,027,YE,C ROAD,Urban,,350
GBIN: LWR SIDE OF TRIANGULAR VERGE OPP PUB,POINT (-2.582471118925751 51.309963486641244),GBIN,15.01,359496.67,156922.15,006,GR,C ROAD,Rural,,351
GBIN: RAG HILL CORNER OPP SHOSCOMBE FARM,POINT (-2.419215893852726 51.3071763325484),GBIN,15.01,370874.2,156534.5,149,YE,C ROAD,Rural,,352
"GBIN: PROSPECT PLACE, 1/2 WAY, OPP NO.8",POINT (-2.293759546121239 51.3982502289689),GBIN,15.01,379659.98,166620.64,289,YE,C ROAD,Urban,,353
"GBIN: PROSPECT PLACE, TOP, OPP LYDIAN",POINT (-2.293923525874817 51.39770714706248),GBIN,15.02,379648.33,166560.29,288,YE,C ROAD,Urban,,354
GBIN: A36 WARM. RD JNT WITH CLAVERTON ACCESS RD.,POINT (-2.305378382362562 51.377721780016834),GBIN,15.01,378842.15,164340.9,166,NA,CLASS 4 ROAD,Rural,,355
GBIN: JNT SOUTH ROAD & RADFORD HILL BY PHONE BOX,POINT (-2.476471438041743 51.32549406770272),GBIN,15.01,366896.33,158596.02,029,YE,C ROAD,Urban,,356
"GBIN: THE STREET, TOP BY X-ROADS AND UTILITY HOUSING",POINT (-2.676919506916103 51.31769775717262),GBIN,15.01,352921.35,157838.79,009,YE,C ROAD,Rural,,357
"GBIN: OLD TARNWELL, TARNWELL COTTAGES BY PROW SIGN",POINT (-2.568662282555623 51.363877463321224),GBIN,15.01,360505.67,162910.5,004,GR,CLASS 4 ROAD,Rural,,358
"GBIN: TOP SUTTON, 1/2 WAY UP IN HEDGE",POINT (-2.58728517576559 51.32965389665297),GBIN,15.01,359178.65,159114.63,381,YE,C ROAD,Rural,,359
GBIN: JNT BATH ROAD & TIMSBURY ROAD,POINT (-2.484367911501478 51.34723803244454),GBIN,15.01,366362.08,161017.83,018,GR,C ROAD,Urban,,360
GBIN: JNT HIGH STREET & TIMSBURY ROAD BY PHONE BOX,POINT (-2.508758701313019 51.32056154733926),GBIN,15.01,364642.78,158062.57,024,YE,C ROAD,Urban,,361
GBIN: JNC TIMSBURY ROAD AND BUTLASS CLOSE IN VERGE,POINT (-2.507007598843139 51.32057076240367),GBIN,15.02,364764.81,158062.75,384,YE,C ROAD,Urban,,362
"GBIN: THE HOLLOWS, BOTTOM GREEN OPP COACH HOUSE",POINT (-2.416941630868046 51.332693617238995),GBIN,15.01,371048.86,159371.44,045,GR,C ROAD,Rural,,363
GBIN: CHURC LANE DUNKERTON JUNCTION A367,POINT (-2.40960032071865 51.33375787634761),GBIN,15.02,371560.98,159486.92,,YE,,Rural,,364
GBIN: A36 WARM. RD BUS LAYBY OPP JNT WITH BATHAMPTON. LA,POINT (-2.334015069729435 51.39181652695829),GBIN,15.01,376856.18,165917.13,173,YE,A ROAD,Urban,,365
GBIN: A36 WARM. RD BUS LAYBY NR DOWN LA JNT,POINT (-2.324796002173764 51.39192983395859),GBIN,15.02,377497.69,165926.84,171,YE,A ROAD,Urban,,366
GBIN: JNT APPLECROFT AND WHITE HILL,POINT (-2.412270057563253 51.30670461899934),GBIN,15.01,371358.08,156479.3,148,YE,C ROAD,Rural,,367
GBIN: PRIOR PARK COTTAGES OPP NO.1,POINT (-2.352887360217807 51.3757169687243),GBIN,15.01,375534.45,164132.79,355,BL,CLASS 4 ROAD,Urban,,368
GBIN: ANCHOR LANE (?) OPP SPRINGFIELD,POINT (-2.3828416810744 51.33793025634122),GBIN,15.01,373427.59,159940.87,127,GR,C ROAD,Rural,,369
GBIN: ANCHOR LANE (?) OPP WATERCRESS COT. & JNT,POINT (-2.383473609979609 51.33770345837446),GBIN,15.02,373383.43,159915.87,128,GR,C ROAD,Rural,,370
GBIN: OPP WHEATSHEAF PUB JNT,POINT (-2.3797468027107 51.338791792272545),GBIN,15.03,373643.67,160035.56,129,GR,C ROAD,Rural,,371
GBIN: COMBE HAY LANE X-ROADS OPP THE LODGE,POINT (-2.389917560625976 51.338268267268504),GBIN,15.04,372934.88,159981.06,124,GR,C ROAD,Rural,,372
GBIN: A36 NR BRANCH RD JNT OPP HINTON PRIORY,POINT (-2.317825372504497 51.332540225059304),GBIN,15.01,377954.05,159319.78,135,YE,A ROAD,Rural,,373
GBIN: A36 NR BRANCH RD JNT O/S FRIARY LODGE,POINT (-2.315695388203044 51.33013275404942),GBIN,15.02,378101.29,159051.4,134,YE,A ROAD,Rural,,374
GBIN: BADMAN CLOSE OPP NO.4,POINT (-2.504146800421049 51.302929474788684),GBIN,15.01,364950.69,156099.46,051,YE,,Rural,,375
GBIN: BATH ROAD LAYBY ALMOST OPP AVONMEAD COT.,POINT (-2.442606293225127 51.393221762368384),GBIN,15.01,369301.49,166113.45,116,YE,A ROAD,Rural,,376
GBIN: CHURCH HILL OS ST PETER'S CHURCH,POINT (-2.303449416145539 51.339917588936),GBIN,15.01,378959,160136,396,BL,CLASS 4 ROAD,Urban,,377
GBIN: JNT HIGH STREET & CHURCH HILL BY PITFOUR TERACE,POINT (-2.477971225959121 51.32583206153664),GBIN,15.01,366792.07,158634.29,031,YE,C ROAD,Urban,,378
GBIN: COMBE HAY LANE SOUTH OF WEEK FARM,POINT (-2.389420132141918 51.34085620111178),GBIN,15.01,372971.06,160268.68,125,GR,C ROAD,Rural,,379
GBIN: MILL HILL BY FORMER R/W BRIDGE SUPPORT,POINT (-2.373365568381395 51.322623499743436),GBIN,15.01,374079.03,158235.15,147,YE,C ROAD,Rural,,380
GBIN: MILL HILL OPP FORD O/S THE HOLLIES,POINT (-2.372557321694091 51.321471411507346),GBIN,15.02,374134.7,158106.74,146,GR,C ROAD,Rural,,381
"GBIN: THE SIDELINGS, UP FROM X-ROADS JNT WITH THE STREET",POINT (-2.677269549571881 51.31722945727887),GBIN,15.01,352896.48,157786.93,089,YE,CLASS 4 ROAD,Rural,,382
"GBIN: THE SIDELINGS, TOP BY STABLES & CARS WARNING SIGN",POINT (-2.682158404003719 51.3163588652644),GBIN,15.02,352554.87,157693.27,088,YE,,Rural,,383
GBIN: A36 WARM. RD JNT BRASSKNOCKER HILL OPP PUB,POINT (-2.314998260370578 51.35812076749664),GBIN,15.01,378163.24,162163.83,162,YE,A ROAD,Rural,,384
GBIN: JNT HAMPTON VIEW & FAIRFIELD RD,POINT (-2.353609986864024 51.39653661042146),GBIN,15.01,375495.32,166448.46,219,BL,CLASS 4 ROAD,Urban,,385
"GBIN: THE STREET, CORNER O/S STONEY NOOK",POINT (-2.486816338093689 51.34362950138965),GBIN,15.01,366188.89,160617.64,020,YE,C ROAD,Urban,,386
GBIN: A36 WARM. RD BUS LAYBY NR FERRY LA JNT,POINT (-2.303921664871643 51.37597395273547),GBIN,15.01,378942.73,164146.09,165,YE,A ROAD,Rural,,387
GBIN: JNT A36 WARM. ROAD & FERRY LANE,POINT (-2.303808020501864 51.37543112563337),GBIN,15.02,378950.39,164085.69,164,NA,A ROAD,Rural,,388
GBIN: WITHYDITCH LANE NEAR ENGINEERS BRIDGE,POINT (-2.428349983677674 51.33060001419977),GBIN,15.01,370252.7,159143.18,,YE,C ROAD,Rural,,389
GBIN: MACAULEY BUILDINGS OPP. NO.11,POINT (-2.339279537063729 51.37327529320268),GBIN,15.01,376480.34,163856.77,363,BL,CLASS 4 ROAD,Rural,,390
"GBIN: LITTLE SOLSBURY LANE, TOP BY WESTLEIGH FARM",POINT (-2.332077585133888 51.40865929960819),GBIN,15.01,376999.48,167789.67,273,YE,CLASS 4 ROAD,Rural,,391
GBIN: TAMBLYN CLOSE OPP SPRINGFIELD BUILDINGS OPP NO.29,POINT (-2.443285730750309 51.29649488825367),GBIN,15.01,369189.19,155356.46,060,YE,CLASS 4 ROAD,Urban,,392
GBIN: A4174 NORTH FROM HICKSGATE,POINT (-2.515586606215504 51.42715099869912),GBIN,15.01,364250.35,169920.05,184,YE,A ROAD,Rural,,393
GBIN: A4174 APPROACHING HICKS GATE,POINT (-2.514119326710611 51.42851848312686),GBIN,15.02,364353.43,170071.42,183,YE,A ROAD,Rural,,394
GBIN: ST CATHERINES PARISH LANE O/S HERMITAGE,POINT (-2.335024474570605 51.43611414612247),GBIN,15.01,376808.48,170843.99,263,YE,C ROAD,Rural,,395
GBIN: ST CATHERINES PAR. LA. JNT RAMSCOMBE LA,POINT (-2.315156847642271 51.42261445431536),GBIN,15.02,378183.05,169336.49,264,YE,C ROAD,Rural,,396
GBIN: ST CATHERINES PARISH LANE UP FROM CT. FARM,POINT (-2.323025123731273 51.431984222898265),GBIN,15.03,377640.55,170380.93,370,YE,C ROAD,Rural,,397
GBIN: ST CATHERINES PARISH LANE OPP ST CATH. END HSE,POINT (-2.344276616350422 51.43731072702725),GBIN,15.04,376165.98,170980.05,262,YE,C ROAD,Rural,,398
GBIN: BROW HILL JNT PENTHOUSE HILL,POINT (-2.320215070218517 51.40611400081251),GBIN,15.01,377823.32,167502.92,276,GR,C ROAD,Urban,,399
GBIN: SPLOTT VILLAS DRIVEWAY JNT WICK LA / WITHDITCH LA,POINT (-2.433226240753561 51.323417486875094),GBIN,15.01,369908.25,158346.39,037,GR,C ROAD,Rural,,400
GBIN: WICK LANE OPP NO.7 NR JNT STONEAGE LANE,POINT (-2.434830450801124 51.3225772493077),GBIN,15.02,369795.91,158253.61,038,GR,C ROAD,Rural,,401
GBIN: WICK LANE OPP FOGGETTS FOLLY BY TRACK & SPRING,POINT (-2.440080128548813 51.32159982933882),GBIN,15.03,369429.44,158147.09,041,YE,C ROAD,Rural,,402
GBIN: TRIANGULAR VILLAGE GREEN BY PHONE BOX / BEEHIVE PH,POINT (-2.436579752962375 51.321572215421945),GBIN,15.04,369673.35,158142.56,036,GR,CLASS 4 ROAD,Rural,,403
GBIN: RADFORD HILL BY LANE TO COLD HARBOUR FARM,POINT (-2.473333778420285 51.314598089199585),GBIN,15.01,367107.14,157382.84,032,YE,C ROAD,Rural,,404
GBIN: WOOLLARD LANE JUST BELOW CATTERY,POINT (-2.53221116130402 51.38564248017287),GBIN,15.01,363061,165312,013,YE,C ROAD,Rural,,405
GBIN: JNT BUTCOMBE LANE AND WEST TOWN LANE,POINT (-2.69136963836873 51.346162593490284),GBIN,15.01,351944.16,161013.8,011,YE,C ROAD,Rural,,406
GBIN: WEST TOWN LANE JUNC CHAPEL HILL CROSSROADS,POINT (-2.686320422079136 51.34057417843259),GBIN,15.02,352290,160389,,YE,,Rural,,407
GBIN: OPP JNT A36 WARMINSTER RD & MIDFORD LANE,POINT (-2.316513191142384 51.34329734633992),GBIN,15.01,378050.63,160515.72,136,YE,A ROAD,Urban,,408
GBIN: JNT VALLEY VIEW ROAD & VALLEY VIEW CLOSE,POINT (-2.348296889428356 51.401936004233704),GBIN,15.01,375867.82,167047.18,209,BL,CLASS 6 ROAD,Urban,,409
GBIN: NEW COTTAGES O/S NO.4,POINT (-2.475686048746306 51.35540039090566),GBIN,15.01,366972.63,161921.63,017,YE,C ROAD,Rural,,410
GBIN: CLAYPIT ROAD OS THE ORCHARD,POINT (-2.600795890716782 51.38854777748238),GBIN,15.01,358291,165672,405,YE,CLASS 4 ROAD,Rural,,411
"GBIN: HIGH STREET, TOP, CORNER O/S MILL FARM",POINT (-2.360609894310374 51.41731849951794),GBIN,15.01,375019.71,168762.08,261,YE,CLASS 4 ROAD,Rural,,412
GBIN: JNT VANDYCK AVE & AVON MILL LANE BY POSTBOX,POINT (-2.493397083899096 51.41638008607187),GBIN,15.01,365785,168711.55,185,GR,CLASS 4 ROAD,Urban,,413
GBIN: BATH HILL EAST CARPARK - REAR,POINT (-2.494914349885902 51.41252877983899),GBIN,15.01,365676.59,168283.94,101,YE,,Urban,,414
GBIN: SPENCER DRIVE OPP NO.49 O/S NO.83,POINT (-2.487650569385229 51.29176286093217),GBIN,15.01,366092.44,154849.82,079,YE,CLASS 4 ROAD,Urban,,415
GBIN FOX HILL: OPP WEST LODGE ACCESS FROM PERRYMEAD,POINT (-2.35625277988843 51.364235300080445),GBIN,15.01,375294,162857,392,YE,CLASS 4 ROAD,Urban,,416
"GBIN: FOREFIELD RISE, AT TOP NEAR LYNCOMBE HILL",POINT (-2.352296531923579 51.374180169858),GBIN,15.01,375574.75,163961.68,356,BL,,Urban,,417
"GBIN: FOREFIELD RISE, AT BOTTOM NEAR PRIOR PARK ROAD",POINT (-2.351972721855375 51.37477244810185),GBIN,15.02,375597.6,164027.44,,BL,CLASS 6 ROAD,Urban,,418
GBIN: RICHMOND HEIGHTS JNT LANSDOWN HEIGHTS,POINT (-2.362406751096347 51.39705796391517),GBIN,15.01,374883.61,166509.44,230,BL,CLASS 4 ROAD,Urban,,419
GBIN: MAPLE RISE OPP NO.1,POINT (-2.434227255690716 51.290850508579865),GBIN,15.01,369817.06,154724.96,071,YE,CLASS 4 ROAD,Urban,,420
GBIN: UPTON LANE - DISTRICT BOUNDARY,POINT (-2.615408702387269 51.38558872874497),GBIN,15.01,357271.43,165351.35,380,YE,C ROAD,Rural,,421
GBIN: HUNTSRETE LANE 25M DOWN FROM JNT WITH A368,POINT (-2.504638991004438 51.35341897194722),GBIN,15.01,364955.01,161714.75,015,YE,C ROAD,Rural,,422
GBIN: TAMBLYN CLOSE TOP END BY COLLIERS RISE,POINT (-2.444461329489206 51.29673062278117),GBIN,15.01,369107.38,155383.17,059,YE,CLASS 4 ROAD,Urban,,423
GBIN: SMITHAM'S HILL JUST BESIDE GATE TO BARN,POINT (-2.632138113290881 51.29155100156864),GBIN,15.01,356017.13,154903.13,382,YE,C ROAD,Rural,,424
GBIN: SMITHAM'S HILL IN LAYBY FOR LAKE VIEW,POINT (-2.634647974519812 51.290876883787625),GBIN,15.02,355841.47,154829.67,383,YE,,Rural,,425
GBIN: NEW BUILDINGS NEAR # 91,POINT (-2.436047343165949 51.31414434491337),GBIN,15.01,369679.32,157414.13,035,YE,CLASS 4 ROAD,Urban,,426
"GBIN: HOLLOWAY, BOTTOM, NR ST MARKS GDNS",POINT (-2.360805564668972 51.37672371020081),GBIN,15.01,374983.87,164247.43,353,YE,CLASS 6 ROAD,Urban,,427
GBIN: UPPER TWINHOE BY UPPER TWINHOE FARM,POINT (-2.363145826175768 51.335008963927294),GBIN,15.01,374798,159609,426,YE,C ROAD,Rural,,428
GBIN: FOX AND HOUNDS CARPARK BY MACHINE,POINT (-2.494665660027054 51.4139594564502),GBIN,15.01,365694.96,168442.93,099,YE,,Urban,,429
GBIN TROLLOPE'S HILL HALFWAY ALONG,POINT (-2.31518714672728 51.360037013020886),GBIN,15.01,378151,162377,402,YE,C ROAD,Rural,,430
"GBIN: CHURCH LANE, CNR BY CHURCH FARM / STH VIEW",POINT (-2.328650453055127 51.35652155326442),GBIN,15.01,377211.84,161990.15,159,YE,C ROAD,Rural,,431
GBIN: OLD SCH. HILL OPP VILLAGE HALL,POINT (-2.364081113854934 51.34951332700102),GBIN,15.01,374740.85,161222.4,131,GR,CLASS 4 ROAD,Urban,,432
"GBIN: OLD SCH. HILL, TOP BY GREEN & PHONEBOX",POINT (-2.364924261227904 51.350120077177955),GBIN,15.02,374682.47,161290.17,132,GR,CLASS 4 ROAD,Urban,,433
GBIN: OLD SCH. HILL OPP PACK HORSE PUB,POINT (-2.364276861846371 51.34980288824794),GBIN,15.03,374727.38,161254.67,130,GR,CLASS 4 ROAD,Urban,,434
GBIN: EVELEIGH AVENUE SIDE OF NO 60,POINT (-2.337656879991109 51.40199251316789),GBIN,15.01,376608,167050,421,BL,CLASS 4 ROAD,Rural,,435
