FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,HygieneScore,StructuralScore,ConfidenceInManagementScore,Location,Latitude,Longitude,NewRatingPending,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
948535,17/00032/FOOD,Parsons Bakery,Retailers - other,4613,93 Bradford Road,Combe Down,Bath,,BA2 5BP,3,fhrs_3_en-gb,2018/10/17,10,10,5,"(51.359124, -2.360088)",51.359124,-2.360088,false,19,121,18,1,36
204235,15461/1000/2/000,Trout Tavern,Pub/bar/nightclub,7843,The Trout,46 Temple Street,Keynsham,,BS31 1EH,0,fhrs_exempt_en-gb,,,,,"(51.413299, -2.497762)",51.413299,-2.497762,false,37,182,2,1,52
204490,15498/1400/2/000,Keynsham Methodist Church,Other catering premises,7841,Charlton Road,Keynsham,Bristol,Bath And North East Somerset,BS31 2JA,5,fhrs_5_en-gb,2015/10/27,5,5,0,"(51.416112, -2.500179)",51.416112,-2.500179,false,24,159,1,1,49
205207,10/00060/MIXED,The Bath Bun,Restaurant/Cafe/Canteen,1,2 Abbey Green,City Centre,Bath,,BA1 1NW,5,fhrs_5_en-gb,2019/07/26,5,5,5,"(51.380332, -2.358732)",51.380332,-2.358732,false,35,12,7,1,20
204498,13960/0143/0/000,Devonshire House,Hotel/bed & breakfast/guest house,7842,Devonshire House B&b,143 Wellsway,Bath,Bath And North East Somerset,BA2 4RZ,0,fhrs_exempt_en-gb,,,,,"(51.366552, -2.366036)",51.366552,-2.366036,false,18,256,17,1,5
666584,13/00140/MIXED,Bath Christian Trust,Other catering premises,7841,1A Forum Buildings,St James's Parade,Bath,,BA1 1UG,5,fhrs_5_en-gb,2019/06/17,0,0,0,"(51.378645, -2.3605)",51.378645,-2.3605,false,35,14,7,1,20
1028009,18/00018/MIXED,Poplar House B&B,Hotel/bed & breakfast/guest house,7842,9 The Batch,Batheaston,Bath,Bath And North East Somerset,BA1 7DR,0,fhrs_exempt_en-gb,,,,,"(51.405895233154, -2.3210499286652)",51.405895233154,-2.3210499286652,false,1,32,10,1,23
359654,12/00051/MIXED,The Royal Oak,Pub/bar/nightclub,7843,Royal Oak Public House,Lower Bristol Road,Westmoreland,Bath,BA2 3BW,5,fhrs_5_en-gb,2015/08/18,0,0,0,"(51.381923, -2.381677)",51.381923,-2.381677,false,32,578,13,1,103
530427,12/00207/MIXED,Bill's Restaurant,Restaurant/Cafe/Canteen,1,Bills Restaurant,7 - 8 Cheap Street,City Centre,Bath,BA1 1NE,5,fhrs_5_en-gb,2019/01/14,0,5,0,"(51.381722, -2.359835)",51.381722,-2.359835,false,35,10,7,1,20
810454,15/00230/MIXED,Odd Down Sports Ground Cafe,Restaurant/Cafe/Canteen,1,Odd Down Sports Pavilion,Chelwood Drive,Odd Down,Bath,BA2 2PR,5,fhrs_5_en-gb,2018/10/03,0,0,0,"(51.359653, -2.375043)",51.359653,-2.375043,false,18,260,17,1,4
482008,12/00348/MIXED,The Bladud's Head,Pub/bar/nightclub,7843,1 - 3 Catsley Place,Larkhall,Bath,Bath And North East Somerset,BA1 6TA,3,fhrs_3_en-gb,2018/09/04,5,10,10,"(51.401632, -2.344078)",51.401632,-2.344078,false,23,217,4,1,58
205463,06010/0025/0/000,Millets,Retailers - other,4613,Blacks,25 - 26 High Street,City Centre,Bath,BA1 5AJ,0,fhrs_exempt_en-gb,,,,,"(51.3825922, -2.3595118)",51.3825922,-2.3595118,false,35,11,7,1,20
205134,08760/0003/0/000,Volunteer Riflemans Arms Public House,Pub/bar/nightclub,7843,Volunteer Rifleman's Arms,3 New Bond Street Place,City Centre,Bath,BA1 1BH,5,fhrs_5_en-gb,2018/05/01,0,0,0,"(51.382844, -2.360519)",51.382844,-2.360519,false,35,11,7,1,20
1136333,19/00116/MIXED,F.East @Walcot,Restaurant/Cafe/Canteen,1,F.east@walcot,66 Walcot Street,Bath,,BA1 5BD,5,fhrs_5_en-gb,2019/07/19,5,0,5,"(51.385875701904, -2.3594360351562)",51.385875701904,-2.3594360351562,false,35,11,7,1,20
204068,05410/0004/0/000,Snapdragons Nursery,Caring Premises,5,Snapdragons Nursery,4 Grosvenor Place,Lambridge,Bath,BA1 6AX,5,fhrs_5_en-gb,2019/02/15,0,0,0,"(51.394083, -2.345875)",51.394083,-2.345875,false,36,490,6,1,95
1056098,18/00176/MIXED,The Ship Inn,Pub/bar/nightclub,7843,The Ship,93 Temple Street,Keynsham,Bristol,BS31 1ER,1,fhrs_1_en-gb,2018/10/11,15,15,20,"(51.412062, -2.496828)",51.412062,-2.496828,false,37,182,2,1,52
833876,15/00182/MIXED,The Butchers Arms,Pub/bar/nightclub,7843,Butchers Arms,Timsbury Road,Farmborough,Bath,BA2 0AE,5,fhrs_5_en-gb,2019/07/17,5,5,5,"(51.343146, -2.482558)",51.343146,-2.482558,false,8,127,16,1,40
204411,07/00095/MIXED,Keynsham Bowling Club,Other catering premises,7841,Keynsham Bowls Club,Keynsham Memorial Park,Keynsham,Bath And North East Somerset,BS31 1DG,5,fhrs_5_en-gb,2018/01/11,5,5,5,"(51.415458, -2.497656)",51.415458,-2.497656,false,24,158,1,1,49
833875,15/00153/MIXED,Gather Cafe,Restaurant/Cafe/Canteen,1,280 High Street,Batheaston,Bath,,BA1 7RA,4,fhrs_4_en-gb,2019/04/18,5,5,10,"(51.405717854969, -2.3203834855107)",51.405717854969,-2.3203834855107,false,1,35,10,1,23
875552,15/00052/MIXED,Golden City,Takeaway/sandwich shop,7844,45 Holmoak Road,Keynsham,,,BS31 2RZ,5,fhrs_5_en-gb,2018/03/20,5,5,5,"(51.405686, -2.511667)",51.405686,-2.511667,false,37,175,2,1,51
785369,15/00162/FOOD,Carol's Cake House,Other catering premises,7841,,,,,BA3 ,5,fhrs_5_en-gb,2015/08/13,5,5,5,,,,false,,,,,
204062,10/00319/MIXED,Megabrek (Breakfast Club),School/college/university,7845,Camerton Church School,Camerton Hill,Camerton,Bath,BA2 0PS,0,fhrs_exempt_en-gb,,,,,"(51.31627, -2.455629)",51.31627,-2.455629,false,9,63,22,1,28
853066,16/00015/MIXED,Community At 67,Retailers - other,4613,Community Resource Centre,67 Queens Road,Keynsham,,BS31 2NW,5,fhrs_5_en-gb,2019/06/20,0,0,0,"(51.408668, -2.50812)",51.408668,-2.50812,false,37,187,2,1,53
205191,11870/0010/0/000,St James's Wine Vaults,Pub/bar/nightclub,7843,St James Wine Vaults,10 St James's Street,Lansdown,Bath,BA1 2TW,0,fhrs_exempt_en-gb,,,,,"(51.388415, -2.367619)",51.388415,-2.367619,false,34,199,9,1,115
914586,15/00009/MIXED,Farringtons Kitchen,Manufacturers/packers,7839,Farrington Farm Shop,Home Farm,Main Street,Farrington Gurney,BS39 6UB,5,fhrs_5_en-gb,2019/06/13,0,5,5,"(51.297851, -2.529256)",51.297851,-2.529256,false,3,133,23,1,43
205483,10/00388/MIXED,Lamb And Lion,Pub/bar/nightclub,7843,Lamb & Lion,15 Lower Borough Walls,City Centre,Bath,BA1 1QU,5,fhrs_5_en-gb,2019/08/13,5,5,0,"(51.379851, -2.359949)",51.379851,-2.359949,false,35,12,7,1,20
1077977,18/00285/MIXED,Fidel Rum Bar,Pub/bar/nightclub,7843,3 Trim Bridge,City Centre,Bath,Bath And North East Somerset,BA1 1HD,0,fhrs_exempt_en-gb,,,,,"(51.3825340271, -2.3617520332336)",51.3825340271,-2.3617520332336,false,35,11,7,1,20
862874,15/00236/MIXED,Bath Mill Lodge Retreat,Restaurant/Cafe/Canteen,1,Brook,Bath Mill Lodge And Retreat,Pennyquick,Newton St Loe,BA2 9JF,5,fhrs_5_en-gb,2018/06/18,5,5,5,"(51.3819645, -2.4091631)",51.3819645,-2.4091631,false,9,68,22,1,28
738674,15/00036/MIXED,Galleries Cafe,Restaurant/Cafe/Canteen,1,The Galleries Shop,Freshford Lane,Freshford,Bath,BA2 7UR,5,fhrs_5_en-gb,2017/03/03,5,5,5,"(51.3386, -2.311865)",51.3386,-2.311865,false,10,52,10,1,113
1071474,18/00247/MIXED,Twerton Infant School,School/college/university,7845,Poolemead Road,Whiteway,Bath,Bath And North East Somerset,BA2 1QR,3,fhrs_3_en-gb,2019/06/18,10,10,10,"(51.378767, -2.40283)",51.378767,-2.40283,false,28,470,11,1,90
205336,09570/1400/2/000,Beaumonds,Caring Premises,5,Padleigh Hill,Southdown,Bath,Bath And North East Somerset,BA2 9DW,5,fhrs_5_en-gb,2014/04/29,5,5,0,"(51.364672, -2.396644)",51.364672,-2.396644,false,27,448,15,1,84
204971,06410/1700/2/000,Dimensions UK Ltd,Caring Premises,5,Fountain House,Innox Lane,Swainswick,Bath,BA1 8DD,4,fhrs_4_en-gb,2014/03/20,5,10,5,"(51.410775, -2.347727)",51.410775,-2.347727,false,1,51,10,1,25
205239,10/00130/MIXED,Debenhams Retail Plc,Restaurant/Cafe/Canteen,1,Debenhams Plc,17 Southgate Place,Bath,,BA1 1AP,5,fhrs_5_en-gb,2018/05/21,5,5,0,"(51.37857, -2.358388)",51.37857,-2.358388,false,35,13,7,1,21
778120,15/00004/MIXED,The Pizza Bike (Mobile),Mobile caterer,7846,20 Woodhouse Road,Twerton,Bath,Bath And North East Somerset,BA2 1ST,4,fhrs_4_en-gb,2015/06/20,5,10,5,"(51.381856, -2.40129)",51.381856,-2.40129,false,28,468,11,1,91
720315,14/00352/MIXED,Avon Country Market Ltd,Retailers - other,4613,,,,,BS31,5,fhrs_5_en-gb,2014/11/27,5,5,0,,,,false,,,,,
802205,15/00113/MIXED,Coffee House 76,Restaurant/Cafe/Canteen,1,Ground Floor Shop,8 Bridge Street,City Centre,Bath,BA2 4AS,5,fhrs_5_en-gb,2015/09/08,0,0,0,"(51.382948, -2.35868)",51.382948,-2.35868,false,35,11,7,1,20
205525,15484/0009/0/000,Elm Tree Pharmacy,Retailers - other,4613,Elmtree Pharmacy,9 Elm Tree Avenue,Westfield,Radstock,BA3 3SX,0,fhrs_exempt_en-gb,,,,,"(51.286684, -2.465461)",51.286684,-2.465461,false,26,510,26,1,97
1008188,17/00295/FOOD,Bath Cake Company,Other catering premises,7841,76 Cranwells Park,Lower Weston,Bath,Bath And North East Somerset,BA1 2YE,0,fhrs_exempt_en-gb,,,,,"(51.391304016113, -2.3781049251556)",51.391304016113,-2.3781049251556,false,20,548,5,1,107
982683,17/00194/MIXED,Little Blossoms Nursery School,Caring Premises,5,St Barnabus Church Hall,Mount View,Southdown,Bath,BA2 1JX,5,fhrs_5_en-gb,2019/06/11,5,5,5,"(51.369553, -2.394245)",51.369553,-2.394245,false,27,442,15,1,83
204254,05/00023/FOOD,The John Rennie Restaurant Boat,Other catering premises,7841,Bath Narrow Boats Ltd,Sydney Wharf,Bathwick,Bath,BA2 4EL,5,fhrs_5_en-gb,2018/04/03,0,5,0,"(51.382813, -2.349741)",51.382813,-2.349741,false,22,74,12,1,30
204088,08/00257/MIXED,Magic Box Pre-School,Caring Premises,5,Village Hall,High Street,Wellow,Bath,BA2 8QQ,5,fhrs_5_en-gb,2014/09/17,5,5,5,"(51.323112, -2.374803)",51.323112,-2.374803,false,10,60,10,1,114
655897,14/00150/MIXED,Central Youth Cafe,Restaurant/Cafe/Canteen,1,Hay Hill Baptist Church,Fountain Buildings,City Centre,Bath,BA1 5DU,5,fhrs_5_en-gb,2014/03/03,5,5,5,"(51.385765, -2.360887)",51.385765,-2.360887,false,35,7,7,1,20
204006,15707/0000/2/000,Compton Dando Village Hall,Other catering premises,7841,Court Hill,Compton Dando,Bristol,Bath And North East Somerset,BS39 4JZ,0,fhrs_exempt_en-gb,,,,,"(51.378003, -2.511243)",51.378003,-2.511243,false,8,123,16,1,41
359665,12/00137/MIXED,Kings Kebabs,Mobile caterer,7846,Dry Arch,Warminster Road,Bathampton,Bath,BA2 6XH,3,fhrs_3_en-gb,2015/05/12,10,10,10,"(51.390865, -2.316834)",51.390865,-2.316834,false,1,28,10,1,27
875560,16/00118/MIXED,Seven Stars,Pub/bar/nightclub,7843,Seven Stars Inn,North Road,Timsbury,Bath,BA2 0JJ,5,fhrs_5_en-gb,2017/10/12,,,,"(51.327825, -2.473714)",51.327825,-2.473714,false,14,457,16,1,88
1012770,17/00328/FOOD,The Colombian Company Ltd,Other catering premises,7841,,,,,BA2 ,0,fhrs_exempt_en-gb,,,,,,,,false,,,,,
205547,05/00291/FOOD,W F Wells & Sons,Distributors/Transporters,7,Ludlows Farm,Bath Old Road,Radstock,Bath And North East Somerset,BA3 3JG,0,fhrs_exempt_en-gb,,,,,"(51.29919, -2.438019)",51.29919,-2.438019,false,12,406,24,1,76
204187,11/00088/MIXED,Sports Cafe,School/college/university,7845,Sports Training Village,University Of Bath Campus,Claverton Down,Bath,BA2 7BT,5,fhrs_5_en-gb,2019/05/09,5,5,5,"(51.38045, -2.330685)",51.38045,-2.330685,false,22,580,12,1,29
204978,11/00163/MIXED,Chew Valley Children's Centre,Other catering premises,7841,Chew Lane,Chew Magna,Bristol,,BS40 8QA,5,fhrs_5_en-gb,2015/09/23,5,0,5,"(51.360687, -2.618727)",51.360687,-2.618727,false,6,80,21,1,31
813343,15/00260/MIXED,Card Factory,Retailers - other,4613,65 High Street,Keynsham,,,BS31 1DS,0,fhrs_exempt_en-gb,,,,,"(51.415645599365, -2.4982330799103)",51.415645599365,-2.4982330799103,false,24,158,1,1,49
1098984,19/00019/MIXED,No 10 Café,Restaurant/Cafe/Canteen,1,10 Fortescue Road,Radstock,Bath And North East Somerset,,BA3 3PJ,5,fhrs_5_en-gb,2019/04/30,5,5,5,"(51.2922713, -2.4473644)",51.2922713,-2.4473644,false,12,413,24,1,79
860484,16/00003/MIXED,Hondo Chinese Supermarket,Retailers - other,4613,8 - 9 St James's Parade,Bath,,,BA1 1UL,2,fhrs_2_en-gb,2018/10/03,,,,"(51.379326, -2.361123)",51.379326,-2.361123,false,35,14,7,1,20
803075,15/00199/MIXED,La Campagna,Restaurant/Cafe/Canteen,1,Winterfield Inn,Winterfield Road,Paulton,Bristol,BS39 7RJ,5,fhrs_5_en-gb,2019/01/09,5,5,5,"(51.300867, -2.495238)",51.300867,-2.495238,false,13,370,23,1,69
204321,06/00189/MIXED,Widcombe Infant School,School/college/university,7845,Widcombe Ce Infant School,Archway Street,Widcombe,Bath,BA2 4JG,5,fhrs_5_en-gb,2018/04/12,,,,"(51.377993, -2.353139)",51.377993,-2.353139,false,33,564,12,1,111
681672,14/00251/MIXED,Feilden Clegg Bradley Studios LLP,Restaurant/Cafe/Canteen,1,Fielden Clegg,Toll Bridge Road,Lower Swainswick,Bath,BA1 7DE,4,fhrs_4_en-gb,2018/05/01,5,5,10,"(51.402122, -2.326831)",51.402122,-2.326831,false,23,216,4,1,58
205094,11/00131/FOOD,Siobhan The Bath Cook/Canape Couture,Other catering premises,7841,2 Bloomfield Crescent,Bloomfield,Bath,Bath And North East Somerset,BA2 2BE,0,fhrs_exempt_en-gb,,,,,"(51.364584, -2.376793)",51.364584,-2.376793,false,30,341,19,1,62
1154710,19/00153/MIXED,Giraffe,Restaurant/Cafe/Canteen,1,8 Dorchester Street,Bath,,,BA1 1SS,5,fhrs_5_en-gb,2018/09/25,5,5,5,"(51.378238, -2.358356)",51.378238,-2.358356,false,35,13,7,1,21
997547,17/00242/MIXED,Hidden Valley Bushcraft,Other catering premises,7841,,,,,BS39,5,fhrs_5_en-gb,2017/12/01,5,5,5,,,,false,,,,,
204526,06210/0027/0/000,Bathampton Pharmacy,Retailers - other,4613,27 Holcombe Lane,Bathampton,Bath,Bath And North East Somerset,BA2 6UL,0,fhrs_exempt_en-gb,,,,,"(51.393286, -2.322643)",51.393286,-2.322643,false,1,27,10,1,27
204523,10/00360/MIXED,Out To Lunch Event Catering,Other catering premises,7841,,,,,BA2 ,5,fhrs_5_en-gb,2017/02/14,5,5,5,,,,false,,,,,
205521,12480/0003/0/000,Ruposhi,Takeaway/sandwich shop,7844,Ruposhi Indian Takeaway,3 Sussex Place,Widcombe,Bath,BA2 4LA,3,fhrs_3_en-gb,2017/05/31,5,10,10,"(51.376624, -2.353803)",51.376624,-2.353803,false,33,572,12,1,111
205150,11/00082/MIXED,Co-Operative Service Station,Retailers - other,4613,Co-operative Service Station,Bath Road,Keynsham,,BS31 1TL,5,fhrs_5_en-gb,2014/04/28,5,5,5,"(51.412038, -2.479012)",51.412038,-2.479012,false,16,154,3,1,47
802207,15/00169/FOOD,Helen's Cream Teas,Other catering premises,7841,,,,,BA2 ,5,fhrs_5_en-gb,2015/09/11,5,5,5,,,,false,,,,,
1109393,19/00066/MIXED,Peasedown St John Primary School,School/college/university,7845,Bath Road,Peasedown St. John,Bath,Bath And North East Somerset,BA2 8DH,5,fhrs_5_en-gb,2019/06/04,0,5,5,"(51.315041, -2.428629)",51.315041,-2.428629,false,15,378,22,1,73
941865,17/00024/MIXED,D & M Catering,Mobile caterer,7846,16 Ashleigh Close,Paulton,Bristol,Bath And North East Somerset,BS39 7QD,5,fhrs_5_en-gb,2018/02/26,5,5,5,"(51.306465, -2.500577)",51.306465,-2.500577,false,13,366,23,1,69
738670,14/00301/MIXED,The Music Box Shop,Restaurant/Cafe/Canteen,1,36 Bristol Road,Whitchurch,Bristol,Bath And North East Somerset,BS14 0PT,0,fhrs_exempt_en-gb,,,,,"(51.407451, -2.558312)",51.407451,-2.558312,false,7,401,20,1,75
1106779,19/00045/FOOD,Longvernal Primary School,School/college/university,7845,Longvernal,Midsomer Norton,Radstock,Bath And North East Somerset,BA3 2LP,5,fhrs_5_en-gb,2019/05/14,5,0,5,"(51.161659240723, -3.0411350727081)",51.161659240723,-3.0411350727081,false,,,,,
1023656,17/00361/MIXED,Just Chicken,Restaurant/Cafe/Canteen,1,51 Moorland Road,Oldfield Park,Bath,,BA2 3PJ,4,fhrs_4_en-gb,2018/01/01,5,5,10,"(51.3766073, -2.378301)",51.3766073,-2.378301,false,31,347,14,1,63
570167,13/00017/MIXED,Subway,Takeaway/sandwich shop,7844,2 Rosewell Court,City Centre,Bath,Bath And North East Somerset,BA1 2AG,5,fhrs_5_en-gb,2017/08/23,5,5,5,"(51.381284, -2.364731)",51.381284,-2.364731,false,34,194,9,1,55
205603,12640/0008/0/000,Bog Island News,Retailers - other,4613,8 Terrace Walk,City Centre,Bath,,BA1 1LN,5,fhrs_5_en-gb,2014/04/16,5,5,5,"(51.381152, -2.357905)",51.381152,-2.357905,false,35,12,7,1,20
205156,06/00183/MIXED,Costa Coffee,Restaurant/Cafe/Canteen,1,Costa Coffee,44 Stall Street,City Centre,Bath,BA1 1QH,5,fhrs_5_en-gb,2019/07/24,0,5,0,"(51.381252, -2.360578)",51.381252,-2.360578,false,35,10,7,1,20
205317,11920/0081/0/000,Bridge Care Limited,Caring Premises,5,Bridgemead House Residential Home,81 St John's Road,Bathwick,Bath,BA2 6PZ,5,fhrs_5_en-gb,2018/03/28,0,0,0,"(51.387613, -2.356533)",51.387613,-2.356533,false,35,16,7,1,20
204812,08/00083/MIXED,McColls,Retailers - other,4613,Martin McColls,7 Lambridge Buildings,Larkhall,Bath,BA1 6RS,5,fhrs_5_en-gb,2013/04/23,0,0,0,"(51.397069, -2.345394)",51.397069,-2.345394,false,23,224,4,1,58
204010,15181/0008/0/000,Mr D's Takeaway,Takeaway/sandwich shop,7844,8 St George's Place,Kingsmead,Bath,Bath And North East Somerset,BA1 3AA,4,fhrs_4_en-gb,2019/08/29,5,10,5,"(51.383667, -2.370383)",51.383667,-2.370383,false,34,209,9,1,115
520712,13/00013/MIXED,The Old Priory,Hotel/bed & breakfast/guest house,7842,The Moody Goose Restaurant  The Pri,19 Church Square,Midsomer Norton,Radstock,BA3 2HX,5,fhrs_5_en-gb,2016/03/15,0,0,5,"(51.286056, -2.485085)",51.286056,-2.485085,false,11,291,25,1,11
204544,01500/0106/0/000,Wentworth House Hotel,Hotel/bed & breakfast/guest house,7842,106 Bloomfield Road,Bloomfield,Bath,Bath And North East Somerset,BA2 2AP,2,fhrs_2_en-gb,2017/10/04,10,15,10,"(51.370602, -2.367533)",51.370602,-2.367533,false,18,254,17,1,3
1005543,17/00287/MIXED,Walcot House,Other catering premises,7841,90B Walcot Street,Bath,,,BA1 5BG,5,fhrs_5_en-gb,2019/02/21,5,5,5,"(51.387577056885, -2.358745098114)",51.387577056885,-2.358745098114,false,35,1,7,1,20
735960,14/00353/MIXED,Greggs,Retailers - other,4613,10 Southgate Street,Bath,,,BA1 1AQ,5,fhrs_5_en-gb,2019/07/17,0,0,0,"(51.378855, -2.359223)",51.378855,-2.359223,false,35,13,7,1,21
520694,12/00301/MIXED,Nando's,Restaurant/Cafe/Canteen,1,5 Brunel Square,Bath,,,BA1 1SX,5,fhrs_5_en-gb,2018/03/02,5,5,0,"(51.377442, -2.356885)",51.377442,-2.356885,false,35,13,7,1,21
690488,14/00178/MIXED,The Home Brewing Centre,Retailers - other,4613,Home Brewing Centre  The Courtyard,High Street,Keynsham,Bristol,BS31 1DS,0,fhrs_exempt_en-gb,,,,,"(51.415608, -2.498218)",51.415608,-2.498218,false,24,158,1,1,49
204114,12030/0001/0/000,St Michael's Day Centre,Caring Premises,5,1 - 2 St Michael's Place,City Centre,Bath,Bath And North East Somerset,BA1 1SG,5,fhrs_5_en-gb,2018/09/26,5,5,5,"(51.381122, -2.361856)",51.381122,-2.361856,false,35,10,7,1,20
204787,09/00207/MIXED,Belushi's,Pub/bar/nightclub,7843,Belushi Bar  St Christopher's Inn,9 Green Street,City Centre,Bath,BA1 2JY,5,fhrs_5_en-gb,2019/03/25,5,5,5,"(51.383464, -2.360567)",51.383464,-2.360567,false,35,11,7,1,20
204355,15524/9057/2/000,Mrs Noble,Other catering premises,7841,Shaston,Rosemary Lane,Freshford,Bath,BA2 7UD,0,fhrs_exempt_en-gb,,,,,"(51.334736, -2.311135)",51.334736,-2.311135,false,10,52,10,1,113
850190,16/00054/MIXED,Hai Na Oriental Supermarket,Retailers - other,4613,18 Union Street,City Centre,Bath,Bath And North East Somerset,BA1 1RS,5,fhrs_5_en-gb,2016/02/12,5,5,5,"(51.382017, -2.360282)",51.382017,-2.360282,false,35,10,7,1,20
1002177,17/00273/MIXED,The Roseate Villa Bath,Hotel/bed & breakfast/guest house,7842,Roseate Villa,Henrietta Road,Bathwick,Bath,BA2 6LX,5,fhrs_5_en-gb,2019/05/20,5,5,5,"(51.386859893799, -2.3555929660797)",51.386859893799,-2.3555929660797,false,35,19,7,1,21
205717,06830/0037/0/000,Seafoods Fish Bar,Takeaway/sandwich shop,7844,Seafoods Fish Bar,38 Kingsmead Street,City Centre,Bath,BA1 2AA,4,fhrs_4_en-gb,2017/08/22,5,10,5,"(51.381477355957, -2.363655090332)",51.381477355957,-2.363655090332,false,34,194,9,1,55
204707,15191/0009/0/000,Coombend Fish Bar,Takeaway/sandwich shop,7844,9 Coombend,Radstock,Bath And North East Somerset,,BA3 3AW,3,fhrs_3_en-gb,2018/07/04,5,10,10,"(51.293772, -2.448738)",51.293772,-2.448738,false,12,413,24,1,79
804867,15/00179/MIXED,Zazu's Kitchen Ltd At The Bear Hotel,Pub/bar/nightclub,7843,The Bear,8 - 10 Wellsway,Bath,Bath And North East Somerset,BA2 3AQ,5,fhrs_5_en-gb,2017/08/16,5,5,5,"(51.374066, -2.366814)",51.374066,-2.366814,false,18,264,17,1,3
205341,05/00121/FOOD,Staff Restaurant At Marks & Spencer,Restaurant/Cafe/Canteen,1,Marks And Spencer,16 - 18 Stall Street,City Centre,Bath,BA1 1QB,5,fhrs_5_en-gb,2018/05/01,0,5,0,"(51.380042, -2.359261)",51.380042,-2.359261,false,35,12,7,1,20
1037508,18/00064/MIXED,The Egg Cafe,Restaurant/Cafe/Canteen,1,Theatre Royal,Sawclose,City Centre,Bath,BA1 1ET,5,fhrs_5_en-gb,2019/08/13,5,5,5,"(51.382144, -2.362971)",51.382144,-2.362971,false,34,193,9,1,55
204483,10/00115/MIXED,Little Willows Day Nursery,Caring Premises,5,Powlett Road,Bathwick,Bath,,BA2 6QH,5,fhrs_5_en-gb,2018/03/06,0,5,5,"(51.388378, -2.353334)",51.388378,-2.353334,false,36,499,6,1,96
205380,14190/3000/2/000,Oakfield Care Home,Caring Premises,5,Oakfield,Weston Park,Upper Weston,Bath,BA1 4AS,5,fhrs_5_en-gb,2019/04/25,0,5,0,"(51.393447, -2.385381)",51.393447,-2.385381,false,20,547,5,1,107
750006,15/00030/MIXED,The Summer House,Hotel/bed & breakfast/guest house,7842,Old Stables,Stanton Road,Pensford,Bristol,BS39 4JJ,5,fhrs_5_en-gb,2015/04/09,0,0,0,"(51.377292, -2.558433)",51.377292,-2.558433,false,7,399,20,1,74
688889,14/00263/MIXED,Smak Polski W Bath,Retailers - other,4613,68 Lower Bristol Road,Westmoreland,Bath,Bath And North East Somerset,BA2 3BE,5,fhrs_5_en-gb,2016/08/18,5,5,5,"(51.379111, -2.369585)",51.379111,-2.369585,false,33,561,12,1,109
785368,15/00159/FOOD,Cake Pops,Other catering premises,7841,,,,,BA1 ,5,fhrs_5_en-gb,2015/08/14,5,5,5,,,,false,,,,,
205730,15703/0000/2/000,Prattens Westfield Amateur Sports Club,Other catering premises,7841,Prattens Sports And Social Club,Charlton Lane,Westfield,Midsomer Norton,BA3 4BD,4,fhrs_4_en-gb,2013/07/09,5,10,5,"(51.276479, -2.472024)",51.276479,-2.472024,false,,,,,
204234,15461/0014/0/000,Iceland Frozen Foods Plc,Retailers - supermarkets/hypermarkets,7840,Iceland Foods Plc,14 - 18 Temple Street,Keynsham,Bristol,BS31 1EG,5,fhrs_5_en-gb,2014/03/24,5,5,0,"(51.414150238037, -2.4981880187988)",51.414150238037,-2.4981880187988,false,24,158,1,1,49
1026892,18/00009/MIXED,Radish,Caring Premises,5,Lambrook Court,Gloucester Road,Lower Swainswick,Bath,BA1 8AZ,5,fhrs_5_en-gb,2018/03/28,0,0,0,,,,false,,,,,
905646,15/00283/MIXED,Taka Taka,Takeaway/sandwich shop,7844,34 Broad Street,City Centre,Bath,,BA1 5LP,2,fhrs_2_en-gb,2018/02/26,10,15,10,"(51.38414, -2.359896)",51.38414,-2.359896,false,35,7,7,1,20
204647,08/00175/MIXED,Ellsworth House,Caring Premises,5,Ellsworth,Fosseway,Westfield,Midsomer Norton,BA3 4AU,5,fhrs_5_en-gb,2014/10/15,5,5,5,"(51.278597, -2.472949)",51.278597,-2.472949,false,26,520,26,1,100
205119,10/00075/MIXED,The Co-Operative,Retailers - supermarkets/hypermarkets,7840,The Co-operative,4 - 5 Hill Court,Paulton,Bristol,BS39 7QG,4,fhrs_4_en-gb,2018/03/29,5,10,5,"(51.306713, -2.50157)",51.306713,-2.50157,false,13,363,23,1,68
204832,15288/0006/0/000,Bath Spa University Refectory,School/college/university,7845,Refectory,Moreton,Bath Spa University Campus,Newton St Loe,BA2 9BN,5,fhrs_5_en-gb,2017/05/10,5,5,5,"(51.375942230225, -2.4379470348358)",51.375942230225,-2.4379470348358,false,9,68,22,1,28
948534,17/00030/MIXED,Parsons Bakery,Retailers - other,4613,16 Brookside House,High Street,Upper Weston,Bath,BA1 4BY,5,fhrs_5_en-gb,2019/05/09,5,5,0,"(51.396533, -2.392708)",51.396533,-2.392708,false,20,549,5,1,108
204923,06/00073/FOOD,The Bertinet Kitchen,Other catering premises,7841,12 St Andrew's Terrace,City Centre,Bath,Bath And North East Somerset,BA1 2QR,5,fhrs_5_en-gb,2014/04/14,0,0,0,"(51.385607, -2.362524)",51.385607,-2.362524,false,35,4,7,1,22
