Image,GPSLocationAltitude,GPSLocationAccuracy,VillageWard,AccessStreet,LocationDescription,AssetNo,BinType,Location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4LjxQgM.jpg,89,10,City Centre,Terrace walk,Terrace walk,0,Big Belly,"(51.380939, -2.357699)",35,3,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA85_CxQoM.jpg,129,10,Corston,Lower farm lane,Lower farm lane,Unknown,Knight,"(51.387358, -2.439833)",8,125,16,1,41
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAi7XDhwgM.jpg,102,30,City Centre,Stall street,Junc of abbey gate street and stall street,0,Big Belly,"(51.380101, -2.359773)",35,12,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgoafIvQgM.jpg,28,10,Lambridge,London Road,Outside Ripples,LB0224,Jubilee,"(51.391153, -2.354695)",36,495,6,1,94
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4fpmgsM.jpg,78,10,Batheaston,High street,Batheaston car park by shelter,0,Knight,"(51.404951, -2.317393)",1,35,10,1,23
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-93P4AoM.jpg,21.3,5,Westmoreland,Lower Bristol Road,Outside Mcdonalds by bus stop,LB0062,Jubilee,"(51.380455, -2.389492)",32,578,13,1,103
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICggf_zxgkM.jpg,40.6,10,City Centre,George Street,Opposite Oxfam by railings,LB0397,Jubilee,"(51.38467, -2.363195)",35,25,7,1,22
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAq7WwngkM.jpg,139,10,,Morrison road,End of Morrison road,0,Knight,"(51.367009, -2.388613)",27,447,15,1,84
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2bW4vwkM.jpg,32.7,10,Larkhall,Larkhall Square,Down the side of the butchers,LB0394,Jubilee,"(51.397334, -2.345401)",23,224,4,1,58
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA28eMnAgM.jpg,38.2,10,Larkhall,St Saviours Road,Outside St Saviours Church,LB0174,Leafield,"(51.395637, -2.346245)",23,214,4,1,58
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh9KNkQgM.jpg,81,30,Upper Weston,Lynfield Park,All saints church,0,,"(51.395997, -2.388097)",20,546,5,1,107
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh9mvqQsM.jpg,221,30,Walcot,Walcot street,Walcot gate bus stop,0,Brunel,"(51.388244, -2.359636)",35,15,7,1,22
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICguZqmxQsM.jpg,164.4,10,Odd Down,Combe Hay Lane,Outside St Gregory's School,LB0366,Jubilee,"(51.35432, -2.382272)",30,332,19,1,60
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgof3FsAsM.jpg,22.3,10,Keynsham,Keynsham Civic Centre,At the bottom of the steps by the car park leading to Sport Facilities,LB0322,Leafield,"(51.414153, -2.496541)",37,182,2,1,52
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6KFhwsM.jpg,38,10,City Centre,Charlotte street,Area C of Charlotte street car park,0,Other,"(51.384307, -2.3672)",34,209,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh4Tu3gsM.jpg,113,30,Freshford,New road,Freshford. New roaf Village hall by car park,Unknown,Other,"(51.33885, -2.310462)",10,53,10,1,113
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-93P0AoM.jpg,55.7,5,Saltford,Manor Road,"Manor Road entrance to School Playing Fields, Keynsham",LB0086,Leafield,"(51.398854, -2.461429)",17,425,16,1,81
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu_fkzAgM.jpg,79,30,City Centre,Charlotte street,Charlotte street car park along entrance road,0,Other,"(51.384507, -2.366586)",34,193,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4-s9AkM.jpg,91,10,Twerton,Freeview road,Top of the hill,0,,"(51.377113, -2.39367)",28,476,11,1,89
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgwa-24goM.jpg,29.3,5,Westmoreland,Moorlands Road,Outside Cheong Sing Take-Away,LB0185,Jubilee,"(51.377677, -2.379167)",31,346,14,1,63
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA687l6wgM.jpg,73,10,City Centre,Queen square,Right bin,0,Big Belly,"(51.38328, -2.363532)",34,193,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-92PuwkM.jpg,81,30,Twerton,Twerton high street,Twerton parade bus stop whiteway bus stop,0,Brunel,"(51.380042, -2.396527)",28,479,11,1,92
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu_fkjAsM.jpg,71,10,City Centre,Corn street,Ground floor A by staircase near Avon street and corn street junc,0,Other,"(51.379102, -2.362904)",35,14,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-__NswoM.jpg,87.7,5,Midsomer Norton,Station Road,Cycle bridge by bus stop,LB0067,Jubilee,"(51.292445, -2.477576)",11,277,25,1,8
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-8mr7gsM.jpg,73,50,City Centre,High street,Outside all bar one,0,Big Belly,"(51.381473, -2.35878)",35,11,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAl9SEnQgM.jpg,232,9,Odddown,Park open space bin,In open space next too rise green close play area,,Brunel,"(51.354427, -2.377565)",30,337,19,1,61
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy6C8uQgM.jpg,223,30,,Midford road,Between hospital and bus stop outside church,0,Jubilee,"(51.358511, -2.370567)",18,263,17,1,4
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA29TbmwgM.jpg,108,10,Saltford,A4,Outside tiddlers day nursery and saltford library,0,Knight,"(51.402142, -2.458092)",17,422,16,1,80
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAs4H9tAgM.jpg,45.100552,5,Moorlands,Monksdale Rd,Sandpits play area middle gate,LB0005,Jubilee,"(51.37308, -2.379031)",31,350,14,1,64
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm_mBpwkM.jpg,197,10,Farmborough,The street,Farmborough   the street,Unknown,,"(51.344235, -2.487407)",8,128,16,1,40
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm8q-mAoM.jpg,218,10,Paulton,High street,Hill court,0,Knight,"(51.30662, -2.501994)",13,362,23,1,68
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA24ru6QoM.jpg,105,10,,Cotsworld road,Cotswold road green space,0,,"(51.370511, -2.372568)",31,356,14,1,65
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5mO8woM.jpg,209,10,Foxhill,Foxhill,Corner of foxhill and Bradford road,0,Knight,"(51.359455, -2.356795)",19,116,18,1,36
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA29b6qwgM.jpg,24,10,Lower Swainswick,Gloucester road,Alice park car park,0,,"(51.398255, -2.34074)",23,220,4,1,58
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh8HnpwkM.jpg,115.1,5,Bathwick,Bathwick Hill,Youth Hostel Bus Stop,LB0072,Jubilee,"(51.378716, -2.340455)",22,77,12,1,29
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5nE4QsM.jpg,79,10,Bathwick,Great pulteney street,Beazer maze,0,,"(51.382728, -2.356446)",35,9,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6b5ygkM.jpg,228,10,Lyncombe,Entry hill,Park opposite Catholic church on entry hill,0,,"(51.358419, -2.363326)",19,119,18,1,36
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA2__l8woM.jpg,17.8,5,Lower Bristol Rd,Lower Bristol Rd,By crossing near railway arches,BB,Big Belly,"(51.377587, -2.361911)",33,561,12,1,109
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27LOiQgM.jpg,204,30,Odd Down,Upper Bloomfield road,Odd down playing fields near wellsway,0,Brunel,"(51.35982, -2.373354)",18,259,17,1,4
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgmbGRyAsM.jpg,161.5,10,Combe Down,Bradford Road,Hadley Arms bus stop,LB0357,Jubilee,"(51.36253, -2.345294)",19,109,18,1,37
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27LOkQsM.jpg,153,10,Haydon,Kilmersdon road,Track leading to Haydon village Hall,0,Jubilee,"(51.282165, -2.453317)",12,420,24,1,79
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA--j0kwsM.jpg,107,10,Saltford,Norman road,Norman road where footpath joins,0,Jubilee,"(51.404132, -2.463242)",17,428,16,1,80
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICggYzAzQgM.jpg,149.1,10,Combe Down,Foxhill,Play area,LB0285,Leafield,"(51.365137, -2.360845)",18,252,17,1,5
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAi5fVzAkM.jpg,195,10,Marksbury,A39 by church,A39 Marksbury,Unknown,Other,"(51.359211, -2.480782)",8,130,16,1,40
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh8HnvQkM.jpg,92,10,Bear Flat,Shaftesbury avenue,Entrance to memorial park from Shaftesbury avenue,0,Brunel,"(51.376975, -2.37711)",31,347,14,1,63
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh6KzpggM.jpg,102,30,Upper Weston,Weston Lane,Weston park by Weston Lane,0,,"(51.391201, -2.382951)",20,550,5,1,107
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm-XkkQsM.jpg,167.2,5,Claverton Down," Freefields, Claverton Down Road",Far gate by Prior Park playing fields ,LB0157,,"(51.364732, -2.337366)",33,558,12,1,110
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh9mvqQkM.jpg,87,10,Keynsham,Bath Road,On a4 by wellsway sports centre,0,Knight,"(51.412347, -2.484858)",16,154,3,1,47
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-__N8wgM.jpg,35.3,10,Twerton,How Hill,"How Hill green, junction with Newton Road/Watery Lane, outside St Michael and All Angels Church",LB0156,Leafield,"(51.381099, -2.398688)",28,479,11,1,92
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgoYW3lwoM.jpg,152.7,10,Peasedown St John,Braysdown Lane,On green next to bench at the junction of Wellow Lane with Braysdown Lane,LB0301,Leafield,"(51.311061, -2.425743)",15,385,22,1,73
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA88bB6QkM.jpg,255,30,Peasedown St John,Bath road,by chip shop,Unknown,Other,"(51.315284, -2.428977)",15,381,22,1,73
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu4_ugAkM.jpg,179,10,Compton Martin,The Street,Compton Martin. The Street. Opp post office.,Unknown,Other,"(51.310761, -2.655337)",4,86,21,1,32
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9CToQoM.jpg,160,10,Bathampton,Down lane,Bus stop on the upper portion of down lane,0,Knight,"(51.392781, -2.324063)",1,26,10,1,27
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5nE8QsM.jpg,75,30,City Centre,Avon street,On right when facing coach park path with back to toilets,0,Other,"(51.37945, -2.363531)",34,196,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu-f0ywgM.jpg,233,30,,Ragland lane,Ragland lane by Fairfield arms,0,Knight,"(51.397171, -2.354408)",36,500,6,1,93
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh_C57wkM.jpg,20.4,5,Lower Weston,Upper Bristol Road,"Upper Bristol Road, Outside Windsor Castle by Bus Shelter",LB0103,Leafield,"(51.384559, -2.381908)",34,207,9,1,54
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA28zc2QsM.jpg,146,30,Lansdown,Belvedere,Hedgemead park playground by gate,0,Other,"(51.388075, -2.3604)",21,245,7,1,59
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy5b2kgsM.jpg,186,10,Clandown,Fosseway,Lamb pub,0,Jubilee,"(51.301083, -2.455112)",12,405,24,1,76
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4Lj2QsM.jpg,90,10,City Centre,Charlotte street,Charlotte street car park area E,0,Other,"(51.38493, -2.369484)",34,205,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg_qeioAgM.jpg,22.2,10,Lower Weston,Newbridge Road,2797 Newbridge Gardens Bus Stop (SE),LB0138,Leafield,"(51.38831, -2.401477)",29,313,8,1,18
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAs-rf0QoM.jpg,126,10,Keynsham,Ashton way,"Ashton way car park, by pay station opposite entrance to men's toilets",0,Other,"(51.415374, -2.499547)",24,159,1,1,49
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgoJfeuQoM.jpg,26.8,10,Twerton,Bellots Road,"Bellots Road to Brook Road footpath, near Safestore",LB0162,Leafield,"(51.379495, -2.38235)",32,528,13,1,103
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh4TuvgsM.jpg,210,10,Peasedown St John,Orchard way,Peasedown st john. Orchard way off of roundabout on by pass,Unknown,Knight,"(51.312001, -2.419551)",15,384,22,1,72
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgwb6tggoM.jpg,90,10,Welton,West Road/Millards Hill,On the junction next to the bench at West Road/Millards Hill,LB0137,Leafield,"(51.292972, -2.476972)",11,277,25,1,8
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2bW4vwgM.jpg,56.1,10,Lansdown,Bennett Street,Junction of Bennett Street and Russell Street,LB0219,Jubilee,"(51.386557, -2.362902)",35,25,7,1,22
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm6_5kQoM.jpg,121,10,Stanton Drew,Bromley Road,By bus shelter Bromley road junction The Drive,Unknown,Knight,"(51.35732, -2.577011)",5,101,20,1,34
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu7HB4AgM.jpg,183,10,,Mount road,Twerton roundhill,0,Other,"(51.36919, -2.395327)",27,444,15,1,84
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-92PxwkM.jpg,122,10,Upper Weston,Weston high street,Brookside house outside premier shop,0,Knight,"(51.396714, -2.392677)",20,549,5,1,108
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh7StxQkM.jpg,94,10,City Centre,Green park road,Top deck B of Avon street multistorey car park,0,Other,"(51.378901, -2.363041)",35,14,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA28eMvAgM.jpg,23.381802,10,Bathwick,Grove street,Grove Street outside scout headcourters,N/A,Evolution,"(51.38418, -2.357493)",35,6,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-92PpwkM.jpg,107,10,,Cleve green,"Cleve green, green space around path between houses",0,,"(51.380123, -2.40411)",28,468,11,1,91
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-8HW1AkM.jpg,136,30,Whitchurch,A37,Hursley Hill,Unknown,Knight,"(51.386176, -2.550705)",7,399,20,1,74
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu6nz3AgM.jpg,124,10,Bloomfield,Bloomfield road,Bloomfield open space by allotment gate,0,,"(51.371543, -2.36761)",18,254,17,1,3
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAk9LG4QoM.jpg,108,10,,Cleveden bridge,Cleveden place east next to bridge,0,Jubilee,"(51.389804, -2.356223)",36,485,6,1,96
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAs4H9oAgM.jpg,78,30,Larkhall,Larkhall,Larkhall building's bus stop,0,Knight,"(51.397743, -2.344669)",23,229,4,1,56
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgme6b_goM.jpg,168.3,5,Odd Down,Frome Road,Outside Sainsburys and opposite entrance to St Martin's hospital,LB0363,Jubilee,"(51.356814, -2.371257)",18,262,17,1,4
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-8mrtgkM.jpg,123,10,Camden,Camden crescent,Junc of Fairfield and tuning and Camden near bus stop,0,Jubilee,"(51.395245, -2.352993)",36,484,6,1,93
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6KFxwsM.jpg,101,10,City Centre,Circus,Circus and Brock street,0,Jubilee,"(51.386219, -2.364432)",35,23,7,1,22
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu7Sb1QoM.jpg,169.5,5,Odd Down,Oddown Playing Fields,"Entrance to Cycle Track, Oddown Playing Fields",LB0089,Other,"(51.362047, -2.376788)",18,259,17,1,4
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5nEsQsM.jpg,86,50,City Centre,Abbey square,Front of bath abbey,0,Big Belly,"(51.381097, -2.359601)",35,11,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA5_q8jgkM.jpg,30.6,5,Lower Weston,Newbridge Road,Horstmann Close bus stop,N/ABathspa,Jubilee,"(51.384312, -2.390112)",29,325,8,1,15
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAq7Ww3ggM.jpg,79,10,,Bellots road,Linear park by bellots road at the railway bridge,0,,"(51.379507, -2.384757)",32,527,13,1,101
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2bPEjggM.jpg,22.8,10,Westmoreland,Brougham Hayes,Hayesfield lower school bus stop,LB0380,Jubilee,"(51.380398, -2.37494)",33,559,12,1,112
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm_7X4ggM.jpg,169,10,Whitchurch,Norton lane,Norton Lane,Unknown,Jubilee,"(51.399976, -2.552718)",7,403,20,1,75
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA87aB_AsM.jpg,0.185682,6,Keynsham,High Street,Outside of Post office,BB,Cheiftain,"(51.414784, -2.498744)",24,158,1,1,49
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA2-Cc4AgM.jpg,169,10,Midsomer Norton,Charlton road,Green space area Charlton road,0,Jubilee,"(51.276144, -2.476792)",25,300,27,1,12
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAs4H9gAgM.jpg,186,10,Midsomer Norton,Silver street,Silver street nature reserve,0,Knight,"(51.281508, -2.483008)",25,305,27,1,13
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgodC93gkM.jpg,27.7,10,Batheaston,A4,Batheaston bypass layby - far end,N/A,Cheiftain,"(51.397154, -2.325483)",1,30,10,1,27
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-8HW5AgM.jpg,137,30,Shoscombe,St Julian road,Shoscombe  st Julian road by school,Unknown,Other,"(51.303538, -2.407549)",10,57,10,1,114
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu7Sb4QsM.jpg,166,30,Twerton,Wedgewood road,Wedgewood road opposite #23,0,,"(51.376511, -2.403068)",28,475,11,1,90
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAi7vL4woM.jpg,52,10,Walcot,Walcot street,Cattlemarket pay and display machine,0,Other,"(51.384939, -2.359012)",35,11,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6b5rgsM.jpg,153.620998,5,Bloomfield,Corston view,Corston view open space,N/A,Brunel,"(51.364685, -2.380138)",30,338,19,1,62
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh9rOvwgM.jpg,148,30,Widcombe,Holloway,Calton walk,0,Brunel,"(51.376301, -2.362711)",33,571,12,1,109
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA28eMnAoM.jpg,74.3,5,Whitchurch,A37,Junction with Church Road,LB0077,Jubilee,"(51.406764, -2.558576)",7,402,20,1,75
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6riqwsM.jpg,162,10,,Melrose grove,End of Melrose grove,0,Knight,"(51.368371, -2.391666)",27,446,15,1,84
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2Z2opgoM.jpg,21.8,5,Kingsmead,Charles Street,By traffic lights opposite New King Street - recycling unit,LB0344,Jubilee,"(51.382202, -2.365286)",34,193,9,1,55
